problem,step,energy,pairing,sign_ratio,cpu_percent,mem_percent,elapsed_ns,norm_deviation,ema_abs_energy
hubbard_hts_core,0,1.9745923269,0.7158923070,0.0200000000,16.65,66.37,120940,2.2204460493e-16,0.0000000000
hubbard_hts_core,100,1.9828257763,0.7073688651,-0.0800000000,16.65,66.37,1225110,0.0000000000e+00,0.0000000000
hubbard_hts_core,200,1.9839568331,0.6886427030,-0.0600000000,16.65,66.37,2310889,0.0000000000e+00,0.0000000000
hubbard_hts_core,300,1.9842289668,0.6827343314,-0.0400000000,16.65,66.37,3387899,3.3306690739e-16,0.0000000000
hubbard_hts_core,400,1.9843555259,0.6800157414,-0.0200000000,16.65,66.37,4476379,1.1102230246e-16,0.0000000000
hubbard_hts_core,500,1.9844209465,0.6802651053,-0.0400000000,16.65,66.37,5558229,1.1102230246e-16,0.0000000000
hubbard_hts_core,600,1.9844616534,0.6812397388,-0.0600000000,16.65,66.37,6706159,0.0000000000e+00,0.0000000000
hubbard_hts_core,700,1.9844822995,0.6814665618,-0.0400000000,16.65,66.37,7799459,2.2204460493e-16,0.0000000000
hubbard_hts_core,800,1.9844941348,0.6819624753,-0.0400000000,16.65,66.37,9330689,3.3306690739e-16,0.0000000000
hubbard_hts_core,900,1.9845029226,0.6823541377,-0.0200000000,16.65,66.37,10440909,3.3306690739e-16,0.0000000000
hubbard_hts_core,1000,1.9845113799,0.6816920430,-0.0200000000,16.65,66.37,11520629,2.2204460493e-16,0.0000000000
hubbard_hts_core,1100,1.9845211156,0.6822792182,-0.0200000000,16.65,66.37,12599099,1.1102230246e-16,0.0000000000
hubbard_hts_core,1200,1.9845335947,0.6842970505,-0.0400000000,16.65,66.37,13683979,1.1102230246e-16,0.0000000000
hubbard_hts_core,1300,1.9845505576,0.6845205970,-0.0200000000,16.65,66.37,14770109,2.2204460493e-16,0.0000000000
hubbard_hts_core,1400,1.9845741259,0.6848766166,-0.0600000000,16.65,66.37,15857419,0.0000000000e+00,0.0000000000
hubbard_hts_core,1500,1.9846052428,0.6823805274,-0.1000000000,16.65,66.37,16932558,2.2204460493e-16,0.0000000000
hubbard_hts_core,1600,1.9846390392,0.6788496017,-0.0600000000,16.65,66.37,18007258,2.2204460493e-16,0.0000000000
hubbard_hts_core,1700,1.9846689129,0.6763314188,-0.0200000000,16.65,66.37,19096308,3.3306690739e-16,0.0000000000
hubbard_hts_core,1800,1.9846924498,0.6730879992,-0.0200000000,16.65,66.37,20169338,2.2204460493e-16,0.0000000000
hubbard_hts_core,1900,1.9847062978,0.6714746319,-0.0200000000,16.65,66.37,21241868,0.0000000000e+00,0.0000000000
hubbard_hts_core,2000,1.9847132986,0.6708271314,-0.0200000000,16.65,66.37,22315208,0.0000000000e+00,0.0000000000
hubbard_hts_core,2100,1.9847169571,0.6709604057,-0.0200000000,16.65,66.37,23417188,0.0000000000e+00,0.0000000000
hubbard_hts_core,2200,1.9847187963,0.6712358662,-0.0400000000,16.65,66.37,24491268,2.2204460493e-16,0.0000000000
hubbard_hts_core,2300,1.9847197293,0.6714141556,-0.0400000000,16.65,66.37,25585128,1.1102230246e-16,0.0000000000
hubbard_hts_core,2400,1.9847202541,0.6717851371,-0.0200000000,16.65,66.37,26673307,0.0000000000e+00,0.0000000000
hubbard_hts_core,2500,1.9847206019,0.6719877886,-0.0400000000,16.65,66.37,27761818,4.4408920985e-16,0.0000000000
hubbard_hts_core,2600,1.9847208724,0.6713195264,-0.0200000000,16.65,66.37,28854707,0.0000000000e+00,0.0000000000
hubbard_hts_core,2700,1.9847211096,0.6710523185,-0.0200000000,16.65,66.37,29926337,1.1102230246e-16,0.0000000000
qcd_lattice_fullscale,0,2.2115701842,0.5799614517,-0.0864197531,16.65,66.37,53160,1.1102230246e-16,0.0000000000
qcd_lattice_fullscale,100,2.2183077515,0.5665979855,-0.0617283951,16.65,66.37,853950,4.4408920985e-16,0.0000000000
qcd_lattice_fullscale,200,2.2203858203,0.5474085161,-0.0617283951,16.65,66.37,1680110,0.0000000000e+00,0.0000000000
qcd_lattice_fullscale,300,2.2209070074,0.5425054885,-0.1604938272,16.65,66.37,2568720,0.0000000000e+00,0.0000000000
qcd_lattice_fullscale,400,2.2211013090,0.5387377562,-0.2098765432,16.65,66.37,3379780,0.0000000000e+00,0.0000000000
qcd_lattice_fullscale,500,2.2211894141,0.5340740893,-0.2345679012,16.65,66.37,4186030,0.0000000000e+00,0.0000000000
qcd_lattice_fullscale,600,2.2212513466,0.5282367072,-0.2839506173,16.65,66.37,5018840,2.2204460493e-16,0.0000000000
qcd_lattice_fullscale,700,2.2212891644,0.5259698272,-0.2839506173,16.65,66.37,5830800,0.0000000000e+00,0.0000000000
qcd_lattice_fullscale,800,2.2213075974,0.5255588436,-0.2592592593,16.65,66.37,6674740,1.1102230246e-16,0.0000000000
qcd_lattice_fullscale,900,2.2213151126,0.5259085343,-0.2345679012,16.65,66.37,7509090,0.0000000000e+00,0.0000000000
qcd_lattice_fullscale,1000,2.2213175754,0.5255571974,-0.2345679012,16.65,66.37,8346450,5.5511151231e-16,0.0000000000
qcd_lattice_fullscale,1100,2.2213180898,0.5253047723,-0.2098765432,16.65,66.37,9168050,2.2204460493e-16,0.0000000000
qcd_lattice_fullscale,1200,2.2213179167,0.5250482705,-0.2345679012,16.65,66.37,9992519,0.0000000000e+00,0.0000000000
qcd_lattice_fullscale,1300,2.2213175749,0.5240275346,-0.2345679012,16.65,66.37,10797499,3.3306690739e-16,0.0000000000
qcd_lattice_fullscale,1400,2.2213173298,0.5239427208,-0.2345679012,16.65,66.37,11610859,3.3306690739e-16,0.0000000000
qcd_lattice_fullscale,1500,2.2213173549,0.5248189007,-0.2345679012,16.65,66.37,12422809,1.1102230246e-16,0.0000000000
qcd_lattice_fullscale,1600,2.2213177200,0.5251058418,-0.2592592593,16.65,66.37,13243809,4.4408920985e-16,0.0000000000
qcd_lattice_fullscale,1700,2.2213183398,0.5250792955,-0.2345679012,16.65,66.37,14061769,0.0000000000e+00,0.0000000000
qcd_lattice_fullscale,1800,2.2213190140,0.5254053954,-0.2345679012,16.65,66.37,14885739,1.1102230246e-16,0.0000000000
qcd_lattice_fullscale,1900,2.2213195574,0.5259711426,-0.2098765432,16.65,66.37,15701139,2.2204460493e-16,0.0000000000
qcd_lattice_fullscale,2000,2.2213198918,0.5262321115,-0.1851851852,16.65,66.37,16544419,0.0000000000e+00,0.0000000000
qcd_lattice_fullscale,2100,2.2213200331,0.5257032147,-0.2098765432,16.65,66.37,17361379,1.1102230246e-16,0.0000000000
quantum_field_noneq,0,1.7132814802,0.4880717565,0.0937500000,16.65,66.37,47830,4.4408920985e-16,0.0000000000
quantum_field_noneq,100,1.7345843466,0.4522792885,0.1562500000,16.65,66.37,697950,1.1102230246e-16,0.0000000000
quantum_field_noneq,200,1.7361248465,0.4309077118,0.2187500000,16.65,66.37,1355220,1.1102230246e-16,0.0000000000
quantum_field_noneq,300,1.7365649286,0.4382647000,0.2500000000,16.65,66.37,2020830,0.0000000000e+00,0.0000000000
quantum_field_noneq,400,1.7368200823,0.4273343003,0.1562500000,16.65,66.37,2679010,0.0000000000e+00,0.0000000000
quantum_field_noneq,500,1.7370010923,0.4183261138,0.1562500000,16.65,66.37,3338689,3.3306690739e-16,0.0000000000
quantum_field_noneq,600,1.7371254627,0.4216672565,0.1562500000,16.65,66.37,4014520,1.1102230246e-16,0.0000000000
quantum_field_noneq,700,1.7371983504,0.4275306645,0.2187500000,16.65,66.37,4678199,0.0000000000e+00,0.0000000000
quantum_field_noneq,800,1.7372795569,0.4314478677,0.2187500000,16.65,66.37,5356500,3.3306690739e-16,0.0000000000
quantum_field_noneq,900,1.7374048717,0.4282674810,0.2812500000,16.65,66.37,6036569,0.0000000000e+00,0.0000000000
quantum_field_noneq,1000,1.7375426989,0.4126366600,0.2812500000,16.65,66.37,6691739,2.2204460493e-16,0.0000000000
quantum_field_noneq,1100,1.7376225057,0.4098845715,0.3125000000,16.65,66.37,7351879,1.1102230246e-16,0.0000000000
quantum_field_noneq,1200,1.7376734421,0.4121295613,0.3125000000,16.65,66.37,8008369,1.1102230246e-16,0.0000000000
quantum_field_noneq,1300,1.7377272038,0.4177379936,0.3437500000,16.65,66.37,8652259,0.0000000000e+00,0.0000000000
quantum_field_noneq,1400,1.7378040851,0.4177878674,0.4062500000,16.65,66.37,9320219,1.1102230246e-16,0.0000000000
quantum_field_noneq,1500,1.7378928811,0.3996126395,0.4375000000,16.65,66.37,10030949,1.1102230246e-16,0.0000000000
quantum_field_noneq,1600,1.7379382884,0.3931528136,0.4375000000,16.65,66.37,10696629,0.0000000000e+00,0.0000000000
quantum_field_noneq,1700,1.7379533587,0.3938233269,0.4375000000,16.65,66.37,11360449,2.2204460493e-16,0.0000000000
quantum_field_noneq,1800,1.7379587136,0.3962577228,0.4375000000,16.65,66.37,12064369,1.1102230246e-16,0.0000000000
quantum_field_noneq,1900,1.7379604478,0.3963636455,0.4375000000,16.65,66.37,12714699,0.0000000000e+00,0.0000000000
quantum_field_noneq,2000,1.7379608594,0.3942168897,0.4375000000,16.65,66.37,13393329,0.0000000000e+00,0.0000000000
dense_nuclear_fullscale,0,2.6960090986,0.7243158278,0.0000000000,16.65,66.37,59420,2.2204460493e-16,0.0000000000
dense_nuclear_fullscale,100,2.7045407383,0.7018675836,0.0277777778,16.65,66.37,821270,1.1102230246e-16,0.0000000000
