experiment,nx_mean,base_mean,delta_abs,delta_pct,win_rate,delta_std,delta_ci95_low,delta_ci95_high
baseline_current,0.365967974311,0.191843255050,0.174124719260,90.764056,1.000000000000,0.025181377888,0.173649795734,0.174599642787
p0_no_lyapunov,0.257775092952,0.191843255050,0.065931837901,34.367556,0.840185185185,0.061499556660,0.064771949572,0.067091726231
p0_no_noise,1.000000000000,1.000000000000,0.000000000000,0.000000,0.997222222222,0.000000000000,0.000000000000,0.000000000000
p0_impulsive_noise,0.315750961728,0.191843255050,0.123907706678,64.587992,1.000000000000,0.019482453464,0.123540265486,0.124275147870
p0_symmetric_scoring,0.227140080890,0.317467981988,-0.090327901097,-28.452602,0.000000000000,0.016990459161,-0.090648343006,-0.090007459189
p1_strong_baseline,0.227140080890,0.319375926124,-0.092235845234,-28.880024,0.000000000000,0.016740933614,-0.092551581063,-0.091920109405
p1_ood_drift_heavy,0.171478566297,0.289656921011,-0.118178354714,-40.799424,0.000000000000,0.017481371671,-0.118508055286,-0.117848654142
