problem,step,energy_norm,pairing_norm,sign_ratio,cpu_percent,mem_percent,elapsed_ns
hubbard_hts_core,700,0.0198448215,0.6814645148,-0.0600000000,0.00,0.00,351593953
hubbard_hts_core,1400,0.0198457385,0.6848955228,-0.0600000000,0.00,0.00,713268616
hubbard_hts_core,2100,0.0198471693,0.6709568146,-0.0200000000,0.00,0.00,1062689488
hubbard_hts_core,2800,0.0198472133,0.6711904864,-0.0400000000,0.00,0.00,1413997822
qcd_lattice_fullscale,700,0.0274233198,0.5259685411,-0.2839506173,0.00,0.00,351781942
qcd_lattice_fullscale,1400,0.0274236708,0.5239388412,-0.2345679012,0.00,0.00,718128327
qcd_lattice_fullscale,2100,0.0274237041,0.5257175783,-0.2098765432,0.00,0.00,1063818249
qcd_lattice_fullscale,2200,0.0274237045,0.5247243224,-0.2098765432,0.00,0.00,1112194574
quantum_field_noneq,700,0.0271437134,0.4275341009,0.2187500000,0.00,0.00,351276823
quantum_field_noneq,1400,0.0271531747,0.4179076364,0.4062500000,0.00,0.00,721559787
quantum_field_noneq,2100,0.0271556379,0.3935445535,0.4375000000,0.00,0.00,1065435209
quantum_field_noneq,2100,0.0271556379,0.3935445535,0.4375000000,0.00,0.00,1079475991
dense_nuclear_fullscale,700,0.0376263911,0.6838351639,-0.0555555556,0.00,0.00,375937705
dense_nuclear_fullscale,1400,0.0376342712,0.6752820410,-0.1111111111,0.00,0.00,744922160
dense_nuclear_fullscale,2100,0.0376343637,0.6743245409,-0.1666666667,0.00,0.00,1049720068
dense_nuclear_fullscale,2100,0.0376343637,0.6743245409,-0.1666666667,0.00,0.00,1066806540
quantum_chemistry_fullscale,700,0.0289407488,0.7273012119,0.1428571429,0.00,0.00,359717653
quantum_chemistry_fullscale,1400,0.0289407676,0.7267276887,0.1428571429,0.00,0.00,733758399
quantum_chemistry_fullscale,2100,0.0289407076,0.7265358298,0.1428571429,0.00,0.00,1057299420
quantum_chemistry_fullscale,2200,0.0289407122,0.7281906189,0.2142857143,0.00,0.00,1247212637
spin_liquid_exotic,700,0.0216941228,0.8123739764,-0.0166666667,0.00,0.00,381327816
spin_liquid_exotic,1400,0.0216947729,0.8109732189,0.0000000000,0.00,0.00,724200118
spin_liquid_exotic,2100,0.0216951820,0.8096048186,0.0666666667,0.00,0.00,1083286502
spin_liquid_exotic,2600,0.0216953341,0.8084310399,0.0666666667,0.00,0.00,1359885948
topological_correlated_materials,700,0.0160229621,0.7745408648,0.1404958678,0.00,0.00,374137846
topological_correlated_materials,1400,0.0160240139,0.7715214670,0.2066115702,0.00,0.00,815085117
topological_correlated_materials,2100,0.0160241767,0.7722326532,0.2231404959,0.00,0.00,1124798396
topological_correlated_materials,2500,0.0160244384,0.7725403046,0.2066115702,0.00,0.00,1307037154
correlated_fermions_non_hubbard,700,0.0237059022,0.6875019697,0.0444444444,0.00,0.00,365311715
correlated_fermions_non_hubbard,1400,0.0237063105,0.6883504811,0.0444444444,0.00,0.00,718170518
correlated_fermions_non_hubbard,2100,0.0237062970,0.6886840110,0.0666666667,0.00,0.00,1061466641
correlated_fermions_non_hubbard,2400,0.0237062928,0.6882656396,0.0666666667,0.00,0.00,1219228555
multi_state_excited_chemistry,700,0.0209166651,0.8087672043,0.4567901235,0.00,0.00,359588005
multi_state_excited_chemistry,1400,0.0209192498,0.8045357941,0.4814814815,0.00,0.00,714784238
multi_state_excited_chemistry,2100,0.0209194750,0.8047423154,0.4814814815,0.00,0.00,1071992682
multi_state_excited_chemistry,2300,0.0209196395,0.8053383129,0.5061728395,0.00,0.00,1171625591
bosonic_multimode_systems,700,0.0160813338,0.6075866696,0.3250000000,0.00,0.00,354414524
bosonic_multimode_systems,1400,0.0160828747,0.6068957485,0.4500000000,0.00,0.00,715224119
bosonic_multimode_systems,2100,0.0160842292,0.5996853660,0.5500000000,0.00,0.00,1061316451
bosonic_multimode_systems,2200,0.0160844427,0.5940524035,0.5750000000,0.00,0.00,1115579037
multiscale_nonlinear_field_models,700,0.0237977322,0.6013301673,0.0833333333,0.00,0.00,358777534
multiscale_nonlinear_field_models,1400,0.0237985603,0.6020236730,0.1041666667,0.00,0.00,712626168
multiscale_nonlinear_field_models,2100,0.0237985725,0.6016636305,0.1041666667,0.00,0.00,1067873223
multiscale_nonlinear_field_models,2300,0.0237985797,0.6019195547,0.0833333333,0.00,0.00,1196784574
far_from_equilibrium_kinetic_lat
