problem,step,energy,pairing,sign_ratio,cpu_percent,mem_percent,elapsed_ns
hubbard_hts_core,0,1.8000000000,1.0000000000,0.0200000000,15.99,68.00,1039230
hubbard_hts_core,100,1.8000000000,1.0000000000,0.0600000000,15.99,67.96,85733189
hubbard_hts_core,200,1.8000000000,1.0000000000,-0.0200000000,15.99,67.96,168952639
hubbard_hts_core,300,1.8000000000,1.0000000000,0.1200000000,15.99,67.94,252463519
hubbard_hts_core,400,1.8000000000,1.0000000000,0.0000000000,15.99,67.94,335205208
hubbard_hts_core,500,1.8000000000,1.0000000000,0.0000000000,15.99,67.94,418797988
hubbard_hts_core,600,1.8000000000,1.0000000000,-0.0200000000,15.99,67.94,502080358
hubbard_hts_core,700,1.8000000000,1.0000000000,-0.0200000000,15.99,67.94,586323527
hubbard_hts_core,800,1.8000000000,1.0000000000,-0.2000000000,15.99,67.94,670411557
hubbard_hts_core,900,1.8000000000,1.0000000000,0.1400000000,15.99,67.94,753941467
hubbard_hts_core,1000,1.8000000000,1.0000000000,-0.0600000000,15.99,67.94,838187326
hubbard_hts_core,1100,1.8000000000,1.0000000000,0.0200000000,15.99,67.93,922593786
hubbard_hts_core,1200,1.8000000000,1.0000000000,0.1200000000,15.99,67.93,1007317646
hubbard_hts_core,1300,1.8000000000,1.0000000000,-0.1200000000,15.99,67.94,1091455665
hubbard_hts_core,1400,1.8000000000,1.0000000000,0.0600000000,15.99,67.94,1175858065
hubbard_hts_core,1500,1.8000000000,1.0000000000,-0.1800000000,15.99,67.30,1260414795
hubbard_hts_core,1600,1.8000000000,1.0000000000,-0.1000000000,15.99,67.26,1345101474
hubbard_hts_core,1700,1.8000000000,1.0000000000,0.0600000000,15.99,67.25,1432602004
hubbard_hts_core,1800,1.8000000000,1.0000000000,-0.0200000000,15.99,67.24,1519085634
hubbard_hts_core,1900,1.8000000000,1.0000000000,-0.1400000000,15.99,67.24,1605504773
hubbard_hts_core,2000,1.8000000000,1.0000000000,-0.1400000000,15.99,67.23,1689582323
hubbard_hts_core,2100,1.8000000000,1.0000000000,0.0600000000,15.99,67.23,1775112733
hubbard_hts_core,2200,1.8000000000,1.0000000000,0.0000000000,15.99,67.23,1859991182
hubbard_hts_core,2300,1.8000000000,1.0000000000,-0.1000000000,15.99,67.21,1949118742
hubbard_hts_core,2400,1.8000000000,1.0000000000,0.1800000000,15.99,67.20,2033606492
hubbard_hts_core,2500,1.8000000000,1.0000000000,0.1000000000,15.99,67.20,2116949841
hubbard_hts_core,2600,1.8000000000,1.0000000000,-0.0200000000,15.99,67.20,2200140171
hubbard_hts_core,2700,1.8000000000,1.0000000000,-0.0200000000,15.99,67.20,2283762851
qcd_lattice_fullscale,0,2.1500000000,1.0000000000,-0.0864197531,15.99,67.20,886870
qcd_lattice_fullscale,100,2.1500000000,1.0000000000,0.0617283951,15.99,67.20,84088830
qcd_lattice_fullscale,200,2.1500000000,1.0000000000,-0.0864197531,15.99,67.20,166892650
qcd_lattice_fullscale,300,2.1500000000,1.0000000000,-0.0123456790,15.99,67.20,249990009
qcd_lattice_fullscale,400,2.1500000000,1.0000000000,-0.0864197531,15.99,67.20,334467039
qcd_lattice_fullscale,500,2.1500000000,1.0000000000,-0.0617283951,15.99,67.07,418744599
qcd_lattice_fullscale,600,2.1500000000,1.0000000000,0.1851851852,15.99,67.05,502824828
qcd_lattice_fullscale,700,2.1500000000,1.0000000000,0.0617283951,15.99,67.04,587275568
qcd_lattice_fullscale,800,2.1500000000,1.0000000000,-0.2345679012,15.99,67.04,671450358
qcd_lattice_fullscale,900,2.1500000000,1.0000000000,-0.2592592593,15.99,67.04,753769388
qcd_lattice_fullscale,1000,2.1500000000,1.0000000000,0.0370370370,15.99,67.04,836684047
qcd_lattice_fullscale,1100,2.1500000000,1.0000000000,0.1111111111,15.99,67.04,919164077
qcd_lattice_fullscale,1200,2.1500000000,1.0000000000,0.1111111111,15.99,67.04,1002558306
qcd_lattice_fullscale,1300,2.1500000000,1.0000000000,0.0370370370,15.99,67.04,1085512916
qcd_lattice_fullscale,1400,2.1500000000,1.0000000000,0.1851851852,15.99,67.04,1168416566
qcd_lattice_fullscale,1500,2.1500000000,1.0000000000,-0.0370370370,15.99,67.04,1253538055
qcd_lattice_fullscale,1600,2.1500000000,1.0000000000,-0.0123456790,15.99,67.04,1339787345
qcd_lattice_fullscale,1700,2.1500000000,1.0000000000,-0.1358024691,15.99,67.04,1423134195
qcd_lattice_fullscale,1800,2.1500000000,1.0000000000,0.2098765432,15.99,67.04,1506088324
qcd_lattice_fullscale,1900,2.1500000000,1.0000000000,-0.1358024691,15.99,67.03,1588854194
qcd_lattice_fullscale,2000,2.1500000000,1.0000000000,-0.0370370370,15.99,67.03,1672238154
qcd_lattice_fullscale,2100,2.1500000000,1.0000000000,-0.0370370370,15.99,67.03,1755154693
quantum_field_noneq,0,1.7000000000,1.0000000000,0.0937500000,15.99,67.03,873140
quantum_field_noneq,100,1.7000000000,1.0000000000,-0.0625000000,15.99,67.03,84321530
quantum_field_noneq,200,1.7000000000,1.0000000000,0.1562500000,15.99,67.03,167495400
quantum_field_noneq,300,1.7000000000,1.0000000000,0.1250000000,15.99,67.03,250274879
quantum_field_noneq,400,1.7000000000,1.0000000000,0.1875000000,15.99,67.03,333708589
quantum_field_noneq,500,1.7000000000,1.0000000000,0.0312500000,15.99,67.03,416155268
quantum_field_noneq,600,1.7000000000,1.0000000000,0.0000000000,15.99,67.03,498706148
quantum_field_noneq,700,1.7000000000,1.0000000000,0.0937500000,15.99,67.03,582295198
quantum_field_noneq,800,1.7000000000,1.0000000000,0.0625000000,15.99,67.03,665935478
quantum_field_noneq,900,1.7000000000,1.0000000000,0.0625000000,15.99,67.03,748800537
quantum_field_noneq,1000,1.7000000000,1.0000000000,0.0937500000,15.99,67.03,832887387
quantum_field_noneq,1100,1.7000000000,1.0000000000,0.0312500000,15.99,67.03,916247766
quantum_field_noneq,1200,1.7000000000,1.0000000000,-0.2500000000,15.99,67.03,998623076
quantum_field_noneq,1300,1.7000000000,1.0000000000,0.0000000000,15.99,67.03,1081604426
quantum_field_noneq,1400,1.7000000000,1.0000000000,-0.1562500000,15.99,66.98,1164662065
quantum_field_noneq,1500,1.7000000000,1.0000000000,-0.0625000000,15.99,66.98,1247623975
quantum_field_noneq,1600,1.7000000000,1.0000000000,0.0312500000,15.99,66.98,1330107985
quantum_field_noneq,1700,1.7000000000,1.0000000000,-0.0625000000,15.99,66.98,1413026404
quantum_field_noneq,1800,1.7000000000,1.0000000000,-0.0312500000,15.99,66.98,1495970314
quantum_field_noneq,1900,1.7000000000,1.0000000000,-0.0312500000,15.99,66.98,1589409484
quantum_field_noneq,2000,1.7000000000,1.0000000000,-0.0312500000,15.99,66.98,1674450074
dense_nuclear_fullscale,0,2.4500000000,1.0000000000,0.0000000000,15.99,66.98,882550
dense_nuclear_fullscale,100,2.4500000000,1.0000000000,0.0833333333,15.99,66.98,83823210
dense_nuclear_fullscale,200,2.4500000000,1.0000000000,0.0277777778,15.99,66.98,166943039
dense_nuclear_fullscale,300,2.4500000000,1.0000000000,-0.0833333333,15.99,66.98,249819009
dense_nuclear_fullscale,400,2.4500000000,1.0000000000,-0.0833333333,15.99,66.98,333778119
dense_nuclear_fullscale,500,2.4500000000,1.0000000000,-0.0833333333,15.99,66.98,417026269
dense_nuclear_fullscale,600,2.4500000000,1.0000000000,0.0277777778,15.99,67.01,507159398
dense_nuclear_fullscale,700,2.4500000000,1.0000000000,-0.0833333333,15.99,67.00,592043088
dense_nuclear_fullscale,800,2.4500000000,1.0000000000,0.0000000000,15.99,67.00,675085188
dense_nuclear_fullscale,900,2.4500000000,1.0000000000,0.2500000000,15.99,67.02,762109157
dense_nuclear_fullscale,1000,2.4500000000,1.0000000000,-0.1111111111,15.99,67.03,848104057
dense_nuclear_fullscale,1100,2.4500000000,1.0000000000,0.0000000000,15.99,67.03,931934767
dense_nuclear_fullscale,1200,2.4500000000,1.0000000000,-0.0555555556,15.99,67.02,1015856546
dense_nuclear_fullscale,1300,2.4500000000,1.0000000000,-0.0277777778,15.99,67.02,1105965046
dense_nuclear_fullscale,1400,2.4500000000,1.0000000000,-0.0555555556,15.99,67.02,1195406195
dense_nuclear_fullscale,1500,2.4500000000,1.0000000000,-0.0555555556,15.99,67.02,1278178245
dense_nuclear_fullscale,1600,2.4500000000,1.0000000000,-0.1666666667,15.99,67.02,1361357305
dense_nuclear_fullscale,1700,2.4500000000,1.0000000000,-0.0277777778,15.99,67.02,1446941405
dense_nuclear_fullscale,1800,2.4500000000,1.0000000000,-0.1111111111,15.99,67.03,1531274024
dense_nuclear_fullscale,1900,2.4500000000,1.0000000000,0.0000000000,15.99,67.02,1614719674
dense_nuclear_fullscale,2000,2.4500000000,1.0000000000,0.0833333333,15.99,67.02,1706112033
quantum_chemistry_fullscale,0,1.2250000000,1.0000000000,0.0357142857,15.99,67.03,979730
quantum_chemistry_fullscale,100,1.2250000000,1.0000000000,-0.1071428571,15.99,67.03,87303930
quantum_chemistry_fullscale,200,1.2250000000,1.0000000000,-0.1428571429,15.99,67.02,170174719
quantum_chemistry_fullscale,300,1.2250000000,1.0000000000,-0.0714285714,15.99,67.01,256007199
quantum_chemistry_fullscale,400,1.2250000000,1.0000000000,-0.0714285714,15.99,67.01,338269859
quantum_chemistry_fullscale,500,1.2250000000,1.0000000000,-0.1428571429,15.99,67.01,420612349
