problem,proxy_energy,advanced_energy,delta_energy,delta_energy_pct,proxy_pairing,advanced_pairing,delta_pairing,delta_pairing_pct,proxy_elapsed_ns,advanced_elapsed_ns
bosonic_multimode_systems,-0.0704623933,-0.0704642095,-1.8162000000043754e-06,-0.0025775451484762093,0.9328756754,0.9328802016,4.526199999910219e-06,0.0004851879108081006,1821634989,1746357881
correlated_fermions_non_hubbard,-0.1865197653,-0.1865079806,1.1784699999989323e-05,0.006318204390314727,0.9512020563,0.9512048623,2.8060000000218466e-06,0.0002949951570685904,2060959080,1916841506
dense_nuclear_proxy,-0.0450455093,-0.0450423537,3.155599999998815e-06,0.007005359799536809,0.9487876807,0.9487775861,-1.0094600000010168e-05,-0.0010639472039268615,1711924567,1654722120
far_from_equilibrium_kinetic_lattices,-0.1732296288,-0.1732408343,-1.120549999999998e-05,-0.006468581661014319,0.926367839,0.9263699645,2.1255000000053315e-06,0.00022944449391720857,2359997052,1911187419
hubbard_hts_core,-0.1426766201,-0.1426978515,-2.123139999998802e-05,-0.014880784241389538,0.9450857726,0.9450982742,1.250159999999223e-05,0.0013228005713808828,2295922922,2234614927
multi_correlated_fermion_boson_networks,-0.2020197974,-0.2020259502,-6.152799999992187e-06,-0.0030456421000213253,0.9473631638,0.9473697227,6.558900000008805e-06,0.0006923321753085884,2082348226,1920753579
multi_state_excited_chemistry,-0.2928310265,-0.2928351495,-4.123000000022525e-06,-0.001407979219040345,0.9702158266,0.9702019852,-1.3841400000047521e-05,-0.0014266310258566875,1876715329,1835702808
multiscale_nonlinear_field_models,-0.2341058895,-0.2341092795,-3.3899999999920105e-06,-0.0014480626725078655,0.9303580992,0.9303610515,2.952300000025332e-06,0.0003173294242898479,1968423168,1848636730
qcd_lattice_proxy,-0.0566295583,-0.0566371128,-7.554499999999631e-06,-0.013340206469524291,0.9183665332,0.9183643772,-2.1559999999754e-06,-0.00023476465245994224,1790734722,1741714917
quantum_chemistry_proxy,-0.2802647395,-0.2803193979,-5.4658399999962803e-05,-0.01950241764178929,0.9560798673,0.9560868416,6.974299999962241e-06,0.0007294683465783969,1905698298,1744592728
quantum_field_noneq,-0.2039696722,-0.203980388,-1.071580000000516e-05,-0.005253624170900226,0.8905587118,0.8905726415,1.3929700000026024e-05,0.001564152909342863,1675404162,1697886548
spin_liquid_exotic,-0.1357961036,-0.1358075146,-1.1411000000016713e-05,-0.00840303933434561,0.9733757713,0.9733711359,-4.635399999952661e-06,-0.0004762189625658973,2099913001,2081530103
topological_correlated_materials,-0.2061053716,-0.2061128662,-7.494599999990914e-06,-0.00363629532884572,0.9639678111,0.9639680167,2.05600000025008e-07,2.1328513012316706e-05,2039328932,1999175575
