event,timestamp_utc,timestamp_ns,pid,detail,value
INIT,2026-03-14T20:58:07Z,103942650260493,2954,activation,100PCT_INCONDITIONNELLE
INIT,2026-03-14T20:58:07Z,103942650260493,2954,modules_reels,ultra_forensic_logger_v3+memory_tracker
INIT,2026-03-14T20:58:07Z,103942650260493,2954,version,3.0_cycle17_NL03_NV01_NV02_AC01_NANO_ANOMALY
HW_SAMPLE,2026-03-14T20:58:07Z,103942650260493,2954,init:cpu_delta_pct,0.0000
HW_SAMPLE,2026-03-14T20:58:07Z,103942650260493,2954,init:mem_used_pct,63.6217
HW_SAMPLE,2026-03-14T20:58:07Z,103942650260493,2954,init:mem_total_kb,65849832
HW_SAMPLE,2026-03-14T20:58:07Z,103942650260493,2954,init:mem_avail_kb,23955052
HW_SAMPLE,2026-03-14T20:58:07Z,103942650260493,2954,init:vm_rss_kb,2324
HW_SAMPLE,2026-03-14T20:58:07Z,103942650260493,2954,init:vm_peak_kb,8848
MODULE_START,2026-03-14T20:58:07Z,103942654372804,2954,hubbard_hts_fullscale,main_campaign
MODULE_START,2026-03-14T20:58:07Z,103942657334373,2954,simulate_fs,hubbard_hts_core
METRIC,2026-03-14T20:58:07Z,103942657659764,2954,simulate_fs:sites,100.0000000000
METRIC,2026-03-14T20:58:07Z,103942658227984,2954,simulate_fs:steps,2800.0000000000
METRIC,2026-03-14T20:58:07Z,103942658766904,2954,simulate_fs:temp_K,95.0000000000
METRIC,2026-03-14T20:58:07Z,103942659356984,2954,simulate_fs:U_eV,8.0000000000
METRIC,2026-03-14T20:58:07Z,103942659934494,2954,simulate_fs:local_pair_site0_step0,0.5835096733
METRIC,2026-03-14T20:58:07Z,103942660564424,2954,simulate_fs:d_site0_step0,-0.1531025933
METRIC,2026-03-14T20:58:07Z,103942661189653,2954,simulate_fs:step_pairing_norm_step0,0.7158923070
METRIC,2026-03-14T20:58:07Z,103942661843593,2954,simulate_fs:step_energy_norm_step0,1.9745923269
MODULE_END,2026-03-14T20:58:10Z,103945037408719,2954,simulate_fs:hubbard_hts_core,2380074346
METRIC,2026-03-14T20:58:10Z,103945037800479,2954,simulate_fs:pairing_final,0.6711904864
