problem,step,energy_norm,pairing_norm,sign_ratio,cpu_percent,mem_percent,elapsed_ns
hubbard_hts_core,700,0.0198448215,0.6814645148,-0.0600000000,0.00,0.00,452902659
hubbard_hts_core,1400,0.0198457385,0.6848955228,-0.0600000000,0.00,0.00,1107169968
hubbard_hts_core,2100,0.0198471693,0.6709568146,-0.0200000000,0.00,0.00,1668517356
hubbard_hts_core,2800,0.0198472133,0.6711904864,-0.0400000000,0.00,0.00,2247778624
qcd_lattice_fullscale,700,0.0274233198,0.5259685411,-0.2839506173,0.00,0.00,564060239
qcd_lattice_fullscale,1400,0.0274236708,0.5239388412,-0.2345679012,0.00,0.00,1131247308
qcd_lattice_fullscale,2100,0.0274237041,0.5257175783,-0.2098765432,0.00,0.00,1693818566
qcd_lattice_fullscale,2200,0.0274237045,0.5247243224,-0.2098765432,0.00,0.00,1617831366
quantum_field_noneq,700,0.0271437134,0.4275341009,0.2187500000,0.00,0.00,472857339
quantum_field_noneq,1400,0.0271531747,0.4179076364,0.4062500000,0.00,0.00,889355708
quantum_field_noneq,2100,0.0271556379,0.3935445535,0.4375000000,0.00,0.00,1705428916
quantum_field_noneq,2100,0.0271556379,0.3935445535,0.4375000000,0.00,0.00,1296281387
dense_nuclear_fullscale,700,0.0376263911,0.6838351639,-0.0555555556,0.00,0.00,533156029
dense_nuclear_fullscale,1400,0.0376342712,0.6752820410,-0.1111111111,0.00,0.00,930350068
dense_nuclear_fullscale,2100,0.0376343637,0.6743245409,-0.1666666667,0.00,0.00,1610996496
dense_nuclear_fullscale,2100,0.0376343637,0.6743245409,-0.1666666667,0.00,0.00,1681027276
quantum_chemistry_fullscale,700,0.0289407488,0.7273012119,0.1428571429,0.00,0.00,565075009
quantum_chemistry_fullscale,1400,0.0289407676,0.7267276887,0.1428571429,0.00,0.00,1127948927
quantum_chemistry_fullscale,2100,0.0289407076,0.7265358298,0.1428571429,0.00,0.00,1612108526
quantum_chemistry_fullscale,2200,0.0289407122,0.7281906189,0.2142857143,0.00,0.00,1501921666
spin_liquid_exotic,700,0.0216941228,0.8123739764,-0.0166666667,0.00,0.00,541577849
spin_liquid_exotic,1400,0.0216947729,0.8109732189,0.0000000000,0.00,0.00,1138881317
spin_liquid_exotic,2100,0.0216951820,0.8096048186,0.0666666667,0.00,0.00,1699838115
spin_liquid_exotic,2600,0.0216953341,0.8084310399,0.0666666667,0.00,0.00,2116757555
topological_correlated_materials,700,0.0160229621,0.7745408648,0.1404958678,0.00,0.00,545353998
topological_correlated_materials,1400,0.0160240139,0.7715214670,0.2066115702,0.00,0.00,1140601186
topological_correlated_materials,2100,0.0160241767,0.7722326532,0.2231404959,0.00,0.00,1687477905
topological_correlated_materials,2500,0.0160244384,0.7725403046,0.2066115702,0.00,0.00,1968682855
correlated_fermions_non_hubbard,700,0.0237059022,0.6875019697,0.0444444444,0.00,0.00,538616409
correlated_fermions_non_hubbard,1400,0.0237063105,0.6883504811,0.0444444444,0.00,0.00,918897157
correlated_fermions_non_hubbard,2100,0.0237062970,0.6886840110,0.0666666667,0.00,0.00,1344239617
correlated_fermions_non_hubbard,2400,0.0237062928,0.6882656396,0.0666666667,0.00,0.00,1746455745
multi_state_excited_chemistry,700,0.0209166651,0.8087672043,0.4567901235,0.00,0.00,567795888
multi_state_excited_chemistry,1400,0.0209192498,0.8045357941,0.4814814815,0.00,0.00,1131024808
multi_state_excited_chemistry,2100,0.0209194750,0.8047423154,0.4814814815,0.00,0.00,1696859716
multi_state_excited_chemistry,2300,0.0209196395,0.8053383129,0.5061728395,0.00,0.00,1857255865
bosonic_multimode_systems,700,0.0160813338,0.6075866696,0.3250000000,0.00,0.00,564882958
bosonic_multimode_systems,1400,0.0160828747,0.6068957485,0.4500000000,0.00,0.00,1131383367
bosonic_multimode_systems,2100,0.0160842292,0.5996853660,0.5500000000,0.00,0.00,1702249876
bosonic_multimode_systems,2200,0.0160844427,0.5940524035,0.5750000000,0.00,0.00,1780121685
multiscale_nonlinear_field_models,700,0.0237977322,0.6013301673,0.0833333333,0.00,0.00,439401528
multiscale_nonlinear_field_models,1400,0.0237985603,0.6020236730,0.1041666667,0.00,0.00,934160828
multiscale_nonlinear_field_models,2100,0.0237985725,0.6016636305,0.1041666667,0.00,0.00,1702146935
multiscale_nonlinear_field_models,2300,0.0237985797,0.6019195547,0.0833333333,0.00,0.00,1837645685
far_from_equilibrium_kine
