problem,step,energy,pairing,sign_ratio,cpu_percent,mem_percent,elapsed_ns,norm_deviation,ema_abs_energy
hubbard_hts_core,0,1.9745923269,0.8661235790,-1.0000000000,13.62,49.20,100130,2.2204460493e-16,0.0000000000
hubbard_hts_core,100,1.9828257763,0.8624306734,-1.0000000000,13.62,49.20,1112659,0.0000000000e+00,0.0000000000
hubbard_hts_core,200,1.9839568331,0.8543044008,-1.0000000000,13.62,49.20,2114038,0.0000000000e+00,0.0000000000
hubbard_hts_core,300,1.9842289668,0.8517210390,-1.0000000000,13.62,49.20,3106717,3.3306690739e-16,0.0000000000
hubbard_hts_core,400,1.9843555259,0.8505575247,-1.0000000000,13.62,49.20,4093387,1.1102230246e-16,0.0000000000
hubbard_hts_core,500,1.9844209465,0.8506544757,-1.0000000000,13.62,49.20,5093606,1.1102230246e-16,0.0000000000
hubbard_hts_core,600,1.9844616534,0.8510727948,-1.0000000000,13.62,49.20,6077285,0.0000000000e+00,0.0000000000
hubbard_hts_core,700,1.9844822995,0.8511807807,-1.0000000000,13.62,49.20,7095754,2.2204460493e-16,0.0000000000
hubbard_hts_core,800,1.9844941348,0.8513954127,-1.0000000000,13.62,49.20,8087193,3.3306690739e-16,0.0000000000
hubbard_hts_core,900,1.9845029226,0.8515637809,-1.0000000000,13.62,49.20,9075612,3.3306690739e-16,0.0000000000
hubbard_hts_core,1000,1.9845113799,0.8512929867,-1.0000000000,13.62,49.20,10074082,2.2204460493e-16,0.0000000000
hubbard_hts_core,1100,1.9845211156,0.8515415700,-1.0000000000,13.62,49.20,11058241,1.1102230246e-16,0.0000000000
hubbard_hts_core,1200,1.9845335947,0.8523852287,-1.0000000000,13.62,49.20,12047590,1.1102230246e-16,0.0000000000
hubbard_hts_core,1300,1.9845505576,0.8524816300,-1.0000000000,13.62,49.20,13032609,2.2204460493e-16,0.0000000000
hubbard_hts_core,1400,1.9845741259,0.8526264814,-1.0000000000,13.62,49.20,14026068,0.0000000000e+00,0.0000000000
hubbard_hts_core,1500,1.9846052428,0.8515663666,-1.0000000000,13.62,49.20,15012018,2.2204460493e-16,0.0000000000
hubbard_hts_core,1600,1.9846390392,0.8500524913,-1.0000000000,13.62,49.20,16007527,2.2204460493e-16,0.0000000000
hubbard_hts_core,1700,1.9846689129,0.8489634470,-1.0000000000,13.62,49.20,16994916,3.3306690739e-16,0.0000000000
hubbard_hts_core,1800,1.9846924498,0.8475748972,-1.0000000000,13.62,49.20,18022105,2.2204460493e-16,0.0000000000
hubbard_hts_core,1900,1.9847062978,0.8468738256,-1.0000000000,13.62,49.20,19067615,0.0000000000e+00,0.0000000000
hubbard_hts_core,2000,1.9847132986,0.8465968370,-1.0000000000,13.62,49.20,20063804,0.0000000000e+00,0.0000000000
