problem,step,energy_norm,pairing_norm,sign_ratio,cpu_percent,mem_percent,elapsed_ns
hubbard_hts_core,700,0.0000283497,0.8511798216,-1.0000000000,0.00,0.00,6682895
hubbard_hts_core,1400,0.0000141755,0.8526344341,-1.0000000000,0.00,0.00,13139730
hubbard_hts_core,2100,0.0000094510,0.8466514792,-1.0000000000,0.00,0.00,19818245
hubbard_hts_core,2800,0.0000070883,0.8467519116,-1.0000000000,0.00,0.00,26501798
qcd_lattice_fullscale,700,0.0000391762,0.7625891545,-1.0000000000,0.00,0.00,5346416
qcd_lattice_fullscale,1400,0.0000195883,0.7617488695,-1.0000000000,0.00,0.00,10773521
qcd_lattice_fullscale,2100,0.0000130589,0.7624996006,-1.0000000000,0.00,0.00,16199647
qcd_lattice_fullscale,2200,0.0000124653,0.7620847378,-1.0000000000,0.00,0.00,16788627
quantum_field_noneq,700,0.0000387767,0.6917989687,-1.0000000000,0.00,0.00,4324016
quantum_field_noneq,1400,0.0000193951,0.6866775094,-1.0000000000,0.00,0.00,8679602
quantum_field_noneq,2100,0.0000129313,0.6753403390,-1.0000000000,0.00,0.00,12816130
quantum_field_noneq,2100,0.0000129313,0.6753403390,-1.0000000000,0.00,0.00,12907000
dense_nuclear_fullscale,700,0.0000537520,0.8523896339,-1.0000000000,0.00,0.00,4806646
dense_nuclear_fullscale,1400,0.0000268816,0.8487277013,-1.0000000000,0.00,0.00,9540183
dense_nuclear_fullscale,2100,0.0000179211,0.8483296752,-1.0000000000,0.00,0.00,14294629
dense_nuclear_fullscale,2100,0.0000179211,0.8483296752,-1.0000000000,0.00,0.00,14472058
quantum_chemistry_fullscale,700,0.0000413439,0.8756360754,-1.0000000000,0.00,0.00,3800407
quantum_chemistry_fullscale,1400,0.0000206720,0.8753978078,-1.0000000000,0.00,0.00,7613434
quantum_chemistry_fullscale,2100,0.0000137813,0.8753172657,-1.0000000000,0.00,0.00,11530971
quantum_chemistry_fullscale,2200,0.0000131549,0.8760053937,-1.0000000000,0.00,0.00,12057770
spin_liquid_exotic,700,0.0000309916,0.9171581559,-1.0000000000,0.00,0.00,7848764
spin_liquid_exotic,1400,0.0000154963,0.9165718174,-1.0000000000,0.00,0.00,15943027
spin_liquid_exotic,2100,0.0000103310,0.9160006172,-1.0000000000,0.00,0.00,23792551
spin_liquid_exotic,2600,0.0000083444,0.9155089857,-1.0000000000,0.00,0.00,29416127
topological_correlated_materials,700,0.0000228899,0.8986319821,-1.0000000000,0.00,0.00,7937723
topological_correlated_materials,1400,0.0000114457,0.8973518295,-1.0000000000,0.00,0.00,16067247
topological_correlated_materials,2100,0.0000076306,0.8976533071,-1.0000000000,0.00,0.00,23948091
topological_correlated_materials,2500,0.0000064098,0.8977839528,-1.0000000000,0.00,0.00,28517407
correlated_fermions_non_hubbard,700,0.0000338656,0.8553869393,-1.0000000000,0.00,0.00,5970086
correlated_fermions_non_hubbard,1400,0.0000169331,0.8557409168,-1.0000000000,0.00,0.00,11888181
correlated_fermions_non_hubbard,2100,0.0000112887,0.8558788465,-1.0000000000,0.00,0.00,17853385
correlated_fermions_non_hubbard,2400,0.0000098776,0.8557046267,-1.0000000000,0.00,0.00,20545354
multi_state_excited_chemistry,700,0.0000298810,0.9155058996,-1.0000000000,0.00,0.00,5452106
multi_state_excited_chemistry,1400,0.0000149423,0.9137277212,-1.0000000000,0.00,0.00,10928041
multi_state_excited_chemistry,2100,0.0000099617,0.9138157198,-1.0000000000,0.00,0.00,16311977
multi_state_excited_chemistry,2300,0.0000090955,0.9140647835,-1.0000000000,0.00,0.00,18032026
bosonic_multimode_systems,700,0.0000229733,0.8106131477,-1.0000000000,0.00,0.00,5315926
bosonic_multimode_systems,1400,0.0000114878,0.8102789247,-1.0000000000,0.00,0.00,10766212
bosonic_multimode_systems,2100,0.0000076592,0.8070942167,-1.0000000000,0.00,0.00,16058017
bosonic_multimode_systems,2200,0.0000073111,0.8046587036,-1.0000000000,0.00,0.00,16652926
multiscale_nonlinear_field_models,700,0.0000339968,0.8064205838,-1.0000000000,0.00,0.00,6355945
multiscale_nonlinear_field_models,1400,0.0000169990,0.8067416661,-1.0000000000,0.00,0.00,12679600
multiscale_nonlinear_field_models,2100,0.0000113327,0.8065925293,-1.0000000000,0.00,0.00,19254555
multiscale_nonlinear_field_models,2300,0.0000103472,0.8066995601,-1.0000000000,0.00,0.00,20919153
far_from_equilibrium_kinetic_lattices,700,0.0000286318,0.7767710634,-1.0000000000,0.00,0.00,6557805
far_from_equilibrium_kinetic_lattices,1400,0.0000143169,0.7765144152,-1.0000000000,0.00,0.00,13084209
far_from_equilibrium_kinetic_lattices,2100,0.0000095451,0.7730311699,-1.0000000000,0.00,0.00,19799394
far_from_equilibrium_kinetic_lattices,2400,0.0000083522,0.7684271177,-1.0000000000,0.00,0.00,22357262
multi_correlated_fermion_boson_networks,700,0.0000262458,0.8444253197,-1.0000000000,0.00,0.00,6552155
multi_correlated_fermion_boson_networks,1400,0.0000131239,0.8435197406,-1.0000000000,0.00,0.00,13218369
multi_correlated_fermion_boson_networks,2100,0.0000087497,0.8432725225,-1.0000000000,0.00,0.00,19860535
multi_correlated_fermion_boson_networks,2350,0.0000078191,0.8414209971,-1.0000000000,0.00,0.00,22162463
