event,timestamp_utc,timestamp_ns,pid,detail,value
INIT,2026-03-14T20:59:29Z,104024185930780,3124,activation,100PCT_INCONDITIONNELLE
INIT,2026-03-14T20:59:29Z,104024185930780,3124,modules_reels,ultra_forensic_logger_v3+memory_tracker
INIT,2026-03-14T20:59:29Z,104024185930780,3124,version,3.0_cycle17_NL03_NV01_NV02_AC01_NANO_ANOMALY
HW_SAMPLE,2026-03-14T20:59:29Z,104024185930780,3124,init:cpu_delta_pct,0.0000
HW_SAMPLE,2026-03-14T20:59:29Z,104024185930780,3124,init:mem_used_pct,66.3743
HW_SAMPLE,2026-03-14T20:59:29Z,104024185930780,3124,init:mem_total_kb,65849832
HW_SAMPLE,2026-03-14T20:59:29Z,104024185930780,3124,init:mem_avail_kb,22142468
HW_SAMPLE,2026-03-14T20:59:29Z,104024185930780,3124,init:vm_rss_kb,2328
HW_SAMPLE,2026-03-14T20:59:29Z,104024185930780,3124,init:vm_peak_kb,8864
MODULE_START,2026-03-14T20:59:29Z,104024190031820,3124,hubbard_hts_advanced_parallel,main_campaign
MODULE_START,2026-03-14T20:59:29Z,104024194111340,3124,simulate_adv,hubbard_hts_core
METRIC,2026-03-14T20:59:29Z,104024194624080,3124,simulate_adv:sites,100.0000000000
METRIC,2026-03-14T20:59:29Z,104024195463510,3124,simulate_adv:steps,2800.0000000000
METRIC,2026-03-14T20:59:29Z,104024196236560,3124,simulate_adv:temp_K,95.0000000000
METRIC,2026-03-14T20:59:29Z,104024196906690,3124,simulate_adv:U_eV,8.0000000000
METRIC,2026-03-14T20:59:29Z,104024197514750,3124,simulate_adv:local_pair_site0_step0,0.5835096733
METRIC,2026-03-14T20:59:29Z,104024198199060,3124,simulate_adv:d_site0_step0,-0.1531025933
METRIC,2026-03-14T20:59:29Z,104024198793880,3124,simulate_adv:step_pairing_norm_step0,0.7158923070
METRIC,2026-03-14T20:59:29Z,104024199434620,3124,simulate_adv:step_energy_norm_step0,1.9745923269
MODULE_END,2026-03-14T20:59:29Z,104024240598698,3124,simulate_adv:hubbard_hts_core,46487358
METRIC,2026-03-14T20:59:29Z,104024241039328,3124,simulate_adv:pairing_final,0.6711904864
METRIC,2026-03-14T20:59:29Z,104024241773908,3124,simulate_adv:energy_final_eV,1.9847213329
METRIC,2026-03-14T20:59:29Z,104024242467778,3124,simulate_adv:sign_ratio_final,-0.0400000000
METRIC,2026-03-14T20:59:29Z,104024243199028,3124,simulate_adv:elapsed_ns,46890228.0000000000
METRIC,2026-03-14T20:59:29Z,104024243913778,3124,simulate_adv:autocorr_tau_lower_steps,9.4912215810
METRIC,2026-03-14T20:59:29Z,104024244673688,3124,simulate_adv:autocorr_tau_upper_steps,32.8307951053
METRIC,2026-03-14T20:59:29Z,104024245430978,3124,simulate_adv:errorbar_correction_factor_lower,4.4701726099
METRIC,2026-03-14T20:59:29Z,104024246144518,3124,simulate_adv:errorbar_correction_factor_upper,8.1646549352
METRIC,2026-03-14T20:59:29Z,104024246844178,3124,simulate_adv:von_neumann_SR_real,1.0000276913
METRIC,2026-03-14T20:59:29Z,104024247563908,3124,simulate_adv:lambda_max_eV,12.2000000000
HW_SAMPLE,2026-03-14T20:59:29Z,104024248345298,3124,simulate_adv:cpu_delta_pct,28.2609
HW_SAMPLE,2026-03-14T20:59:29Z,104024248345298,3124,simulate_adv:mem_used_pct,66.3739
HW_SAMPLE,2026-03-14T20:59:29Z,104024248345298,3124,simulate_adv:vm_rss_kb,7288
HW_SAMPLE,2026-03-14T20:59:29Z,104024248345298,3124,simulate_adv:vm_peak_kb,8864
MODULE_START,2026-03-14T20:59:29Z,104024250115018,3124,simulate_adv,qcd_lattice_fullscale
METRIC,2026-03-14T20:59:29Z,104024250518518,3124,simulate_adv:sites,81.0000000000
