problem,step,energy_norm,pairing_norm,sign_ratio,cpu_percent,mem_percent,elapsed_ns
hubbard_hts_core,700,-0.0024288453,0.9852377918,0.0022571429,0.00,0.00,406958736
hubbard_hts_core,1400,-0.0024271786,0.9848162260,-0.0025285714,0.00,0.00,769099531
hubbard_hts_core,2100,-0.0024222231,0.9842770062,-0.0016095238,0.00,0.00,1287864976
hubbard_hts_core,2800,-0.0024250647,0.9840407140,-0.0013071429,0.00,0.00,1895459520
qcd_lattice_proxy,700,-0.0020535826,0.9768310037,-0.0033156966,0.00,0.00,465800084
qcd_lattice_proxy,1400,-0.0020522693,0.9764636811,0.0005467372,0.00,0.00,860264781
qcd_lattice_proxy,2100,-0.0020515650,0.9761907241,0.0015990594,0.00,0.00,1119555638
qcd_lattice_proxy,2200,-0.0020533901,0.9761802981,0.0019865320,0.00,0.00,1238752246
quantum_field_noneq,700,-0.0049726871,0.9703675643,-0.0058035714,0.00,0.00,385602716
quantum_field_noneq,1400,-0.0049665791,0.9695515853,-0.0025892857,0.00,0.00,771305642
quantum_field_noneq,2100,-0.0049668157,0.9690038909,0.0011309524,0.00,0.00,1103097498
quantum_field_noneq,2100,-0.0049668157,0.9690038909,0.0011309524,0.00,0.00,1084469458
dense_nuclear_proxy,700,-0.0026394663,0.9864830121,0.0014682540,0.00,0.00,367324156
dense_nuclear_proxy,1400,-0.0026251856,0.9861986810,0.0012698413,0.00,0.00,774370172
dense_nuclear_proxy,2100,-0.0026250984,0.9863472902,-0.0002380952,0.00,0.00,1197509987
dense_nuclear_proxy,2100,-0.0026250984,0.9863472902,-0.0002380952,0.00,0.00,1248247436
quantum_chemistry_proxy,700,-0.0070002387,0.9895633282,0.0014285714,0.00,0.00,425106096
quantum_chemistry_proxy,1400,-0.0070035291,0.9896324052,-0.0002806122,0.00,0.00,815880411
quantum_chemistry_proxy,2100,-0.0070223925,0.9894316453,0.0019557823,0.00,0.00,1311294826
quantum_chemistry_proxy,2200,-0.0070243050,0.9894396321,0.0016883117,0.00,0.00,1233594446
spin_liquid_exotic,700,-0.0018026777,0.9910388981,0.0033333333,0.00,0.00,417163836
spin_liquid_exotic,1400,-0.0018000757,0.9909180620,0.0020000000,0.00,0.00,851529901
spin_liquid_exotic,2100,-0.0017967340,0.9907605788,0.0016031746,0.00,0.00,1247825336
spin_liquid_exotic,2600,-0.0017977155,0.9907768435,0.0008397436,0.00,0.00,1566325803
topological_correlated_materials,700,-0.0022021052,0.9879174891,-0.0027626919,0.00,0.00,369224646
topological_correlated_materials,1400,-0.0022029746,0.9878450263,-0.0009799292,0.00,0.00,749336622
topological_correlated_materials,2100,-0.0022041848,0.9878453440,-0.0023848878,0.00,0.00,1243532067
topological_correlated_materials,2500,-0.0022027126,0.9878508088,-0.0022082645,0.00,0.00,1386445845
correlated_fermions_non_hubbard,700,-0.0032393687,0.9855201113,0.0003809524,0.00,0.00,364991206
correlated_fermions_non_hubbard,1400,-0.0032347571,0.9854565227,-0.0016984127,0.00,0.00,708558002
correlated_fermions_non_hubbard,2100,-0.0032321308,0.9855761447,-0.0020423280,0.00,0.00,1123900558
correlated_fermions_non_hubbard,2400,-0.0032342193,0.9855848889,-0.0019166667,0.00,0.00,1263983707
multi_state_excited_chemistry,700,-0.0045417245,0.9918292907,0.0007407407,0.00,0.00,369115806
multi_state_excited_chemistry,1400,-0.0045497685,0.9916986695,0.0009876543,0.00,0.00,769751791
multi_state_excited_chemistry,2100,-0.0045432705,0.9916189481,0.0017636684,0.00,0.00,1206580057
multi_state_excited_chemistry,2300,-0.0045420861,0.9915127804,0.0011164788,0.00,0.00,1229579407
bosonic_multimode_systems,700,-0.0018134738,0.9826638099,0.0045357143,0.00,0.00,375634046
bosonic_multimode_systems,1400,-0.0018138106,0.9822138715,0.0013571429,0.00,0.00,764593192
bosonic_multimode_systems,2100,-0.0018146200,0.9817206826,-0.0015000000,0.00,0.00,1401079935
bosonic_multimode_systems,2200,-0.0018152294,0.9816663078,-0.0015227273,0.00,0.00,1467166334
multiscale_nonlinear_field_models,700,-0.0035714061,0.9804818258,-0.0020833333,0.00,0.00,396119046
multiscale_nonlinear_field_models,1400,-0.0035654506,0.9797794930,-0.0037351190,0.00,0.00,731465322
multiscale_nonlinear_field_models,2100,-0.0035658842,0.9793382411,-0.0042857143,0.00,0.00,1101938358
multiscale_nonlinear_field_models,2300,-0.0035656271,0.9791294208,-0.0032065217,0.00,0.00,1267610367
far_from_equilibrium_kinetic_lattices,700,-0.0024529368,0.9750505344,0.0025108225,0.00,0.00,421147185
far_from_equilibrium_kinetic_lattices,1400,-0.0024524380,0.9749381231,0.0062337662,0.00,0.00,836639171
far_from_equilibrium_kinetic_lattices,2100,-0.0024550068,0.9748211755,0.0057046657,0.00,0.00,1289264586
far_from_equilibrium_kinetic_lattices,2400,-0.0024551230,0.9751158051,0.0048989899,0.00,0.00,1484803455
multi_correlated_fermion_boson_networks,700,-0.0025426472,0.9823850514,-0.0043714286,0.00,0.00,440976125
multi_correlated_fermion_boson_networks,1400,-0.0025444098,0.9825137687,-0.0030571429,0.00,0.00,979713689
multi_correlated_fermion_boson_networks,2100,-0.0025434758,0.9824908214,-0.0018666667,0.00,0.00,1399834875
multi_correlated_fermion_boson_networks,2350,-0.0025435302,0.9824689764,-0.0016595745,0.00,0.00,1287582577
