problem,step,energy,pairing,sign_ratio,cpu_percent,mem_percent,elapsed_ns
hubbard_hts_core,0,-0.2533036504,0.9970794765,-0.0400000000,16.26,70.79,769089
hubbard_hts_core,100,-0.2605098318,0.9842802673,-0.1000000000,16.26,70.79,55788165
hubbard_hts_core,200,-0.2471225313,0.9873200632,0.1200000000,16.26,70.79,108126500
hubbard_hts_core,300,-0.2670466690,0.9856325981,-0.1000000000,16.26,70.79,161183595
hubbard_hts_core,400,-0.2415214565,0.9847133888,0.0800000000,16.26,70.79,212832181
hubbard_hts_core,500,-0.2479261269,0.9866312261,0.0400000000,16.26,70.79,265345696
hubbard_hts_core,600,-0.2413369867,0.9837330072,-0.0600000000,16.26,70.79,318530161
hubbard_hts_core,700,-0.2424929618,0.9841202918,-0.0400000000,16.26,70.79,369501237
hubbard_hts_core,800,-0.2336073944,0.9846312785,0.0200000000,16.26,70.79,421405502
hubbard_hts_core,900,-0.2372721847,0.9837169949,-0.0600000000,16.26,70.79,476056467
hubbard_hts_core,1000,-0.2472513473,0.9851937980,0.1000000000,16.26,70.79,531119642
hubbard_hts_core,1100,-0.2402226697,0.9856852754,-0.1200000000,16.26,70.79,584488847
hubbard_hts_core,1200,-0.2473439241,0.9834663581,0.0400000000,16.26,70.79,637675333
hubbard_hts_core,1300,-0.2319827253,0.9859630705,-0.2000000000,16.26,70.79,688598218
hubbard_hts_core,1400,-0.2378593763,0.9841239134,-0.1800000000,16.26,70.79,742097053
hubbard_hts_core,1500,-0.2420223870,0.9826404813,-0.0800000000,16.26,70.79,792565049
hubbard_hts_core,1600,-0.2614958734,0.9833666073,-0.1600000000,16.26,70.79,843236664
hubbard_hts_core,1700,-0.2566990107,0.9835106149,0.0800000000,16.26,70.79,894587550
hubbard_hts_core,1800,-0.2430079243,0.9831722260,0.0400000000,16.26,70.79,948773365
hubbard_hts_core,1900,-0.2417529512,0.9832756453,0.0600000000,16.26,70.79,1000393040
hubbard_hts_core,2000,-0.2465239668,0.9844636168,0.0400000000,16.26,70.79,1052801966
hubbard_hts_core,2100,-0.2409462637,0.9820226777,0.0600000000,16.26,70.79,1103545201
hubbard_hts_core,2200,-0.2323272947,0.9828147597,0.1000000000,16.26,70.79,1157796656
hubbard_hts_core,2300,-0.2500766694,0.9824071890,0.1200000000,16.26,70.78,1217752291
hubbard_hts_core,2400,-0.2355735905,0.9848202375,-0.0200000000,16.26,70.79,1272126916
hubbard_hts_core,2500,-0.2216575262,0.9851626496,0.1200000000,16.26,70.79,1325256631
hubbard_hts_core,2600,-0.2381836265,0.9837092760,0.0400000000,16.26,70.79,1377911046
hubbard_hts_core,2700,-0.2274039308,0.9825997869,0.0600000000,16.26,70.79,1432021162
qcd_lattice_proxy,0,-0.1658098924,0.9959798438,-0.0123456790,16.26,70.79,625540
qcd_lattice_proxy,100,-0.1712184933,0.9765674814,0.0123456790,16.26,70.79,53715695
qcd_lattice_proxy,200,-0.1656656444,0.9760743741,-0.0370370370,16.26,70.79,105993761
qcd_lattice_proxy,300,-0.1552244421,0.9741363351,0.1111111111,16.26,70.79,160189436
qcd_lattice_proxy,400,-0.1815717497,0.9797417877,0.0370370370,16.26,70.79,212272611
qcd_lattice_proxy,500,-0.1799572694,0.9765156029,-0.2098765432,16.26,70.79,267207306
qcd_lattice_proxy,600,-0.1544258490,0.9767670892,-0.1358024691,16.26,70.79,319566211
qcd_lattice_proxy,700,-0.1562248949,0.9718657684,0.0123456790,16.26,70.79,373818337
qcd_lattice_proxy,800,-0.1583515412,0.9756888979,0.0370370370,16.26,70.79,425583662
qcd_lattice_proxy,900,-0.1608660069,0.9759947472,-0.1358024691,16.26,70.79,480224057
qcd_lattice_proxy,1000,-0.1755067673,0.9772375478,0.0617283951,16.26,70.79,534232152
qcd_lattice_proxy,1100,-0.1615484793,0.9790448517,0.0864197531,16.26,70.79,588207577
qcd_lattice_proxy,1200,-0.1564349376,0.9785378163,-0.0617283951,16.26,70.79,640987883
qcd_lattice_proxy,1300,-0.1774914797,0.9754293007,0.1358024691,16.26,70.80,695177488
qcd_lattice_proxy,1400,-0.1595159123,0.9726313914,0.1851851852,16.26,70.80,747988493
qcd_lattice_proxy,1500,-0.1533652560,0.9784621230,0.0617283951,16.26,70.80,800338419
qcd_lattice_proxy,1600,-0.1599704034,0.9735338260,-0.1851851852,16.26,70.80,855271134
qcd_lattice_proxy,1700,-0.1705691850,0.9760714895,0.0370370370,16.26,70.80,907631739
qcd_lattice_proxy,1800,-0.1690047810,0.9759863973,0.1358024691,16.26,70.80,961071924
qcd_lattice_proxy,1900,-0.1545867884,0.9722891272,-0.0617283951,16.26,70.80,1011837340
qcd_lattice_proxy,2000,-0.1744509259,0.9739021405,0.0370370370,16.26,70.80,1063358185
qcd_lattice_proxy,2100,-0.1692257723,0.9786457069,0.0617283951,16.26,70.80,1116865160
quantum_field_noneq,0,-0.2821615003,0.9952690693,-0.1250000000,16.26,70.80,602850
quantum_field_noneq,100,-0.2758172655,0.9705270428,0.0312500000,16.26,70.80,52585805
quantum_field_noneq,200,-0.3445890441,0.9717507822,-0.3125000000,16.26,70.80,104851250
quantum_field_noneq,300,-0.3494009652,0.9726591732,0.0312500000,16.26,70.80,154747906
quantum_field_noneq,400,-0.2786977452,0.9693222026,0.2812500000,16.26,70.80,206513551
quantum_field_noneq,500,-0.3391901625,0.9667568258,0.0312500000,16.26,70.80,258314367
quantum_field_noneq,600,-0.3201687842,0.9732555517,-0.0937500000,16.26,70.80,309729842
quantum_field_noneq,700,-0.2888237395,0.9704855546,0.0625000000,16.26,70.80,362214007
quantum_field_noneq,800,-0.3029149760,0.9648286827,0.1250000000,16.26,70.80,417210923
quantum_field_noneq,900,-0.2893103552,0.9728473208,-0.1250000000,16.26,70.80,469636388
quantum_field_noneq,1000,-0.3291084413,0.9698330042,-0.0625000000,16.26,70.80,520217533
quantum_field_noneq,1100,-0.3211615700,0.9669464293,0.1562500000,16.26,70.80,573828649
quantum_field_noneq,1200,-0.2963314671,0.9729246800,0.0000000000,16.26,70.80,626701254
quantum_field_noneq,1300,-0.3258681667,0.9706335692,0.0312500000,16.26,70.80,677898419
quantum_field_noneq,1400,-0.3147967859,0.9691856489,0.0000000000,16.26,70.80,728228795
quantum_field_noneq,1500,-0.3164166960,0.9741792322,0.0312500000,16.26,70.80,780833580
quantum_field_noneq,1600,-0.2780862639,0.9670882471,-0.1250000000,16.26,70.80,831079955
quantum_field_noneq,1700,-0.2937940541,0.9641761384,-0.0937500000,16.26,70.80,884531141
quantum_field_noneq,1800,-0.3178342201,0.9691387269,0.0000000000,16.26,70.80,936006656
quantum_field_noneq,1900,-0.3422986170,0.9707401398,0.0625000000,16.26,70.80,988217931
quantum_field_noneq,2000,-0.3212294395,0.9680319199,0.0312500000,16.26,70.80,1039426647
dense_nuclear_proxy,0,-0.2051317614,0.9975107803,0.1111111111,16.26,70.80,580739
dense_nuclear_proxy,100,-0.2329344276,0.9848488535,0.1111111111,16.26,70.80,50754305
dense_nuclear_proxy,200,-0.1721046385,0.9873259786,0.0555555556,16.26,70.80,101813300
dense_nuclear_proxy,300,-0.1888523337,0.9858772695,0.0277777778,16.26,70.80,152592886
dense_nuclear_proxy,400,-0.1903012226,0.9865382075,-0.0277777778,16.26,70.80,204127901
dense_nuclear_proxy,500,-0.1889226781,0.9878742093,-0.1944444444,16.26,70.80,254742367
dense_nuclear_proxy,600,-0.1741505837,0.9869056548,0.0277777778,16.26,70.80,308983822
dense_nuclear_proxy,700,-0.1968983829,0.9873436377,0.0277777778,16.26,70.80,360070387
dense_nuclear_proxy,800,-0.1834715617,0.9869221380,0.0000000000,16.26,70.80,410768783
dense_nuclear_proxy,900,-0.1827044990,0.9846837616,0.1111111111,16.26,70.80,461330388
dense_nuclear_proxy,1000,-0.1790108681,0.9846813283,-0.1388888889,16.26,70.80,515363653
dense_nuclear_proxy,1100,-0.1777208989,0.9863015576,0.0000000000,16.26,70.80,566241609
dense_nuclear_proxy,1200,-0.2081885486,0.9887624005,0.2222222222,16.26,70.80,618367124
dense_nuclear_proxy,1300,-0.1945325041,0.9857299497,-0.1666666667,16.26,70.80,669479310
dense_nuclear_proxy,1400,-0.1942048097,0.9871967510,-0.2500000000,16.26,70.80,721141395
dense_nuclear_proxy,1500,-0.1924526711,0.9880014477,0.1388888889,16.26,70.80,772006191
dense_nuclear_proxy,1600,-0.1892501498,0.9857119296,-0.0555555556,16.26,70.80,823645656
dense_nuclear_proxy,1700,-0.2001118136,0.9867222417,0.0277777778,16.26,70.80,874161421
dense_nuclear_proxy,1800,-0.1779434144,0.9855867745,-0.1111111111,16.26,70.80,925814257
dense_nuclear_proxy,1900,-0.1857790274,0.9879612173,-0.1944444444,16.26,70.80,976758352
dense_nuclear_proxy,2000,-0.1993679659,0.9873659155,0.2222222222,16.26,70.80,1027370008
quantum_chemistry_proxy,0,-0.4496716511,0.9979526360,-0.1428571429,16.26,70.80,790850
quantum_chemistry_proxy,100,-0.4043933686,0.9903371411,-0.2142857143,16.26,70.80,53343845
quantum_chemistry_proxy,200,-0.3962430825,0.9886525298,-0.0357142857,16.26,70.80,103591951
quantum_chemistry_proxy,300,-0.4080559561,0.9886639646,0.0000000000,16.26,70.80,154118006
quantum_chemistry_proxy,400,-0.3993559775,0.9900144293,0.1785714286,16.26,70.80,205075362
quantum_chemistry_proxy,500,-0.3866623916,0.9883193899,0.2142857143,16.26,70.80,256778447
quantum_chemistry_proxy,600,-0.4034030372,0.9899102383,0.0000000000,16.26,70.80,307362883
quantum_chemistry_proxy,700,-0.4203883795,0.9900088662,0.0000000000,16.26,70.80,358157048
quantum_chemistry_proxy,800,-0.3812029229,0.9899331551,0.0000000000,16.26,70.80,408840654
quantum_chemistry_proxy,900,-0.4054249622,0.9917104908,0.0714285714,16.26,70.79,468275588
quantum_chemistry_proxy,1000,-0.3593298605,0.9899451030,0.0714285714,16.26,70.79,521698884
quantum_chemistry_proxy,1100,-0.4034695367,0.9902840465,-0.3214285714,16.26,70.79,573589959
quantum_chemistry_proxy,1200,-0.3723239942,0.9893281771,-0.1071428571,16.26,70.79,625466604
quantum_chemistry_proxy,1300,-0.4092998331,0.9883914066,-0.0714285714,16.26,70.79,677046330
quantum_chemistry_proxy,1400,-0.4184938320,0.9883524784,0.1071428571,16.26,70.79,727354055
quantum_chemistry_proxy,1500,-0.4048150207,0.9898872917,0.0000000000,16.26,70.79,779645991
quantum_chemistry_proxy,1600,-0.3647445417,0.9879578431,-0.1785714286,16.26,70.79,833538516
quantum_chemistry_proxy,1700,-0.3767956613,0.9885893504,-0.0714285714,16.26,70.79,886673931
quantum_chemistry_proxy,1800,-0.4124270308,0.9894969892,-0.1428571429,16.26,70.79,937544897
quantum_chemistry_proxy,1900,-0.4022555125,0.9886805090,0.2142857143,16.26,70.79,987600432
quantum_chemistry_proxy,2000,-0.3367251378,0.9869928924,0.1428571429,16.26,70.79,1038936687
quantum_chemistry_proxy,2100,-0.4188618139,0.9904861097,-0.0357142857,16.26,70.79,1089191233
spin_liquid_exotic,0,-0.2379418314,0.9982339533,-0.0333333333,16.26,70.79,581710
spin_liquid_exotic,100,-0.2133236720,0.9919582606,0.1166666667,16.26,70.79,52238346
spin_liquid_exotic,200,-0.2213659834,0.9909597787,-0.0333333333,16.26,70.79,105019671
spin_liquid_exotic,300,-0.2082245286,0.9902417880,0.1000000000,16.26,70.79,157692526
spin_liquid_exotic,400,-0.2019286009,0.9910803521,0.0000000000,16.26,70.79,208952982
spin_liquid_exotic,500,-0.1991383721,0.9914584535,-0.1166666667,16.26,70.79,260873467
spin_liquid_exotic,600,-0.1974817771,0.9906365443,0.0000000000,16.26,70.79,312283272
spin_liquid_exotic,700,-0.2158591698,0.9905153088,-0.1000000000,16.26,70.79,363273818
spin_liquid_exotic,800,-0.2192911974,0.9899395347,0.0166666667,16.26,70.79,417054103
spin_liquid_exotic,900,-0.2101953661,0.9915519486,-0.1833333333,16.26,70.79,468944468
spin_liquid_exotic,1000,-0.2255158529,0.9918877967,-0.1000000000,16.26,70.79,525157413
spin_liquid_exotic,1100,-0.2164602178,0.9911491635,-0.2333333333,16.26,70.79,577936559
