timestamp_ns,phase,fragment,neurons_active,cpu_ns,ink_pixels,total_pixels,ink_ratio,merkle_prefix
1771970496353925589,train,1607714040,1432800,2733530474,51200,102400,0.50000000,f750e994f6061d98
1771970499378935213,train,1612471366,2897835,2736187924,51200,102400,0.50000000,87b11cffc23adbeb
1771970502379987396,train,1613378452,3225844,2721703531,51200,102400,0.50000000,e7c25e11c4f69c10
1771970505401316526,train,1615896532,2889333,2728748676,51200,102400,0.50000000,cefb10b2c2161a7b
1771970508453308979,train,1616597122,2060458,2753281218,51200,102400,0.50000000,dc89e470eb322879
1771970511501388278,train,1625676216,3542004,2740564155,51200,102400,0.50000000,b1c28421003c14b3
1771970514499925111,train,1625909146,2821712,2693366907,51200,102400,0.50000000,7a91201e3b7afccd
1771970517515866844,train,162812671,3091654,2728977338,51200,102400,0.50000000,6ea750ff05872292
1771970520556984859,train,1634687021,2557809,2750253523,51200,102400,0.50000000,36ae9c7f63f9f7ce
1771970523556431462,train,1639956906,2918156,2713176260,51200,102400,0.50000000,d0fb122e58714649
1771970526584093391,train,1642047701,2483080,2740404268,51200,102400,0.50000000,ff0a6411bd54e836
1771970529607645924,train,164224384,2794528,2731909268,51200,102400,0.50000000,239130814dca6af0
1771970532625265163,train,1643996246,3173782,2695926385,51200,102400,0.50000000,fa7747a688d00474
1771970535642943459,train,1655876858,2877070,2713695304,51200,102400,0.50000000,49cf2191fa9aad2a
1771970538665193536,train,1662041291,2582552,2726880721,51200,102400,0.50000000,ba704b4067a223e6
1771970541660093629,train,1666298112,2702077,2720045763,51200,102400,0.50000000,7dae98d039ea0615
1771970543310870177,train,1669670049,3210117,1473057752,32768,65536,0.50000000,07f7412ced6fb4a0
1771970546324981449,train,1671010748,2354395,2729960258,51200,102400,0.50000000,97f6dafd66ce7424
1771970549337147304,train,1679790444,2953273,2741771054,51200,102400,0.50000000,5824f75414a00c80
1771970552333799801,train,1681590107,2592262,2725662530,51200,102400,0.50000000,472ea3e37a0ae9dc
1771970555336767745,train,1687829027,2791938,2720669435,51200,102400,0.50000000,c837c331527457d1
1771970558365465431,train,1693625989,3135903,2746823992,51200,102400,0.50000000,598eabf2d660f7f4
1771970561384579891,train,1693721638,3887711,2729665975,51200,102400,0.50000000,e2bbf5a1d54b0573
1771970564390220162,train,1704770049,2750504,2724445693,51200,102400,0.50000000,4b654127520cc1fa
1771970567398489063,train,1706947731,2399165,2726533529,51200,102400,0.50000000,8edd10e8c9d9b7d6
1771970570429845539,train,1715403595,2839483,2736924026,51200,102400,0.50000000,ba0385bbbe385447
1771970573422121650,train,1720613063,2769674,2719780182,51201,102400,0.50000977,1cd49c88cee66ca0
1771970576457447380,train,1722912570,1753485,2743335119,51200,102400,0.50000000,3f74318d40ee7801
1771970579475722688,train,1725830085,1847686,2744161744,51200,102400,0.50000000,3a454360a14a3acb
1771970582655994991,train,17283971,2511989,2722303219,51200,102400,0.50000000,0bbe86b81de6b24b
1771970585681539328,train,1732242978,2636831,2755498621,51200,102400,0.50000000,317a2444bfb8b09a
1771970588707808822,train,1734818300,2710775,2740797507,51200,102400,0.50000000,5f915793332f1979
1771970591715589618,train,1737469977,1678609,2737072816,51200,102400,0.50000000,99a5450a0e768ed6
1771970594748132374,train,1741397554,3661687,2730772565,51200,102400,0.50000000,2c02e6115d1a9906
1771970597776306832,train,1746646794,3008380,2728322331,51200,102400,0.50000000,219e1cecc5a4260d
1771970600779116777,train,1757276221,1199103,2711121443,51200,102400,0.50000000,7df7228bef21585e
1771970603786162356,train,1762562855,3687071,2720248216,51200,102400,0.50000000,2ad6c7190f6928a7
1771970606831400756,train,176501514,2653277,2740106355,51200,102400,0.50000000,9ab67b22c26c65a2
1771970609870431870,train,1779677207,2489076,2743895045,51200,102400,0.50000000,a53a523b5536ebb5
1771970612882350516,train,1783261305,1243337,2714179457,51200,102400,0.50000000,7927a7904a9dc660
1771970615886225542,train,1790344501,2813853,2728946971,51200,102400,0.50000000,d1ec6700563586b5
1771970617539738368,train,1790856995,2910845,1486138796,32768,65536,0.50000000,7f3d72cde3e87555
1771970620565867003,train,1791213794,3232370,2739385722,51200,102400,0.50000000,c1d8afecbe23b1c3
1771970623556932475,train,1793326608,3277798,2704993188,51200,102400,0.50000000,ef2cac5a6ff84cbe
1771970626538851862,train,1795164441,2374721,2717379919,51200,102400,0.50000000,2d4b51efb8671ce3
1771970629564031278,train,1796385572,3099705,2736672427,51200,102400,0.50000000,d082e6a57a25902e
1771970632586354304,train,1796762532,2636837,2727659676,51200,102400,0.50000000,aae239a39d850cd0
1771970635592607885,train,1798146413,2845202,2727159050,51200,102400,0.50000000,7417c4ae4c2f003c
1771970638632867877,train,1812790174,3297144,2746596481,51200,102400,0.50000000,05dcb3e1b9a703d9
1771970641633570106,train,1815623142,2954586,2722587412,51200,102400,0.50000000,71b8338bdd2a4d40
1771970644660182327,train,1818529443,2693003,2733634803,51200,102400,0.50000000,9cd9281f5114fd3a
1771970647679883496,train,1820528268,1654334,2735911181,51200,102400,0.50000000,2a05b33ca2c58f0c
1771970650712316669,train,1823626595,2323423,2723645004,51200,102400,0.50000000,00b34100d8672321
1771970653727891146,train,1825838007,2661019,2730253983,51200,102400,0.50000000,c3b3a6517215a6a0
1771970656699162579,train,1834183371,1609735,2699824076,51200,102400,0.50000000,569f2a8b6dd8aa32
1771970659716140342,train,1837890067,2989161,2743131832,51200,102400,0.50000000,4ed7b1cd57e171ea
1771970662708215800,train,1842921029,3044499,2713051238,51200,102400,0.50000000,091dae7637b9ff6e
1771970665717480282,train,1845578058,2972522,2725844162,51200,102400,0.50000000,41c49b6a6bb29dc8
1771970667357843970,train,1851560107,2783333,1474485248,32768,65536,0.50000000,d01c190b49c9c15a
1771970670378915200,train,185176123,3075404,2730832672,51200,102400,0.50000000,cc77dc9c6ac81ab3
1771970673374837671,train,1853493924,1257716,2724582117,51200,102400,0.50000000,c00805e7e4efe068
1771970676374815115,train,1858247918,2956911,2718033267,51201,102400,0.50000977,4c4eb916f1123fa4
1771970679387170060,train,1866627733,2972161,2734714359,51200,102400,0.50000000,e7989beefa0347c9
1771970682360993912,train,1871106040,1517109,2703896784,51200,102400,0.50000000,3b6c932753a995bf
1771970685386146655,train,1876224755,2530502,2726531889,51200,102400,0.50000000,0033d5aa03dcf54a
1771970688395734597,train,1878959347,2498416,2726502980,51200,102400,0.50000000,421858d6ccd9c405
1771970691382294526,train,1881495000,2589413,2715049631,51200,102400,0.50000000,6d2b4f78e984ae49
1771970694382862566,train,1882650170,3902548,2728588975,51200,102400,0.50000000,b81c6de3d0fe3efc
1771970697396595549,train,1890221621,2801806,2730431301,51200,102400,0.50000000,567bac3a8d918a18
1771970700432594986,train,1890409640,3051569,2737417581,51200,102400,0.50000000,224afaa4e3d3617a
1771970703468996085,train,1891372224,2308083,2738209985,51200,102400,0.50000000,21a8443b8f0f7862
1771970706502776687,train,1914571029,2891528,2739877656,51200,102400,0.50000000,6fd7dc90607095b4
1771970709536988328,train,1923436243,2788933,2747430588,51200,102400,0.50000000,1e2edd9494a5d959
1771970712690202929,train,1927075549,2971554,2725968131,51200,102400,0.50000000,26a2ef1ddc97d221
1771970715840038012,train,193365288,2952634,2708289070,51200,102400,0.50000000,c60d106804d7850e
1771970718855192502,train,1939536631,2751373,2729403625,51200,102400,0.50000000,21f7b5f44b5de642
1771970721857245351,train,1960540938,3220286,2719447690,51200,102400,0.50000000,bc447d7946d19035
1771970724864354222,train,1961113613,3226482,2727439771,51200,102400,0.50000000,c81c0989a5c7ad27
1771970727855483638,train,1963069058,4256004,2721748559,51200,102400,0.50000000,8d7ed6544deaa09b
1771970730875822633,train,1966171058,1926614,2717690235,51200,102400,0.50000000,5d5a0b1af2b5dce1
1771970733929681553,train,196724516,2619755,2737409117,51200,102400,0.50000000,11b18f272ff68964
1771970736939036623,train,1967300661,3460955,2724141079,51200,102400,0.50000000,a8924921c724375e
1771970739942610062,train,19797301,1625599,2733007985,51200,102400,0.50000000,d2e51e155b530c84
1771970742913780534,train,1985075117,2857130,2686944434,51200,102400,0.50000000,67e47cddd9b3f341
1771970745930409817,train,1996567865,2403951,2722925010,51200,102400,0.50000000,9aa74e0c3c1bdbb6
1771970748978550620,train,2003263496,4222296,2745908506,51200,102400,0.50000000,3af541ed5a61dbea
1771970751973382948,train,2004658464,2901705,2714736881,51200,102400,0.50000000,120f75188fc2ac51
1771970754976269700,train,2007080007,2704279,2720976382,51200,102400,0.50000000,34378bbe7a90cda7
1771970757984202465,train,2012359760,2825285,2737959510,51200,102400,0.50000000,0ba8e6de9b85fad4
1771970760986802128,train,2018034763,2208103,2723383472,51200,102400,0.50000000,a025ee955993b8d0
1771970764111411023,train,2021834463,3783032,2764318498,51200,102400,0.50000000,7bd6dd91aff738ea
1771970767176290775,train,2024572193,2753122,2741187587,51200,102400,0.50000000,cfd79c12369e0e3a
1771970770201650888,train,2035810630,2984189,2744914163,51200,102400,0.50000000,d08c5f55f4d3d16d
1771970773198245302,train,2046703546,2371741,2707998446,51200,102400,0.50000000,f451efca4133af8f
1771970776195678893,train,2051981635,3190610,2719023347,51200,102400,0.50000000,b41c169297ae745d
1771970779221950702,train,2059872339,3217901,2743479463,51200,102400,0.50000000,0a4b944c3624a259
1771970782264204819,train,206065757,2805754,2734022114,51200,102400,0.50000000,a79f758e141f7904
1771970785283555650,train,2067397446,2676348,2717722157,51200,102400,0.50000000,eb126c74b2a8f5f0
1771970788283864570,train,2068510087,2646617,2713071641,51200,102400,0.50000000,5cc95a1dbcbada54
1771970791286853608,train,2079519026,2052855,2726563134,51200,102400,0.50000000,589094cdde8e7638
1771970794292347684,train,2082949504,3135914,2722981358,51200,102400,0.50000000,617607951b1d0eb1
1771970795966187187,train,2087850246,2648437,1511377714,32768,65536,0.50000000,c4dbf7e15e4856bb
1771970798983339132,train,2088623970,2814723,2728598133,51200,102400,0.50000000,9746dba766599812
1771970801999533015,train,209220243,3147529,2729717372,51200,102400,0.50000000,84999a044f2b0a94
1771970805003387170,train,2093229706,2924393,2733732245,51200,102400,0.50000000,cc5c5ad5440c9789
1771970808054285969,train,2098828418,2746410,2759264934,51200,102400,0.50000000,dea734afc7b23ade
1771970811053835391,train,2101035605,3153463,2719357128,51200,102400,0.50000000,d5a038844003bab5
1771970814047190576,train,2104413478,3125545,2703523421,51200,102400,0.50000000,2d5af8795d42db65
1771970817061295054,train,2106649393,2887495,2731015295,51200,102400,0.50000000,10aeba5aaf9ce11c
1771970820062824808,train,2111177666,2918894,2731381573,51200,102400,0.50000000,bb9dd57ffff7e19f
1771970823080732832,train,2116132949,3677407,2735874816,51200,102400,0.50000000,9272c1751e1c1ab7
1771970826115177889,train,2116542410,3159314,2760396604,51200,102400,0.50000000,6042a0305b27e0fa
1771970829130057109,train,2125961987,2636058,2736337239,51200,102400,0.50000000,00a5082a8eee5720
1771970832139183292,train,2128181788,1863722,2727729619,51200,102400,0.50000000,a850cbcf8850d1a0
1771970835136174642,train,2131767139,2971913,2714712720,51200,102400,0.50000000,a8213ff7a17c310e
1771970838151085984,train,2136851012,1594735,2736326827,51200,102400,0.50000000,1fd613322f565d25
1771970841150347823,train,2137776807,2238091,2730242649,51200,102400,0.50000000,6f7312d0e7b05185
1771970844285872812,train,2142002305,2167155,2728394628,51200,102400,0.50000000,f14160565dba4101
1771970847294693941,train,2147357641,2807370,2720893763,51200,102400,0.50000000,2859cc2acd16f4be
1771970850473739949,train,2150538987,2673775,2737049733,51200,102400,0.50000000,22f5157ecc6d9daa
1771970853521217531,train,215093936,3183712,2763668197,51200,102400,0.50000000,f5ee6f8541318ee6
1771970856536038332,train,2152970898,2779759,2739154626,51200,102400,0.50000000,806eb77d950aa48b
1771970859548366888,train,2155812540,2615776,2723989971,51200,102400,0.50000000,efdd72f578727ea2
1771970862577144749,train,2157512838,2953470,2742751188,51201,102400,0.50000977,db9317a749dc79c4
1771970865564838639,train,216571367,2915725,2716027201,51200,102400,0.50000000,1470c6e595c5ec1e
1771970867164575228,train,216657071,3073627,1441702893,32768,65536,0.50000000,dc7670a3f4e38039
1771970870204334700,train,2178672922,3303063,2748931230,51200,102400,0.50000000,7cea219d79aa716b
1771970873198444555,train,2188050882,1370162,2724897131,51200,102400,0.50000000,19f6180a57eff5dd
1771970876248347063,train,2194377014,3813111,2743850466,51200,102400,0.50000000,83215145d829b554
1771970879248171277,train,2203617984,2921472,2722670040,51200,102400,0.50000000,d183f725b02e0e6e
1771970882254217517,train,2203858319,2732239,2718903518,51200,102400,0.50000000,cfd2b4faa41b43d1
1771970885275474632,train,2205179329,3011663,2736375220,51200,102400,0.50000000,eda66735d7fe5096
1771970888309966375,train,2206870115,3847377,2748098599,51201,102400,0.50000977,71da73d778c9dedc
1771970891318316155,train,2210475972,2717935,2726448994,51200,102400,0.50000000,68f8ea3370645471
1771970894333078490,train,2212990887,1757276,2733592083,51200,102400,0.50000000,35caab8bdc248d47
1771970897332689701,train,2214190880,3526976,2719002503,51200,102400,0.50000000,7005d2fa0fc61bfe
1771970900354327190,train,2220704498,2687832,2736394443,51200,102400,0.50000000,ba45946d8b13c3cb
1771970903345240193,train,2220787575,1813852,2685526127,51200,102400,0.50000000,9c997c8e445506d7
1771970906338839826,train,2228083941,4471386,2704046301,51200,102400,0.50000000,1bdfca892bb3b702
1771970909359779554,train,2238739625,3115774,2739387458,51201,102400,0.50000977,83567e78adc73a23
1771970912355920998,train,2257172177,2761824,2727824158,51200,102400,0.50000000,f17ec1e9769332c9
1771970915358683227,train,2268918028,3086257,2730879932,51200,102400,0.50000000,ec7e17676f15b4d2
1771970918384812084,train,2272064421,3105680,2743448114,51200,102400,0.50000000,848beee39393b02a
1771970921391249463,train,2272910022,2034695,2724461387,51200,102400,0.50000000,637a97864acb1505
1771970924386035865,train,2280761294,3015777,2712211635,51200,102400,0.50000000,c4fbf7f7700cbd20
1771970927412289658,train,2285337981,2636124,2730958437,51200,102400,0.50000000,1b3e6a6e9962338f
1771970930444972085,train,2290837,3023955,2737239749,51200,102400,0.50000000,1b378f642a73b044
1771970933457787073,train,2292614243,2590953,2727935350,51200,102400,0.50000000,1ca1c42f5b737967
1771970936461098669,train,2294602175,2915874,2726144936,51200,102400,0.50000000,67128e022360d285
1771970939484215602,train,2306395636,3000773,2733949763,51200,102400,0.50000000,6d17c2ac1519c70c
1771970942470224249,train,2311643839,3225490,2698666270,51200,102400,0.50000000,ce60cebdd9c8f6f0
1771970945497793604,train,2314417530,2990596,2746579996,51200,102400,0.50000000,608beea126598f8f
1771970948508871135,train,2330704793,3494980,2718227335,51200,102400,0.50000000,2e7758369c6626a5
1771970951502698451,train,2332602982,1451460,2715229877,51200,102400,0.50000000,f5cb247ef58c6cda
1771970954508886298,train,2335392878,1552935,2722759020,51200,102400,0.50000000,ce811f7bf4ba68bb
1771970957496320026,train,2337322763,2257425,2719857914,51200,102400,0.50000000,fe8fcdebd34b8436
1771970960528735395,train,2352678715,1223750,2741949447,51200,102400,0.50000000,4a47705d3e945103
1771970963529092343,train,2361792849,2717058,2721848424,51200,102400,0.50000000,f5d8872fcc0d858c
1771970966554875791,train,236296322,2879885,2735685128,51200,102400,0.50000000,d96553b55a850199
1771970969573223515,train,237111043,2674693,2735866737,51200,102400,0.50000000,9e4ecec9f5a7e6e1
1771970972739951321,train,2373617013,2539521,2724651187,51200,102400,0.50000000,4455350949b0d486
1771970975760044504,train,2375325173,3137766,2730427611,51200,102400,0.50000000,fc437e9d337bc601
1771970978785405236,train,2377884359,3715751,2719321035,51200,102400,0.50000000,65464c4d366a0fed
1771970981784829202,train,239904888,2775356,2725558832,51200,102400,0.50000000,3043a77dcd86c952
1771970984766662192,train,2402197522,2793800,2694508268,51200,102400,0.50000000,0c29d898c295f070
1771970987775141865,train,2410046565,3997306,2729734954,51200,102400,0.50000000,85e08a9ccd04ac6e
1771970990801843365,train,241509106,3054618,2711790559,51200,102400,0.50000000,714dd637066b6970
1771970993820390693,train,241514276,2977659,2720038550,51200,102400,0.50000000,0ca11cef2975d0d8
1771970996815936379,train,2419036429,2639462,2721445320,51200,102400,0.50000000,b1a7667736bf7186
1771970999818078137,train,2423079874,2934955,2724772190,51200,102400,0.50000000,6bc69673e725fd72
