mode,run,seed,rc,wins,losses,win_rate,nqubits_per_sec,nqubit_avg_score,baseline_avg_score,latency_p50_ns,latency_p95_ns,latency_p99_ns,used_hardware_entropy,margin_mean,margin_std,scenario_latency_mean_ns,max_qubits_width
hardware_preferred,0,0,0,239,121,0.663888888889,8296904.053,0.961702800659,0.937558954967,149510,202160,228990,True,0.02414384569179167,0.05327895578465731,157631.13888888888,36
hardware_preferred,1,0,0,229,131,0.636111111111,8134804.033,0.960138163368,0.939949085066,154630,202680,232800,True,0.020189078302569444,0.05382482373190629,161009.08333333334,36
hardware_preferred,2,0,0,241,119,0.669444444444,7352269.707,0.960029452294,0.935417999246,182130,218240,229800,True,0.024611453047561113,0.05004993822415383,178670.05555555556,36
hardware_preferred,3,0,0,224,136,0.622222222222,7871139.452,0.961098776515,0.942489672149,169830,211370,235740,True,0.018609104365672223,0.04890132065322479,167119.0861111111,36
hardware_preferred,4,0,0,254,106,0.705555555556,8220935.689,0.961277595941,0.938140898556,157220,209270,229650,True,0.023136697385066667,0.05060558162014533,160405.05833333332,36
hardware_preferred,5,0,0,232,128,0.644444444444,7664030.788,0.963235544765,0.939936466233,181250,215260,228430,True,0.023299078531933335,0.05055080765712525,170353.94444444444,36
hardware_preferred,6,0,0,237,123,0.658333333333,7964090.799,0.960924052971,0.94046772422,168450,223310,243310,True,0.02045632875071389,0.04883894621841837,165323.47222222222,36
hardware_preferred,7,0,0,250,110,0.694444444444,8027283.846,0.963133386914,0.936634403473,163440,210450,230390,True,0.026498983441530555,0.05044993300338211,163902.13888888888,36
hardware_preferred,8,0,0,237,123,0.658333333333,7972177.102,0.962837442158,0.941618168224,161930,212050,240450,True,0.021219273933783332,0.05284738475632366,164181.86111111112,36
hardware_preferred,9,0,0,234,126,0.65,7793996.025,0.960202169318,0.938683178291,173830,222880,233670,True,0.02151899102747222,0.049794214749398824,168570.525,36
hardware_preferred,10,0,0,236,124,0.655555555556,7683196.21,0.960820235703,0.938395463724,176700,224130,243540,True,0.022424771978477778,0.05201680577426633,170956.78055555557,36
hardware_preferred,11,0,0,246,114,0.683333333333,7324065.484,0.963593695965,0.936876764617,183610,222970,227950,True,0.026716931347586112,0.05099610320811795,179296.02777777778,36
hardware_preferred,12,0,0,249,111,0.691666666667,7922749.42,0.961371394939,0.938911459494,164050,211270,229200,True,0.02245993544463611,0.049170037687665466,165558.86111111112,36
hardware_preferred,13,0,0,235,125,0.652777777778,7775253.22,0.962050848572,0.93843910596,177280,214410,227360,True,0.023611742611491668,0.051601305769107986,168265.33333333334,36
hardware_preferred,14,0,0,238,122,0.661111111111,7897335.887,0.964425038969,0.940469329031,169010,212050,229870,True,0.02395570993768611,0.05313292349190382,166403.75,36
hardware_preferred,15,0,0,235,125,0.652777777778,7886007.141,0.960527644615,0.936837395323,169450,206540,236220,True,0.023690249292294446,0.05578858368712726,166070.025,36
hardware_preferred,16,0,0,232,128,0.644444444444,7608698.983,0.960454423723,0.936556031033,179940,222790,229320,True,0.023898392690041667,0.056888473475502,173051.89444444445,36
hardware_preferred,17,0,0,227,133,0.630555555556,7512324.908,0.960865123014,0.937443708996,182640,221880,235460,True,0.023421414017472223,0.053715613333944916,175161.11111111112,36
hardware_preferred,18,0,0,244,116,0.677777777778,7930980.329,0.960870820415,0.938574420513,165080,223530,239500,True,0.02229639990243611,0.049964557398382806,165986.11111111112,36
hardware_preferred,19,0,0,241,119,0.669444444444,7351886.831,0.960528006704,0.935802252237,181930,227600,237700,True,0.024725754467219443,0.05545946645389438,179096.61111111112,36
hardware_preferred,20,0,0,246,114,0.683333333333,7348685.963,0.963184354549,0.934716637881,181650,228560,241960,True,0.028467716667558336,0.05039235387952298,178652.86111111112,36
hardware_preferred,21,0,0,236,124,0.655555555556,7647124.067,0.963602878046,0.939272165762,178110,222460,247770,True,0.02433071228361111,0.05039373031261367,170581.475,36
hardware_preferred,22,0,0,251,109,0.697222222222,7636125.297,0.961092098144,0.937390919875,177760,221420,248290,True,0.023701178268855556,0.046853931415410194,171940.19166666668,36
hardware_preferred,23,0,0,253,107,0.702777777778,7582828.865,0.964168399111,0.934797457944,180530,223820,234760,True,0.029370941166613887,0.05115350102194034,173427.47222222222,36
hardware_preferred,24,0,0,244,116,0.677777777778,8015853.577,0.963186919395,0.939014547,161680,205710,232350,True,0.024172372395105557,0.05015127354667233,163915.69444444444,36
hardware_preferred,25,0,0,241,119,0.669444444444,7723204.045,0.96047277608,0.936293093269,179210,204110,222970,True,0.024179682811086112,0.05267711159121453,169623.77777777778,36
hardware_preferred,26,0,0,223,137,0.619444444444,7272061.979,0.959481912089,0.937587509154,183310,227230,252340,True,0.02189440293522222,0.055891820979608466,179206.58333333334,36
hardware_preferred,27,0,0,230,130,0.638888888889,7375940.414,0.960008151121,0.939647260721,185440,227670,255750,True,0.020360890399922223,0.05516545598175827,178331.47222222222,36
hardware_preferred,28,0,0,229,131,0.636111111111,8055655.63,0.96141993999,0.939113426651,163140,202010,232240,True,0.022306513338552776,0.049573949505425506,163515.02777777778,36
hardware_preferred,29,0,0,260,100,0.722222222222,7642739.534,0.961870657095,0.934633066525,180920,214530,243260,True,0.02723759056945278,0.04817228179629704,172363.16666666666,36
deterministic_seeded,0,1,0,247,113,0.686111111111,7577891.022,0.962723751798,0.940151442496,181350,223300,284340,False,0.022572309302347222,0.04726312032607912,173453.83333333334,36
deterministic_seeded,1,2,0,244,116,0.677777777778,7393129.67,0.964751083615,0.941196772426,182570,221280,231510,False,0.023554311188763888,0.051096520531153364,175967.22222222222,36
deterministic_seeded,2,3,0,232,128,0.644444444444,7572315.614,0.961350553693,0.940048574945,182230,217960,228120,False,0.021301978748480555,0.05133401536778466,173912.52777777778,36
deterministic_seeded,3,4,0,238,122,0.661111111111,7678837.965,0.961752171061,0.939304730635,177410,215270,238879,False,0.022447440425925003,0.04885956098129349,171569.46944444443,36
deterministic_seeded,4,5,0,229,131,0.636111111111,7237464.217,0.960279671985,0.942190655381,182320,224350,280820,False,0.018089016604091665,0.048316849245074144,179790.36111111112,36
deterministic_seeded,5,6,0,237,123,0.658333333333,7148919.946,0.963872240068,0.941370848251,183610,230650,266840,False,0.022501391817008335,0.05191436786640746,184518.22222222222,36
deterministic_seeded,6,7,0,230,130,0.638888888889,6783347.42,0.960779211338,0.940508284782,184000,236580,406780,False,0.02027092655641389,0.05191364392268776,191429.69444444444,36
deterministic_seeded,7,8,0,248,112,0.688888888889,7586845.674,0.96146624983,0.93653192143,182380,222800,242060,False,0.024934328400530555,0.05104614851505948,173728.77777777778,36
deterministic_seeded,8,9,0,231,129,0.641666666667,7871063.239,0.963755271045,0.941333310634,169570,218440,261640,False,0.022421960410836113,0.05180803043888159,167203.5,36
deterministic_seeded,9,10,0,230,130,0.638888888889,7625365.664,0.962068006452,0.943077058577,181010,206611,234940,False,0.018990947875394446,0.049088176293993285,170479.5888888889,36
deterministic_seeded,10,11,0,238,122,0.661111111111,7725126.51,0.960595824205,0.937016257483,177680,220450,237070,False,0.023579566722294443,0.05303062812335781,170028.33333333334,36
