mode,run,seed,rc,wins,losses,win_rate,nqubits_per_sec,nqubit_avg_score,baseline_avg_score,latency_p50_ns,latency_p95_ns,latency_p99_ns,used_hardware_entropy,margin_mean,margin_std,scenario_latency_mean_ns
hardware_preferred,19,0,0,245,115,0.680555555556,8256740.597,0.961976215225,0.936277576972,159950,212320,222130,True,0.025698638253275,0.05178557720460825,159091.40277777778
hardware_preferred,20,0,0,229,131,0.636111111111,8373382.969,0.958693084741,0.938968469316,145330,200300,239910,True,0.019724615424805556,0.05306571297971009,154709.70277777777
hardware_preferred,21,0,0,228,132,0.633333333333,7859688.712,0.959374000991,0.936936593224,179780,212690,218740,True,0.02243740776641111,0.05608905737017583,167562.24166666667
hardware_preferred,22,0,0,223,137,0.619444444444,9594915.061,0.959798214955,0.938608725679,127630,171941,204311,True,0.021189489275647223,0.052453983782037215,137141.36388888888
hardware_preferred,23,0,0,233,127,0.647222222222,8418234.457,0.95987401322,0.936511831908,155200,197850,213420,True,0.02336218131165278,0.055422426703015004,155981.86666666667
hardware_preferred,24,0,0,232,128,0.644444444444,9007692.891,0.961762964071,0.938609852252,137040,184520,205000,True,0.02315311181864167,0.05399759025782234,145944.75833333333
hardware_preferred,25,0,0,236,124,0.655555555556,7684815.466,0.96277473933,0.940231045955,179030,210510,254500,True,0.022543693375438892,0.04997175050328852,170208.29444444444
hardware_preferred,26,0,0,231,129,0.641666666667,7821605.565,0.962082903367,0.940247330223,180510,209410,213240,True,0.021835573143705555,0.0503788400443948,168651.76111111112
hardware_preferred,27,0,0,244,116,0.677777777778,8418656.304,0.962963251121,0.935827377731,158570,203100,211090,True,0.02713587339048611,0.05497358832941247,156745.95833333334
hardware_preferred,28,0,0,230,130,0.638888888889,8589303.233,0.960796096684,0.941858268416,145230,191330,216390,True,0.018937828267961112,0.05223184472920135,153089.65
hardware_preferred,29,0,0,238,122,0.661111111111,8867665.141,0.959554731903,0.93567593278,138930,186900,216740,True,0.023878799122916666,0.055606696395255506,148624.92222222223
deterministic_seeded,0,1,0,247,113,0.686111111111,7354048.511,0.962723751798,0.940151442496,181990,213110,216471,False,0.022572309302347222,0.04726312032607912,179720.59444444443
deterministic_seeded,1,2,0,244,116,0.677777777778,7938358.395,0.964751083615,0.941196772426,177770,206320,238940,False,0.023554311188763888,0.051096520531153364,166104.01666666666
deterministic_seeded,2,3,0,232,128,0.644444444444,9070702.236,0.961350553693,0.940048574945,132910,185880,208720,False,0.021301978748480555,0.05133401536778466,144607.84166666667
deterministic_seeded,3,4,0,238,122,0.661111111111,8923930.82,0.961752171061,0.939304730635,135940,187060,209210,False,0.022447440425925003,0.04885956098129349,147591.92222222223
deterministic_seeded,4,5,0,229,131,0.636111111111,7337562.633,0.960279671985,0.942190655381,181800,209530,213131,False,0.018089016604091665,0.048316849245074144,180019.43333333332
deterministic_seeded,5,6,0,237,123,0.658333333333,7088878.687,0.963872240068,0.941370848251,182720,207700,211720,False,0.022501391817008335,0.05191436786640746,186426.58055555556
deterministic_seeded,6,7,0,230,130,0.638888888889,8642438.402,0.960779211338,0.940508284782,141350,191080,209780,False,0.02027092655641389,0.05191364392268776,151993.0
deterministic_seeded,7,8,0,248,112,0.688888888889,8309019.559,0.96146624983,0.93653192143,157630,197070,211180,False,0.024934328400530555,0.05104614851505948,158942.1222222222
deterministic_seeded,8,9,0,231,129,0.641666666667,8781082.287,0.963755271045,0.941333310634,140900,188481,209940,False,0.022421960410836113,0.05180803043888159,149718.7861111111
deterministic_seeded,9,10,0,230,130,0.638888888889,7462470.105,0.962068006452,0.943077058577,180760,210540,239830,False,0.018990947875394446,0.049088176293993285,176645.26944444445
deterministic_seeded,10,11,0,238,122,0.661111111111,8373376.153,0.960595824205,0.937016257483,154770,200210,211310,False,0.023579566722294443,0.05303062812335781,157740.73055555555
deterministic_seeded,11,12,0,226,134,0.627777777778,8447373.575,0.960198908618,0.937343619012,154130,191250,213380,False,0.02285528960553611,0.055064792731142106,155787.13888888888
deterministic_seeded,12,13,0,229,131,0.636111111111,7830424.331,0.96271975317,0.938727938494,178930,199530,218550,False,0.023991814676088886,0.0544825583640707,167974.875
deterministic_seeded,13,14,0,227,133,0.630555555556,7979385.7,0.960030961856,0.941106844148,178240,202710,225930,False,0.018924117707894445,0.051904100759032845,165159.07222222222
deterministic_seeded,14,15,0,233,127,0.647222222222,6088045.826,0.959922500896,0.936318099014,178700,427970,648970,False,0.023604401882858332,0.0542133128164283,218635.34444444443
deterministic_seeded,15,16,0,226,134,0.627777777778,6904240.013,0.963398477518,0.940246135079,180480,242060,454730,False,0.023152342439355555,0.052107188928703994,193240.19444444444
deterministic_seeded,16,17,0,224,136,0.622222222222,7438642.38,0.960884716809,0.938694710925,178750,229610,309960,False,0.022190005884744443,0.0523734687958911,177906.13055555554
deterministic_seeded,17,18,0,237,123,0.658333333333,7580834.141,0.959741274732,0.936014624942,179090,210080,223971,False,0.02372664978973611,0.05323894985264082,172146.13333333333
deterministic_seeded,18,19,0,246,114,0.683333333333,8458251.272,0.962257402639,0.938759157356,158810,193770,210240,False,0.02349824528283889,0.05332444716173693,156627.6222222222
deterministic_seeded,19,20,0,251,109,0.697222222222,7050315.753,0.963390143571,0.937210184421,182910,212200,217310,False,0.02617995915067222,0.04890798165647818,187745.575
deterministic_seeded,20,21,0,236,124,0.655555555556,8048511.188,0.962514471869,0.937252273122,174740,196360,212690,False,0.025262198746872223,0.054757015022470344,163632.9361111111
deterministic_seeded,21,22,0,238,122,0.661111111111,8171119.321,0.960281030552,0.936885262096,167190,200361,219730,False,0.023395768455769444,0.05066083597241885,160798.76388888888
deterministic_seeded,22,23,0,260,100,0.722222222222,7752683.49,0.963255918086,0.933361965234,178330,210390,233500,False,0.029893952852008333,0.05133284695545252,169617.79722222223
deterministic_seeded,23,24,0,249,111,0.691666666667,7262321.194,0.962772597058,0.938144168802,181650,219470,270500,False,0.024628428256641667,0.04820118479052832,181563.40555555557
deterministic_seeded,24,25,0,230,130,0.638888888889,8290855.584,0.961914614106,0.937291556806,151570,204330,225890,False,0.024623057300744444,0.05104743634326343,158296.7888888889
deterministic_seeded,25,26,0,237,123,0.658333333333,7478579.323,0.959168777685,0.933196221966,181440,212240,228090,False,0.025972555718427777,0.05436885091934999,174424.4
deterministic_seeded,26,27,0,234,126,0.65,8049513.966,0.960629028481,0.940604108576,173260,205291,215580,False,0.020024919905891666,0.051361001092461916,163343.81666666668
deterministic_seeded,27,28,0,235,125,0.652777777778,7833997.956,0.960856808941,0.937381748234,176370,217300,239500,False,0.023475060707741666,0.05383790997555153,167196.90555555557
deterministic_seeded,28,29,0,241,119,0.669444444444,7392659.139,0.96213908428,0.936709959942,179620,218500,283820,False,0.025429124337986112,0.05187435931047229,179151.4638888889
deterministic_seeded,29,30,0,225,135,0.625,9229418.118,0.961725524214,0.940835483961,132980,186280,195810,False,0.02089004025323889,0.05072368263485588,144597.78055555557
