mode,run,seed,rc,wins,losses,win_rate,nqubits_per_sec,nqubit_avg_score,baseline_avg_score,latency_p50_ns,latency_p95_ns,latency_p99_ns,used_hardware_entropy,margin_mean,margin_std,scenario_latency_mean_ns
hardware_preferred,0,0,0,228,132,0.633333333333,8235057.831,0.962903393042,0.939832854258,154140,191990,210560,True,0.023070538783813887,0.05166298387252503,159908.93333333332
hardware_preferred,1,0,0,244,116,0.677777777778,9587528.543,0.963159312867,0.938641555779,128770,171030,189800,True,0.024517757087750003,0.051419087799181785,136938.94722222222
hardware_preferred,2,0,0,228,132,0.633333333333,9778705.944,0.960754158973,0.94012515204,127120,158510,178600,True,0.020629006932794444,0.05448084953174317,133593.86666666667
hardware_preferred,3,0,0,247,113,0.686111111111,9415966.636,0.961179633344,0.934507694591,127730,181600,206220,True,0.02667193875295278,0.055670869825919046,139783.30277777778
hardware_preferred,4,0,0,223,137,0.619444444444,9082692.4,0.960855183005,0.939181816434,132640,186440,200220,True,0.021673366571405554,0.05253319585923591,143684.81666666668
hardware_preferred,5,0,0,248,112,0.688888888889,9561605.51,0.964301376712,0.941561938216,128370,176950,190130,True,0.022739438495988886,0.046093228366805426,137421.0
hardware_preferred,6,0,0,236,124,0.655555555556,9331262.657,0.962730513765,0.938677482814,130570,180730,198980,True,0.024053030950566667,0.05144794226742402,140825.64444444445
hardware_preferred,7,0,0,225,135,0.625,9131987.717,0.961737399999,0.938834888297,130490,181640,208720,True,0.022902511701883333,0.053320397911431436,143540.91944444444
hardware_preferred,8,0,0,240,120,0.666666666667,9399489.552,0.962440430311,0.939645545771,129760,177520,187790,True,0.022794884540772224,0.04942473795719475,139844.78055555557
hardware_preferred,9,0,0,226,134,0.627777777778,9267112.436,0.962277080283,0.942167910928,129720,181740,206270,True,0.02010916935474722,0.04976932833038353,141565.53055555557
hardware_preferred,10,0,0,237,123,0.658333333333,8851076.839,0.96264076717,0.938788540274,137580,192600,208750,True,0.023852226896211113,0.05532115590772865,148660.89722222224
hardware_preferred,11,0,0,244,116,0.677777777778,8317069.667,0.962156211904,0.937043408421,154020,212620,215710,True,0.025112803483669444,0.04964883419858036,158252.15277777778
hardware_preferred,12,0,0,233,127,0.647222222222,8884176.671,0.961690301906,0.940498421011,138340,185221,205990,True,0.021191880895058333,0.05338776392661591,148136.86944444446
hardware_preferred,13,0,0,244,116,0.677777777778,8343146.187,0.960469578609,0.936892830289,155790,210190,217641,True,0.023576748319616665,0.05386834742191821,157757.18333333332
hardware_preferred,14,0,0,228,132,0.633333333333,8225861.662,0.959768950302,0.93812259472,161220,209580,212730,True,0.02164635558261111,0.05338095830667397,159940.6
hardware_preferred,15,0,0,254,106,0.705555555556,9055351.971,0.961968292229,0.936764132835,131330,185280,199081,True,0.0252041593937,0.05088735131868791,143282.11111111112
hardware_preferred,16,0,0,222,138,0.616666666667,8609870.619,0.960393239242,0.938942236466,141941,191070,217290,True,0.021451002776102776,0.05461779866870252,152660.00833333333
hardware_preferred,17,0,0,234,126,0.65,8715075.545,0.961578317178,0.936755573099,138920,193710,214790,True,0.02482274407885,0.0525261844749827,149841.8722222222
hardware_preferred,18,0,0,231,129,0.641666666667,8116179.11,0.964076299496,0.940340648897,172711,215840,221210,True,0.0237356505986,0.054338852236682174,162078.20833333334
