problem,step,energy,pairing,sign_ratio,cpu_percent,mem_percent,elapsed_ns,norm_deviation,ema_abs_energy
hubbard_hts_core,0,1.9745923269,0.7158923070,0.0200000000,0.00,61.80,905579,2.2204460493e-16,0.0000000000
hubbard_hts_core,100,1.9828257763,0.7073688651,-0.0800000000,0.00,61.80,3844547,0.0000000000e+00,0.0000000000
hubbard_hts_core,200,1.9839568331,0.6886427030,-0.0600000000,50.00,61.80,6652095,0.0000000000e+00,0.0000000000
hubbard_hts_core,300,1.9842289668,0.6827343314,-0.0400000000,0.00,61.80,9328003,3.3306690739e-16,0.0000000000
hubbard_hts_core,400,1.9843555259,0.6800157414,-0.0200000000,33.33,61.80,12009380,1.1102230246e-16,0.0000000000
hubbard_hts_core,500,1.9844209465,0.6802651053,-0.0400000000,0.00,61.80,14722868,1.1102230246e-16,0.0000000000
hubbard_hts_core,600,1.9844616534,0.6812397388,-0.0600000000,0.00,61.80,17449186,0.0000000000e+00,0.0000000000
hubbard_hts_core,700,1.9844822995,0.6814665618,-0.0400000000,0.00,61.80,20142134,2.2204460493e-16,0.0000000000
hubbard_hts_core,800,1.9844941348,0.6819624753,-0.0400000000,33.33,61.80,22834032,3.3306690739e-16,0.0000000000
hubbard_hts_core,900,1.9845029226,0.6823541377,-0.0200000000,0.00,61.80,25435380,3.3306690739e-16,0.0000000000
hubbard_hts_core,1000,1.9845113799,0.6816920430,-0.0200000000,33.33,61.80,28115158,2.2204460493e-16,0.0000000000
hubbard_hts_core,1100,1.9845211156,0.6822792182,-0.0200000000,33.33,61.80,30730085,1.1102230246e-16,0.0000000000
hubbard_hts_core,1200,1.9845335947,0.6842970505,-0.0400000000,0.00,61.80,33437293,1.1102230246e-16,0.0000000000
hubbard_hts_core,1300,1.9845505576,0.6845205970,-0.0200000000,0.00,61.80,36244381,2.2204460493e-16,0.0000000000
hubbard_hts_core,1400,1.9845741259,0.6848766166,-0.0600000000,33.33,61.80,39000789,0.0000000000e+00,0.0000000000
hubbard_hts_core,1500,1.9846052428,0.6823805274,-0.1000000000,0.00,61.80,41637957,2.2204460493e-16,0.0000000000
hubbard_hts_core,1600,1.9846390392,0.6788496017,-0.0600000000,0.00,61.80,44428935,2.2204460493e-16,0.0000000000
hubbard_hts_core,1700,1.9846689129,0.6763314188,-0.0200000000,0.00,61.80,47539592,3.3306690739e-16,0.0000000000
hubbard_hts_core,1800,1.9846924498,0.6730879992,-0.0200000000,33.33,61.80,50337680,2.2204460493e-16,0.0000000000
hubbard_hts_core,1900,1.9847062978,0.6714746319,-0.0200000000,33.33,61.80,53086358,0.0000000000e+00,0.0000000000
