mode,run,seed,rc,wins,losses,win_rate,nqubits_per_sec,nqubit_avg_score,baseline_avg_score,latency_p50_ns,latency_p95_ns,latency_p99_ns,used_hardware_entropy,margin_mean,margin_std,scenario_latency_mean_ns,max_qubits_width
hardware_preferred,0,0,0,233,127,0.647222222222,7965533.39,0.961590927316,0.939218756096,156150,201470,236370,True,0.022372171220052778,0.051661942653601405,165710.46944444443,36
hardware_preferred,1,0,0,232,128,0.644444444444,9800345.19,0.962418994494,0.942868455124,127000,161280,183950,True,0.019550539370202777,0.05084847277578486,133562.72222222222,36
hardware_preferred,2,0,0,233,127,0.647222222222,7628843.562,0.961537668976,0.941363203733,152380,200130,231300,True,0.020174465241975,0.04992246538456882,161855.58055555556,36
hardware_preferred,3,0,0,239,121,0.663888888889,8874428.579,0.963312705813,0.939962171904,130110,190070,219070,True,0.023350533908730556,0.051185580232446765,143240.96944444443,36
hardware_preferred,4,0,0,244,116,0.677777777778,9655631.149,0.960929849969,0.937001400812,127350,169230,195820,True,0.023928449157491666,0.053841697790886885,135323.22222222222,36
hardware_preferred,5,0,0,243,117,0.675,7396100.309,0.962163449256,0.935727276119,133010,195260,258930,True,0.0264361731378,0.05233983892336542,163098.58333333334,36
hardware_preferred,6,0,0,228,132,0.633333333333,9520191.959,0.961995526809,0.942059016579,128490,180490,194470,True,0.019936510229675,0.04918037595465856,137605.35833333334,36
hardware_preferred,7,0,0,245,115,0.680555555556,9549424.429,0.963339175762,0.937885913436,128240,180960,199690,True,0.025453262325347226,0.05119509082346076,137394.5,36
hardware_preferred,8,0,0,238,122,0.661111111111,9830645.864,0.964548729803,0.942030265177,127300,162510,177470,True,0.0225184646254,0.05034434848093584,133300.025,36
hardware_preferred,9,0,0,244,116,0.677777777778,9636525.184,0.963063609362,0.93821194224,127640,169080,194800,True,0.02485166712195,0.050246769193239255,134938.61111111112,36
hardware_preferred,10,0,0,223,137,0.619444444444,9525928.377,0.962452932162,0.942551217703,126930,176800,195050,True,0.019901714458694444,0.05218470189752327,137571.46944444443,36
hardware_preferred,11,0,0,239,121,0.663888888889,9628866.425,0.960003906298,0.937094488258,126920,176640,189310,True,0.022909418039433336,0.0520629645482831,136183.88888888888,36
hardware_preferred,12,0,0,252,108,0.7,9746426.6,0.963534982757,0.939851950085,127370,167580,188050,True,0.023683032671983333,0.05092100681766146,134280.69444444444,36
hardware_preferred,13,0,0,229,131,0.636111111111,9752333.492,0.961124215373,0.938083836085,127200,166780,182530,True,0.02304037928795,0.053764771039976816,134130.05277777778,36
hardware_preferred,14,0,0,245,115,0.680555555556,8224630.32,0.962896351391,0.937053996454,158290,196970,226130,True,0.02584235493710278,0.05252045444635035,156958.5,36
hardware_preferred,15,0,0,235,125,0.652777777778,9498994.209,0.963636771241,0.938026441618,127720,181070,209440,True,0.025610329622977775,0.054341268884048215,137692.69722222222,36
hardware_preferred,16,0,0,239,121,0.663888888889,9896026.922,0.9612805027,0.936544174401,127140,158140,170460,True,0.024736328298183334,0.05297475438736192,132279.19444444444,36
hardware_preferred,17,0,0,226,134,0.627777777778,9857542.859,0.962501737173,0.942650939813,126310,165690,186820,True,0.01985079735971389,0.048212524062947335,133246.38888888888,36
hardware_preferred,18,0,0,239,121,0.663888888889,9840791.996,0.961634557967,0.937641254218,127260,159540,180950,True,0.02399330374925,0.054307055729854364,133488.08333333334,36
hardware_preferred,19,0,0,232,128,0.644444444444,9591181.594,0.959043004612,0.937575431465,127500,174910,191370,True,0.021467573147277777,0.05187037236443347,135736.33333333334,36
hardware_preferred,20,0,0,242,118,0.672222222222,9892319.162,0.959000684809,0.933756321053,126540,161380,179030,True,0.025244363756141665,0.0515431845405043,132582.13611111112,36
hardware_preferred,21,0,0,225,135,0.625,9791099.89,0.95965694462,0.939524655576,127740,160370,179560,True,0.020132289044902777,0.053145590618772984,133317.75,36
hardware_preferred,22,0,0,245,115,0.680555555556,9295759.7,0.964312154414,0.940893601068,128790,183740,204760,True,0.023418553346041666,0.05418213751731719,141082.35833333334,36
hardware_preferred,23,0,0,238,122,0.661111111111,9419268.459,0.962804504424,0.933971557708,131020,169080,226100,True,0.028832946715955553,0.05364081689422123,139254.66666666666,36
hardware_preferred,24,0,0,244,116,0.677777777778,9788949.282,0.962406904458,0.936835524131,126830,171410,181110,True,0.025571380326661113,0.051443408772185666,134062.4138888889,36
hardware_preferred,25,0,0,242,118,0.672222222222,9669237.45,0.960110757987,0.937472282475,127130,175450,186819,True,0.022638475511980557,0.05094844466941861,135366.22222222222,36
hardware_preferred,26,0,0,240,120,0.666666666667,9503185.17,0.961947576166,0.936632002248,128110,176570,196700,True,0.02531557391762778,0.05145412027069661,137904.05555555556,36
hardware_preferred,27,0,0,247,113,0.686111111111,9689130.962,0.963249660493,0.934908532451,127490,173970,186940,True,0.028341128041666667,0.052226599084408895,135389.10833333334,36
hardware_preferred,28,0,0,226,134,0.627777777778,9536236.184,0.961590949805,0.940339323844,127800,175560,205530,True,0.021251625960966667,0.05246474281394279,137173.27777777778,36
hardware_preferred,29,0,0,235,125,0.652777777778,9638812.468,0.962254673635,0.941128658432,127030,173780,199130,True,0.021126015203058332,0.04930769548015113,136004.38611111112,36
deterministic_seeded,0,1,0,247,113,0.686111111111,9514203.63,0.962723751798,0.940151442496,127750,175770,200340,False,0.022572309302347222,0.04726312032607912,137834.02777777778,36
deterministic_seeded,1,2,0,244,116,0.677777777778,9833135.399,0.964751083615,0.941196772426,126750,168250,192220,False,0.023554311188763888,0.051096520531153364,132662.025,36
deterministic_seeded,2,3,0,232,128,0.644444444444,9481290.629,0.961350553693,0.940048574945,127650,179580,197390,False,0.021301978748480555,0.05133401536778466,138575.66666666666,36
deterministic_seeded,3,4,0,238,122,0.661111111111,9265767.017,0.961752171061,0.939304730635,129360,182300,257980,False,0.022447440425925003,0.04885956098129349,140983.13888888888,36
deterministic_seeded,4,5,0,229,131,0.636111111111,9377620.187,0.960279671985,0.942190655381,130650,181090,197710,False,0.018089016604091665,0.048316849245074144,139308.525,36
deterministic_seeded,5,6,0,237,123,0.658333333333,9568611.31,0.963872240068,0.941370848251,127220,180770,213410,False,0.022501391817008335,0.05191436786640746,137131.5,36
deterministic_seeded,6,7,0,230,130,0.638888888889,9310134.031,0.960779211338,0.940508284782,130350,182030,228590,False,0.02027092655641389,0.05191364392268776,140878.275,36
deterministic_seeded,7,8,0,248,112,0.688888888889,9682163.764,0.96146624983,0.93653192143,127230,175010,197380,False,0.024934328400530555,0.05104614851505948,135836.61111111112,36
deterministic_seeded,8,9,0,231,129,0.641666666667,9798188.614,0.963755271045,0.941333310634,126990,163280,198030,False,0.022421960410836113,0.05180803043888159,133980.61111111112,36
deterministic_seeded,9,10,0,230,130,0.638888888889,9521377.003,0.962068006452,0.943077058577,127901,177790,189770,False,0.018990947875394446,0.049088176293993285,137027.02777777778,36
deterministic_seeded,10,11,0,238,122,0.661111111111,9736276.342,0.960595824205,0.937016257483,126890,170080,182860,False,0.023579566722294443,0.05303062812335781,134968.97222222222,36
deterministic_seeded,11,12,0,226,134,0.627777777778,9413371.571,0.960198908618,0.937343619012,129170,178570,192590,False,0.02285528960553611,0.055064792731142106,139254.7472222222,36
deterministic_seeded,12,13,0,229,131,0.636111111111,9811246.414,0.96271975317,0.938727938494,127220,167910,176210,False,0.023991814676088886,0.0544825583640707,133642.16666666666,36
deterministic_seeded,13,14,0,227,133,0.630555555556,9676966.165,0.960030961856,0.941106844148,127090,160670,189511,False,0.018924117707894445,0.051904100759032845,133721.77777777778,36
deterministic_seeded,14,15,0,233,127,0.647222222222,9426438.617,0.959922500896,0.936318099014,130440,179850,193870,False,0.023604401882858332,0.0542133128164283,138714.61111111112,36
deterministic_seeded,15,16,0,226,134,0.627777777778,9686998.658,0.963398477518,0.940246135079,127790,175410,196180,False,0.023152342439355555,0.052107188928703994,135544.19166666668,36
deterministic_seeded,16,17,0,224,136,0.622222222222,9632826.839,0.960884716809,0.938694710925,128210,177370,190730,False,0.022190005884744443,0.0523734687958911,136343.36111111112,36
deterministic_seeded,17,18,0,237,123,0.658333333333,9576387.365,0.959741274732,0.936014624942,128260,175700,196140,False,0.02372664978973611,0.05323894985264082,136536.91666666666,36
deterministic_seeded,18,19,0,246,114,0.683333333333,9770534.159,0.962257402639,0.938759157356,128200,161490,183700,False,0.02349824528283889,0.05332444716173693,133866.3361111111,36
deterministic_seeded,19,20,0,251,109,0.697222222222,9872492.064,0.963390143571,0.937210184421,127380,158980,172500,False,0.02617995915067222,0.04890798165647818,132145.77777777778,36
deterministic_seeded,20,21,0,236,124,0.655555555556,9416109.832,0.962514471869,0.937252273122,128000,187681,213940,False,0.025262198746872223,0.054757015022470344,139101.44166666668,36
deterministic_seeded,21,22,0,238,122,0.661111111111,9746300.322,0.960281030552,0.936885262096,127200,163340,196440,False,0.023395768455769444,0.05066083597241885,134584.55555555556,36
