problem,proxy_energy,advanced_energy,delta_energy,delta_energy_pct,proxy_pairing,advanced_pairing,delta_pairing,delta_pairing_pct,proxy_elapsed_ns,advanced_elapsed_ns
bosonic_multimode_systems,-0.0704642093,-0.0704642093,0.0,0.0,0.9328802016,0.9328802016,0.0,0.0,1108713926,1078803778
correlated_fermions_non_hubbard,-0.1865079805,-0.1865079805,0.0,0.0,0.9512048623,0.9512048623,0.0,0.0,1194993535,1193528407
dense_nuclear_proxy,-0.0450423537,-0.0450423537,0.0,0.0,0.9487775861,0.9487775861,0.0,0.0,1066552507,1044534729
far_from_equilibrium_kinetic_lattices,-0.1732408341,-0.1732408341,0.0,0.0,0.9263699645,0.9263699645,0.0,0.0,1186169745,1186782907
hubbard_hts_core,-0.1426978513,-0.1426978513,0.0,0.0,0.9450982742,0.9450982742,0.0,0.0,1389196903,1399297385
multi_correlated_fermion_boson_networks,-0.20202595,-0.20202595,0.0,0.0,0.9473697227,0.9473697227,0.0,0.0,1213890235,1187849017
multi_state_excited_chemistry,-0.2928351493,-0.2928351493,0.0,0.0,0.9702019852,0.9702019852,0.0,0.0,1123455676,1124188968
multiscale_nonlinear_field_models,-0.2341092794,-0.2341092794,0.0,0.0,0.9303610515,0.9303610515,0.0,0.0,1154517925,1109709178
qcd_lattice_proxy,-0.0566371128,-0.0566371128,0.0,0.0,0.9183643772,0.9183643772,0.0,0.0,1090959866,1082850229
quantum_chemistry_proxy,-0.2803193978,-0.2803193978,0.0,0.0,0.9560868416,0.9560868416,0.0,0.0,1112906496,1060431079
quantum_field_noneq,-0.2039803879,-0.2039803879,0.0,0.0,0.8905726415,0.8905726415,0.0,0.0,1032661618,1024807689
spin_liquid_exotic,-0.1358075145,-0.1358075145,0.0,0.0,0.9733711359,0.9733711359,0.0,0.0,1290181264,1274648306
topological_correlated_materials,-0.206112866,-0.206112866,0.0,0.0,0.9639680167,0.9639680167,0.0,0.0,1345708934,1246466636
