step,r,r_hex,g_tt,timestamp
45,1.4969069409805,0x1.7f354b14aaa99p+0,0.3360285224017894,2026-02-14T02:37:41.504754
46,1.4968402589421335,0x1.7f30ec577e1d5p+0,0.3360880589326545,2026-02-14T02:37:41.504765
47,1.4967736005380756,0x1.7f2c8dffd3c39p+0,0.33614757966585285,2026-02-14T02:37:41.504778
48,1.4967069657604566,0x1.7f28300da2f52p+0,0.33620708460348037,2026-02-14T02:37:41.504790
49,1.4966403546014082,0x1.7f23d280e30b5p+0,0.336266573747634,2026-02-14T02:37:41.504800
50,1.4965737670530646,0x1.7f1f75598b601p+0,0.33632604710041214,2026-02-14T02:37:41.504811
51,1.496507203107562,0x1.7f1b1897934dfp+0,0.3363855046639146,2026-02-14T02:37:41.504821
52,1.4964406627570388,0x1.7f16bc3af2302p+0,0.33644494644024214,2026-02-14T02:37:41.504832
53,1.4963741459936355,0x1.7f1260439f625p+0,0.3365043724314962,2026-02-14T02:37:41.504844
54,1.4963076528094947,0x1.7f0e04b19240ep+0,0.3365637826397807,2026-02-14T02:37:41.504854
55,1.496241183196761,0x1.7f09a984c228bp+0,0.3366231770671999,2026-02-14T02:37:41.504865
56,1.496174737147581,0x1.7f054ebd26774p+0,0.3366825557158595,2026-02-14T02:37:41.504875
57,1.4961083146541039,0x1.7f00f45ab68abp+0,0.33674191858786684,2026-02-14T02:37:41.504886
58,1.4960419157084803,0x1.7efc9a5d69c1bp+0,0.33680126568532986,2026-02-14T02:37:41.504897
59,1.4959755403028636,0x1.7ef840c5377b9p+0,0.336860597010358,2026-02-14T02:37:41.504908
60,1.4959091884294087,0x1.7ef3e79217182p+0,0.3369199125650617,2026-02-14T02:37:41.504918
61,1.4958428600802731,0x1.7eef8ec3fff7fp+0,0.33697921235155337,2026-02-14T02:37:41.504929
62,1.495776555247616,0x1.7eeb365ae97c0p+0,0.33703849637194594,2026-02-14T02:37:41.504939
63,1.4957102739235992,0x1.7ee6de56cb060p+0,0.3370977646283535,2026-02-14T02:37:41.504951
64,1.495644016100386,0x1.7ee286b79bf83p+0,0.3371570171228919,2026-02-14T02:37:41.504963
65,1.4955777817701423,0x1.7ede2f7d53b56p+0,0.33721625385767795,2026-02-14T02:37:41.504975
66,1.4955115709250357,0x1.7ed9d8a7e9a10p+0,0.3372754748348292,2026-02-14T02:37:41.504986
67,1.4954453835572363,0x1.7ed58237551f2p+0,0.3373346800564656,2026-02-14T02:37:41.504997
68,1.495379219658916,0x1.7ed12c2b8d945p+0,0.3373938695247074,2026-02-14T02:37:41.505008
69,1.4953130792222489,0x1.7eccd6848a65dp+0,0.337453043241676,2026-02-14T02:37:41.505019
70,1.4952469622394113,0x1.7ec8814242f97p+0,0.33751220120949443,2026-02-14T02:37:41.505030
71,1.4951808687025816,0x1.7ec42c64aeb59p+0,0.3375713434302867,2026-02-14T02:37:41.505040
72,1.4951147986039401,0x1.7ebfd7ebc5013p+0,0.3376304699061783,2026-02-14T02:37:41.505051
73,1.4950487519356694,0x1.7ebb83d77d43ep+0,0.33768958063929566,2026-02-14T02:37:41.505063
74,1.494982728689954,0x1.7eb73027cee5cp+0,0.33774867563176647,2026-02-14T02:37:41.505079
75,1.4949167288589806,0x1.7eb2dcdcb14fap+0,0.3378077548857201,2026-02-14T02:37:41.505089
76,1.4948507524349384,0x1.7eae89f61beaep+0,0.33786681840328625,2026-02-14T02:37:41.505100
77,1.4947847994100179,0x1.7eaa377406216p+0,0.3379258661865965,2026-02-14T02:37:41.505111
78,1.4947188697764124,0x1.7ea5e556675dcp+0,0.33798489823778355,2026-02-14T02:37:41.505126
79,1.494652963526317,0x1.7ea1939d370b1p+0,0.3380439145589804,2026-02-14T02:37:41.505137
80,1.494587080651929,0x1.7e9d42486c951p+0,0.3381029151523234,2026-02-14T02:37:41.505166
81,1.4945212211454477,0x1.7e98f157ff681p+0,0.3381619000199474,2026-02-14T02:37:41.505177
82,1.4944553849990745,0x1.7e94a0cbe6f0fp+0,0.33822086916399074,2026-02-14T02:37:41.505188
83,1.494389572205013,0x1.7e9050a41a9d3p+0,0.3382798225865915,2026-02-14T02:37:41.505198
84,1.4943237827554687,0x1.7e8c00e091dafp+0,0.33833876028988996,2026-02-14T02:37:41.505209
85,1.4942580166426498,0x1.7e87b1814418ep+0,0.3383976822760266,2026-02-14T02:37:41.505219
86,1.4941922738587659,0x1.7e83628628c64p+0,0.3384565885471438,2026-02-14T02:37:41.505230
87,1.4941265543960287,0x1.7e7f13ef3752ep+0,0.33851547910538504,2026-02-14T02:37:41.505241
88,1.4940608582466526,0x1.7e7ac5bc672f4p+0,0.3385743539528949,2026-02-14T02:37:41.505252
89,1.4939951854028537,0x1.7e7677edafcc7p+0,0.33863321309181904,2026-02-14T02:37:41.505262
90,1.4939295358568503,0x1.7e722a83089c1p+0,0.33869205652430456,2026-02-14T02:37:41.505273
91,1.4938639096008626,0x1.7e6ddd7c69105p+0,0.33875088425249955,2026-02-14T02:37:41.505283
92,1.4937983066271132,0x1.7e6990d9c89c1p+0,0.33880969627855295,2026-02-14T02:37:41.505294
93,1.4937327269278267,0x1.7e65449b1eb2bp+0,0.3388684926046164,2026-02-14T02:37:41.505305
94,1.4936671704952298,0x1.7e60f8c062c84p+0,0.33892727323284055,2026-02-14T02:37:41.505315
95,1.4936016373215513,0x1.7e5cad498c515p+0,0.3389860381653784,2026-02-14T02:37:41.505325
96,1.493536127399022,0x1.7e58623692c31p+0,0.3390447874043847,2026-02-14T02:37:41.505336
97,1.4934706407198748,0x1.7e5417876d934p+0,0.3391035209520141,2026-02-14T02:37:41.505347
98,1.4934051772763448,0x1.7e4fcd3c14384p+0,0.3391622388104234,2026-02-14T02:37:41.505371
99,1.4933397370606694,0x1.7e4b83547e291p+0,0.33922094098177014,2026-02-14T02:37:41.505382
