step,r,r_hex,g_tt,timestamp
71,1.495180868702582,0x1.7ec42c64aeb59p+0,0.337571343430287,2026-02-14T...
72,1.495114798603940,0x1.7ebfd7ebc5013p+0,0.337630469906178,2026-02-14T...
73,1.495048751935669,0x1.7ebb83d77d43ep+0,0.337689580639296,2026-02-14T...
74,1.494982728689954,0x1.7eb73027cee5cp+0,0.337748675631766,2026-02-14T...
75,1.494916728858981,0x1.7eb2dcdcb14fap+0,0.337807754885720,2026-02-14T...
76,1.494850752434938,0x1.7eae89f61beaep+0,0.337866818403286,2026-02-14T...
77,1.494784799410018,0x1.7eaa377406216p+0,0.337925866186596,2026-02-14T...
78,1.494718869776412,0x1.7ea5e556675dcp+0,0.337984898237784,2026-02-14T...
79,1.494652963526317,0x1.7ea1939d370b1p+0,0.338043914558980,2026-02-14T...
80,1.494587080651929,0x1.7e9d42486c951p+0,0.338102915152323,2026-02-14T...
81,1.494521221145448,0x1.7e98f157ff681p+0,0.338161900019947,2026-02-14T...
82,1.494455384999074,0x1.7e94a0cbe6f0fp+0,0.338220869163991,2026-02-14T...
83,1.494389572205013,0x1.7e9050a41a9d3p+0,0.338279822586592,2026-02-14T...
84,1.494323782755469,0x1.7e8c00e091dafp+0,0.338338760289890,2026-02-14T...
85,1.494258016642650,0x1.7e87b1814418ep+0,0.338397682276027,2026-02-14T...
86,1.494192273858766,0x1.7e83628628c64p+0,0.338456588547144,2026-02-14T...
87,1.494126554396029,0x1.7e7f13ef3752ep+0,0.338515479105385,2026-02-14T...
88,1.494060858246653,0x1.7e7ac5bc672f4p+0,0.338574353952895,2026-02-14T...
89,1.493995185402854,0x1.7e7677edafcc7p+0,0.338633213091819,2026-02-14T...
90,1.493929535856850,0x1.7e722a83089c1p+0,0.338692056524305,2026-02-14T...
91,1.493863909600863,0x1.7e6ddd7c69105p+0,0.338750884252500,2026-02-14T...
92,1.493798306627113,0x1.7e6990d9c89c1p+0,0.338809696278553,2026-02-14T...
93,1.493732726927827,0x1.7e65449b1eb2bp+0,0.338868492604616,2026-02-14T...
94,1.493667170495230,0x1.7e60f8c062c84p+0,0.338927273232841,2026-02-14T...
95,1.493601637321551,0x1.7e5cad498c515p+0,0.338986038165378,2026-02-14T...
96,1.493536127399022,0x1.7e58623692c31p+0,0.339044787404385,2026-02-14T...
97,1.493470640719875,0x1.7e5417876d934p+0,0.339103520952014,2026-02-14T...
98,1.493405177276345,0x1.7e4fcd3c14384p+0,0.339162238810423,2026-02-14T...
99,1.493339737060669,0x1.7e4b83547e291p+0,0.339220940981770,2026-02-14T...
