problem,step,energy,pairing,sign_ratio,cpu_percent,mem_percent,elapsed_ns,norm_deviation,ema_abs_energy
hubbard_hts_core,0,1.9745923269,0.8661235790,0.0600000000,19.96,85.78,128450,2.2204460493e-16,0.0000000000
hubbard_hts_core,100,1.9828257763,0.8624306734,0.0800000000,19.96,85.78,1258750,0.0000000000e+00,0.0000000000
hubbard_hts_core,200,1.9839568331,0.8543044008,-0.0200000000,19.96,85.78,2446440,0.0000000000e+00,0.0000000000
hubbard_hts_core,300,1.9842289668,0.8517210390,0.0600000000,19.96,85.78,3754140,3.3306690739e-16,0.0000000000
hubbard_hts_core,400,1.9843555259,0.8505575247,0.1600000000,19.96,85.78,4812810,1.1102230246e-16,0.0000000000
hubbard_hts_core,500,1.9844209465,0.8506544757,0.0200000000,19.96,85.78,5842370,1.1102230246e-16,0.0000000000
hubbard_hts_core,600,1.9844616534,0.8510727948,0.1200000000,19.96,85.78,6871130,0.0000000000e+00,0.0000000000
hubbard_hts_core,700,1.9844822995,0.8511807807,0.0200000000,19.96,85.78,7906730,2.2204460493e-16,0.0000000000
hubbard_hts_core,800,1.9844941348,0.8513954127,-0.0400000000,19.96,85.78,9320130,3.3306690739e-16,0.0000000000
hubbard_hts_core,900,1.9845029226,0.8515637809,-0.0200000000,19.96,85.78,10343600,3.3306690739e-16,0.0000000000
hubbard_hts_core,1000,1.9845113799,0.8512929867,0.2400000000,19.96,85.78,11868260,2.2204460493e-16,0.0000000000
hubbard_hts_core,1100,1.9845211156,0.8515415700,-0.0400000000,19.96,85.78,12934950,1.1102230246e-16,0.0000000000
hubbard_hts_core,1200,1.9845335947,0.8523852287,-0.2000000000,19.96,85.78,14499600,1.1102230246e-16,0.0000000000
hubbard_hts_core,1300,1.9845505576,0.8524816300,0.0800000000,19.96,85.78,15618170,2.2204460493e-16,0.0000000000
hubbard_hts_core,1400,1.9845741259,0.8526264814,0.0600000000,19.96,85.78,16721170,0.0000000000e+00,0.0000000000
hubbard_hts_core,1500,1.9846052428,0.8515663666,0.1000000000,19.96,85.78,17791110,2.2204460493e-16,0.0000000000
hubbard_hts_core,1600,1.9846390392,0.8500524913,-0.0600000000,19.96,85.78,18860160,2.2204460493e-16,0.0000000000
hubbard_hts_core,1700,1.9846689129,0.8489634470,-0.1800000000,19.96,85.78,19900280,3.3306690739e-16,0.0000000000
hubbard_hts_core,1800,1.9846924498,0.8475748972,-0.1800000000,19.96,85.77,21005090,2.2204460493e-16,0.0000000000
hubbard_hts_core,1900,1.9847062978,0.8468738256,0.1000000000,19.96,85.77,22148130,0.0000000000e+00,0.0000000000
hubbard_hts_core,2000,1.9847132986,0.8465968370,0.0200000000,19.96,85.77,23250780,0.0000000000e+00,0.0000000000
hubbard_hts_core,2100,1.9847169571,0.8466529868,0.0600000000,19.96,85.77,24356010,0.0000000000e+00,0.0000000000
hubbard_hts_core,2200,1.9847187963,0.8467688572,0.1000000000,19.96,85.77,25460950,2.2204460493e-16,0.0000000000
hubbard_hts_core,2300,1.9847197293,0.8468438781,0.0400000000,19.96,85.77,26558630,1.1102230246e-16,0.0000000000
hubbard_hts_core,2400,1.9847202541,0.8469985981,0.1200000000,19.96,85.77,27662790,0.0000000000e+00,0.0000000000
