problem,step,energy,pairing,sign_ratio,cpu_percent,mem_percent,elapsed_ns,norm_deviation,ema_abs_energy
hubbard_hts_core,0,1.9745923269,0.4330617895,0.0200000000,11.72,54.36,99090,2.2204460493e-16,0.0000000000
hubbard_hts_core,100,1.9828257763,0.4312153367,-0.0800000000,11.72,54.36,1122870,0.0000000000e+00,0.0000000000
hubbard_hts_core,200,1.9839568331,0.4271522004,-0.0600000000,11.72,54.36,2158440,0.0000000000e+00,0.0000000000
hubbard_hts_core,300,1.9842289668,0.4258605195,-0.0400000000,11.72,54.36,3156980,3.3306690739e-16,0.0000000000
hubbard_hts_core,400,1.9843555259,0.4252787624,-0.0200000000,11.72,54.36,4193130,1.1102230246e-16,0.0000000000
hubbard_hts_core,500,1.9844209465,0.4253272379,-0.0400000000,11.72,54.36,5219780,1.1102230246e-16,0.0000000000
hubbard_hts_core,600,1.9844616534,0.4255363974,-0.0600000000,11.72,54.36,6265050,0.0000000000e+00,0.0000000000
hubbard_hts_core,700,1.9844822995,0.4255903903,-0.0400000000,11.72,54.36,7366080,2.2204460493e-16,0.0000000000
hubbard_hts_core,800,1.9844941348,0.4256977063,-0.0400000000,11.72,54.36,8347320,3.3306690739e-16,0.0000000000
hubbard_hts_core,900,1.9845029226,0.4257818905,-0.0200000000,11.72,54.36,9318680,3.3306690739e-16,0.0000000000
hubbard_hts_core,1000,1.9845113799,0.4256464933,-0.0200000000,11.72,54.36,10289540,2.2204460493e-16,0.0000000000
hubbard_hts_core,1100,1.9845211156,0.4257707850,-0.0200000000,11.72,54.36,11268280,1.1102230246e-16,0.0000000000
hubbard_hts_core,1200,1.9845335947,0.4261926144,-0.0400000000,11.72,54.36,12262180,1.1102230246e-16,0.0000000000
hubbard_hts_core,1300,1.9845505576,0.4262408150,-0.0200000000,11.72,54.36,13257730,2.2204460493e-16,0.0000000000
hubbard_hts_core,1400,1.9845741259,0.4263132407,-0.0600000000,11.72,54.36,14267060,0.0000000000e+00,0.0000000000
hubbard_hts_core,1500,1.9846052428,0.4257831833,-0.1000000000,11.72,54.36,15271520,2.2204460493e-16,0.0000000000
hubbard_hts_core,1600,1.9846390392,0.4250262456,-0.0600000000,11.72,54.36,16266490,2.2204460493e-16,0.0000000000
hubbard_hts_core,1700,1.9846689129,0.4244817235,-0.0200000000,11.72,54.36,17262080,3.3306690739e-16,0.0000000000
hubbard_hts_core,1800,1.9846924498,0.4237874486,-0.0200000000,11.72,54.36,18248740,2.2204460493e-16,0.0000000000
hubbard_hts_core,1900,1.9847062978,0.4234369128,-0.0200000000,11.72,54.36,19225410,0.0000000000e+00,0.0000000000
hubbard_hts_core,2000,1.9847132986,0.4232984185,-0.0200000000,11.72,54.36,20244710,0.0000000000e+00,0.0000000000
hubbard_hts_core,2100,1.9847169571,0.4233264934,-0.0200000000,11.72,54.36,21261850,0.0000000000e+00,0.0000000000
hubbard_hts_core,2200,1.9847187963,0.4233844286,-0.0400000000,11.72,54.36,22238420,2.2204460493e-16,0.0000000000
hubbard_hts_core,2300,1.9847197293,0.4234219390,-0.0400000000,11.72,54.36,23271260,1.1102230246e-16,0.0000000000
hubbard_hts_core,2400,1.9847202541,0.4234992990,-0.0200000000,11.72,54.36,24293550,0.0000000000e+00,0.0000000000
hubbard_hts_core,2500,1.9847206019,0.4235415346,-0.0400000000,11.72,54.36,25266240,4.4408920985e-16,0.0000000000
hubbard_hts_core,2600,1.9847208724,0.4234027322,-0.0200000000,11.72,54.36,26245160,0.0000000000e+00,0.0000000000
hubbard_hts_core,2700,1.9847211096,0.4233472132,-0.0200000000,11.72,54.36,27209220,1.1102230246e-16,0.0000000000
qcd_lattice_fullscale,0,2.2115701842,0.3938907150,-0.0864197531,11.72,54.36,44450,1.1102230246e-16,0.0000000000
qcd_lattice_fullscale,100,2.2183077515,0.3907065287,-0.0617283951,11.72,54.36,858460,4.4408920985e-16,0.0000000000
qcd_lattice_fullscale,200,2.2203858203,0.3862599783,-0.0617283951,11.72,54.36,1656690,0.0000000000e+00,0.0000000000
qcd_lattice_fullscale,300,2.2209070074,0.3850730137,-0.1604938272,11.72,54.36,2443900,0.0000000000e+00,0.0000000000
qcd_lattice_fullscale,400,2.2211013090,0.3841955512,-0.2098765432,11.72,54.36,3235770,0.0000000000e+00,0.0000000000
qcd_lattice_fullscale,500,2.2211894141,0.3831216218,-0.2345679012,11.72,54.36,4028740,0.0000000000e+00,0.0000000000
qcd_lattice_fullscale,600,2.2212513466,0.3818215969,-0.2839506173,11.72,54.36,4832040,2.2204460493e-16,0.0000000000
qcd_lattice_fullscale,700,2.2212891644,0.3812946547,-0.2839506173,11.72,54.36,5624750,0.0000000000e+00,0.0000000000
qcd_lattice_fullscale,800,2.2213075974,0.3812088714,-0.2592592593,11.72,54.36,6472680,1.1102230246e-16,0.0000000000
qcd_lattice_fullscale,900,2.2213151126,0.3812867125,-0.2345679012,11.72,54.36,7352210,0.0000000000e+00,0.0000000000
qcd_lattice_fullscale,1000,2.2213175754,0.3812150522,-0.2345679012,11.72,54.36,8211200,5.5511151231e-16,0.0000000000
qcd_lattice_fullscale,1100,2.2213180898,0.3811618864,-0.2098765432,11.72,54.36,9049170,2.2204460493e-16,0.0000000000
qcd_lattice_fullscale,1200,2.2213179167,0.3811070738,-0.2345679012,11.72,54.36,9879480,0.0000000000e+00,0.0000000000
qcd_lattice_fullscale,1300,2.2213175749,0.3808935174,-0.2345679012,11.72,54.36,10692010,3.3306690739e-16,0.0000000000
qcd_lattice_fullscale,1400,2.2213173298,0.3808752403,-0.2345679012,11.72,54.36,11510580,3.3306690739e-16,0.0000000000
qcd_lattice_fullscale,1500,2.2213173549,0.3810578185,-0.2345679012,11.72,54.36,12305980,1.1102230246e-16,0.0000000000
qcd_lattice_fullscale,1600,2.2213177200,0.3811188250,-0.2592592593,11.72,54.36,13102370,4.4408920985e-16,0.0000000000
qcd_lattice_fullscale,1700,2.2213183398,0.3811149596,-0.2345679012,11.72,54.36,13909760,0.0000000000e+00,0.0000000000
qcd_lattice_fullscale,1800,2.2213190140,0.3811842479,-0.2345679012,11.72,54.36,14720010,1.1102230246e-16,0.0000000000
qcd_lattice_fullscale,1900,2.2213195574,0.3813028768,-0.2098765432,11.72,54.36,15512830,2.2204460493e-16,0.0000000000
qcd_lattice_fullscale,2000,2.2213198918,0.3813573583,-0.1851851852,11.72,54.36,16306680,0.0000000000e+00,0.0000000000
qcd_lattice_fullscale,2100,2.2213200331,0.3812468060,-0.2098765432,11.72,54.36,17099210,1.1102230246e-16,0.0000000000
quantum_field_noneq,0,1.7132814802,0.3620296807,0.0937500000,11.72,54.36,43530,4.4408920985e-16,0.0000000000
quantum_field_noneq,100,1.7345843466,0.3524613543,0.1562500000,11.72,54.36,1203940,1.1102230246e-16,0.0000000000
