problem,step,energy,pairing,sign_ratio,cpu_percent,mem_percent,elapsed_ns,norm_deviation,ema_abs_energy
hubbard_hts_core,0,1.9745923269,0.4330617895,0.0200000000,15.98,54.86,101180,2.2204460493e-16,0.0000000000
hubbard_hts_core,100,1.9828257763,0.4312153367,-0.0800000000,15.98,54.86,1115510,0.0000000000e+00,0.0000000000
hubbard_hts_core,200,1.9839568331,0.4271522004,-0.0600000000,15.98,54.86,2150090,0.0000000000e+00,0.0000000000
hubbard_hts_core,300,1.9842289668,0.4258605195,-0.0400000000,15.98,54.86,3140990,3.3306690739e-16,0.0000000000
hubbard_hts_core,400,1.9843555259,0.4252787624,-0.0200000000,15.98,54.86,4123820,1.1102230246e-16,0.0000000000
hubbard_hts_core,500,1.9844209465,0.4253272379,-0.0400000000,15.98,54.86,5103200,1.1102230246e-16,0.0000000000
hubbard_hts_core,600,1.9844616534,0.4255363974,-0.0600000000,15.98,54.86,6107710,0.0000000000e+00,0.0000000000
hubbard_hts_core,700,1.9844822995,0.4255903903,-0.0400000000,15.98,54.86,7092670,2.2204460493e-16,0.0000000000
hubbard_hts_core,800,1.9844941348,0.4256977063,-0.0400000000,15.98,54.86,8079050,3.3306690739e-16,0.0000000000
hubbard_hts_core,900,1.9845029226,0.4257818905,-0.0200000000,15.98,54.86,9057870,3.3306690739e-16,0.0000000000
hubbard_hts_core,1000,1.9845113799,0.4256464933,-0.0200000000,15.98,54.86,10046870,2.2204460493e-16,0.0000000000
hubbard_hts_core,1100,1.9845211156,0.4257707850,-0.0200000000,15.98,54.86,11055140,1.1102230246e-16,0.0000000000
hubbard_hts_core,1200,1.9845335947,0.4261926144,-0.0400000000,15.98,54.86,12049300,1.1102230246e-16,0.0000000000
hubbard_hts_core,1300,1.9845505576,0.4262408150,-0.0200000000,15.98,54.86,13041560,2.2204460493e-16,0.0000000000
hubbard_hts_core,1400,1.9845741259,0.4263132407,-0.0600000000,15.98,54.86,14026030,0.0000000000e+00,0.0000000000
hubbard_hts_core,1500,1.9846052428,0.4257831833,-0.1000000000,15.98,54.86,15057450,2.2204460493e-16,0.0000000000
hubbard_hts_core,1600,1.9846390392,0.4250262456,-0.0600000000,15.98,54.86,16051080,2.2204460493e-16,0.0000000000
hubbard_hts_core,1700,1.9846689129,0.4244817235,-0.0200000000,15.98,54.86,17043280,3.3306690739e-16,0.0000000000
