event,timestamp_utc,timestamp_ns,pid,detail,value
INIT,2026-03-14T06:30:49Z,228426394708080,4025,activation,100PCT_INCONDITIONNELLE
INIT,2026-03-14T06:30:49Z,228426394708080,4025,modules_reels,ultra_forensic_logger+memory_tracker
MODULE_START,2026-03-14T06:30:49Z,228426398590689,4025,hubbard_hts_fullscale,main_campaign
MODULE_START,2026-03-14T06:30:49Z,228426401641579,4025,simulate_fs,hubbard_hts_core
METRIC,2026-03-14T06:30:49Z,228426401940519,4025,simulate_fs:sites,100.0000000000
METRIC,2026-03-14T06:30:49Z,228426402526639,4025,simulate_fs:steps,2800.0000000000
METRIC,2026-03-14T06:30:49Z,228426403014199,4025,simulate_fs:temp_K,95.0000000000
METRIC,2026-03-14T06:30:49Z,228426403480979,4025,simulate_fs:U_eV,8.0000000000
METRIC,2026-03-14T06:30:49Z,228426405318349,4025,simulate_fs:local_pair_site0_step0,0.5835096733
METRIC,2026-03-14T06:30:49Z,228426405816719,4025,simulate_fs:d_site0_step0,-0.1531025933
METRIC,2026-03-14T06:30:49Z,228426406359009,4025,simulate_fs:step_pairing_norm_step0,0.7158923070
METRIC,2026-03-14T06:30:49Z,228426406943879,4025,simulate_fs:step_energy_norm_step0,1.9745923269
MODULE_END,2026-03-14T06:30:51Z,228428811447195,4025,simulate_fs:hubbard_hts_core,2409805616
METRIC,2026-03-14T06:30:51Z,228428811845975,4025,simulate_fs:pairing_final,0.6711904864
METRIC,2026-03-14T06:30:51Z,228428812436265,4025,simulate_fs:energy_final_eV,1.9847213329
METRIC,2026-03-14T06:30:51Z,228428813062925,4025,simulate_fs:sign_ratio_final,-0.0400000000
METRIC,2026-03-14T06:30:51Z,228428813618005,4025,simulate_fs:elapsed_ns,2409987666.0000000000
MODULE_START,2026-03-14T06:30:51Z,228428814191155,4025,simulate_fs,qcd_lattice_fullscale
METRIC,2026-03-14T06:30:51Z,228428814550815,4025,simulate_fs:sites,81.0000000000
METRIC,2026-03-14T06:30:51Z,228428815200775,4025,simulate_fs:steps,2200.0000000000
METRIC,2026-03-14T06:30:51Z,228428815696145,4025,simulate_fs:temp_K,140.0000000000
METRIC,2026-03-14T06:30:51Z,228428816643085,4025,simulate_fs:U_eV,9.0000000000
METRIC,2026-03-14T06:30:51Z,228428817263135,4025,simulate_fs:local_pair_site0_step0,0.6571004364
METRIC,2026-03-14T06:30:51Z,228428817766665,4025,simulate_fs:d_site0_step0,0.0809842964
METRIC,2026-03-14T06:30:51Z,228428818278625,4025,simulate_fs:step_pairing_norm_step0,0.5799614517
METRIC,2026-03-14T06:30:51Z,228428818736815,4025,simulate_fs:step_energy_norm_step0,2.2115701842
MODULE_END,2026-03-14T06:30:53Z,228430748545999,4025,simulate_fs:qcd_lattice_fullscale,1934354844
METRIC,2026-03-14T06:30:53Z,228430748971779,4025,simulate_fs:pairing_final,0.5247243224
METRIC,2026-03-14T06:30:53Z,228430749668019,4025,simulate_fs:energy_final_eV,2.2213200609
METRIC,2026-03-14T06:30:53Z,228430750300619,4025,simulate_fs:sign_ratio_final,-0.2098765432
METRIC,2026-03-14T06:30:53Z,228430750956339,4025,simulate_fs:elapsed_ns,1934354114.0000000000
MODULE_START,2026-03-14T06:30:53Z,228430751560819,4025,simulate_fs,quantum_field_noneq
METRIC,2026-03-14T06:30:53Z,228430751876539,4025,simulate_fs:sites,64.0000000000
METRIC,2026-03-14T06:30:53Z,228430752478409,4025,simulate_fs:steps,2100.0000000000
METRIC,2026-03-14T06:30:53Z,228430753036329,4025,simulate_fs:temp_K,180.0000000000
METRIC,2026-03-14T06:30:53Z,228430753795489,4025,simulate_fs:U_eV,7.0000000000
METRIC,2026-03-14T06:30:53Z,228430754351319,4025,simulate_fs:local_pair_site0_step0,0.7018419847
METRIC,2026-03-14T06:30:53Z,228430754858379,4025,simulate_fs:d_site0_step0,0.0531072761
METRIC,2026-03-14T06:30:53Z,228430755420679,4025,simulate_fs:step_pairing_norm_step0,0.4880717565
METRIC,2026-03-14T06:30:53Z,228430756101879,4025,simulate_fs:step_energy_norm_step0,1.7132814802
MODULE_END,2026-03-14T06:30:55Z,228432659259894,4025,simulate_fs:quantum_field_noneq,1907699075
METRIC,2026-03-14T06:30:55Z,228432659706234,4025,simulate_fs:pairing_final,0.3935445535
METRIC,2026-03-14T06:30:55Z,228432660363104,4025,simulate_fs:energy_final_eV,1.7379608254
METRIC,2026-03-14T06:30:55Z,228432661097784,4025,simulate_fs:sign_ratio_final,0.4375000000
METRIC,2026-03-14T06:30:55Z,228432661788414,4025,simulate_fs:elapsed_ns,1907698475.0000000000
MODULE_START,2026-03-14T06:30:55Z,228432662460734,4025,simulate_fs,dense_nuclear_fullscale
METRIC,2026-03-14T06:30:55Z,228432662821354,4025,simulate_fs:sites,72.0000000000
METRIC,2026-03-14T06:30:55Z,228432663501074,4025,simulate_fs:steps,2100.0000000000
METRIC,2026-03-14T06:30:55Z,228432664152744,4025,simulate_fs:temp_K,80.0000000000
METRIC,2026-03-14T06:30:55Z,228432664878234,4025,simulate_fs:U_eV,11.0000000000
