event,timestamp_utc,timestamp_ns,pid,detail,value
INIT,2026-03-14T06:42:42Z,229139549684251,5920,activation,100PCT_INCONDITIONNELLE
INIT,2026-03-14T06:42:42Z,229139549684251,5920,modules_reels,ultra_forensic_logger+memory_tracker
MODULE_START,2026-03-14T06:42:42Z,229139552162101,5920,hubbard_hts_fullscale,main_campaign
MODULE_START,2026-03-14T06:42:42Z,229139552636931,5920,simulate_fs,hubbard_hts_core
METRIC,2026-03-14T06:42:42Z,229139552662891,5920,simulate_fs:sites,100.0000000000
METRIC,2026-03-14T06:42:42Z,229139552709391,5920,simulate_fs:steps,2800.0000000000
METRIC,2026-03-14T06:42:42Z,229139552742561,5920,simulate_fs:temp_K,95.0000000000
METRIC,2026-03-14T06:42:42Z,229139552772961,5920,simulate_fs:U_eV,8.0000000000
METRIC,2026-03-14T06:42:42Z,229139553884561,5920,simulate_fs:local_pair_site0_step0,0.5835096733
METRIC,2026-03-14T06:42:42Z,229139553928051,5920,simulate_fs:d_site0_step0,-0.1531025933
METRIC,2026-03-14T06:42:42Z,229139553968621,5920,simulate_fs:step_pairing_norm_step0,0.7158923070
METRIC,2026-03-14T06:42:42Z,229139553998951,5920,simulate_fs:step_energy_norm_step0,1.9745923269
MODULE_END,2026-03-14T06:42:44Z,229141933802391,5920,simulate_fs:hubbard_hts_core,2381165460
METRIC,2026-03-14T06:42:44Z,229141933870861,5920,simulate_fs:pairing_final,0.6711904864
METRIC,2026-03-14T06:42:44Z,229141933905771,5920,simulate_fs:energy_final_eV,1.9847213329
METRIC,2026-03-14T06:42:44Z,229141933936121,5920,simulate_fs:sign_ratio_final,-0.0400000000
METRIC,2026-03-14T06:42:44Z,229141933966181,5920,simulate_fs:elapsed_ns,2381190570.0000000000
MODULE_START,2026-03-14T06:42:44Z,229141934020131,5920,simulate_fs,qcd_lattice_fullscale
METRIC,2026-03-14T06:42:44Z,229141934056281,5920,simulate_fs:sites,81.0000000000
METRIC,2026-03-14T06:42:44Z,229141934087271,5920,simulate_fs:steps,2200.0000000000
METRIC,2026-03-14T06:42:44Z,229141934118341,5920,simulate_fs:temp_K,140.0000000000
METRIC,2026-03-14T06:42:44Z,229141934148221,5920,simulate_fs:U_eV,9.0000000000
METRIC,2026-03-14T06:42:44Z,229141934178231,5920,simulate_fs:local_pair_site0_step0,0.6571004364
METRIC,2026-03-14T06:42:44Z,229141934208041,5920,simulate_fs:d_site0_step0,0.0809842964
METRIC,2026-03-14T06:42:44Z,229141934245851,5920,simulate_fs:step_pairing_norm_step0,0.5799614517
