mode,run,seed,rc,wins,losses,win_rate,nqubits_per_sec,nqubit_avg_score,baseline_avg_score,latency_p50_ns,latency_p95_ns,latency_p99_ns,used_hardware_entropy,margin_mean,margin_std,scenario_latency_mean_ns
hardware_preferred,0,0,0,227,133,0.630555555556,9772511.824,0.960582895503,0.941530000501,126320,166990,200220,True,0.01905289500126389,0.050450814106204285,134454.44444444444
hardware_preferred,1,0,0,236,124,0.655555555556,9036097.758,0.95934609423,0.936669502465,131110,186030,215440,True,0.022676591765147223,0.0489151283074413,144363.9972222222
hardware_preferred,2,0,0,232,128,0.644444444444,9040720.535,0.962364722903,0.940579426685,131760,185860,216970,True,0.02178529621806389,0.05198281520354528,145261.85833333334
hardware_preferred,3,0,0,248,112,0.688888888889,9578170.892,0.962421348518,0.934465244927,127140,176130,188640,True,0.027956103590700002,0.05103024878005397,136882.16666666666
hardware_preferred,4,0,0,235,125,0.652777777778,8783478.013,0.963712270515,0.938683411538,137940,198820,221050,True,0.025028858977241667,0.05248239172822677,148650.07777777777
hardware_preferred,5,0,0,246,114,0.683333333333,8572475.492,0.964485101395,0.936740447464,142350,198380,236400,True,0.027744653930691667,0.050561103082996856,153005.6638888889
hardware_preferred,6,0,0,229,131,0.636111111111,8551147.228,0.96146108302,0.942752187467,139350,215760,222900,True,0.018708895553666668,0.05101181563922017,152986.13888888888
hardware_preferred,7,0,0,251,109,0.697222222222,7885874.004,0.963080065746,0.935898828035,173620,210380,220560,True,0.02718123771037778,0.050121404165699136,166516.88611111112
hardware_preferred,8,0,0,223,137,0.619444444444,9335639.755,0.959155499734,0.939622858961,129720,181130,196000,True,0.019532640772330554,0.05200931094817309,140454.85833333334
hardware_preferred,9,0,0,247,113,0.686111111111,8224748.565,0.965095031304,0.938269615293,162080,216560,223400,True,0.026825416010658333,0.04881975783778153,158753.69166666668
hardware_preferred,10,0,0,245,115,0.680555555556,8127608.616,0.962729950929,0.938719049487,177420,214260,220360,True,0.02401090144203889,0.05208503936826691,161745.36111111112
hardware_preferred,11,0,0,229,131,0.636111111111,8870501.919,0.959664375865,0.938045987322,133430,194160,222600,True,0.021618388542472222,0.0552801515108415,147085.08333333334
hardware_preferred,12,0,0,228,132,0.633333333333,9168073.878,0.959936718235,0.940461844016,130430,187400,201840,True,0.019474874218641667,0.054977270026263604,142688.94166666668
hardware_preferred,13,0,0,245,115,0.680555555556,8343902.552,0.960296340841,0.934517106938,170300,193680,219930,True,0.025779233902744444,0.053016297343390334,157492.75
hardware_preferred,14,0,0,220,140,0.611111111111,8888171.095,0.962882556985,0.943713460787,136210,191940,214630,True,0.019169096197844446,0.05350601869363031,147512.08055555556
hardware_preferred,15,0,0,242,118,0.672222222222,8213130.877,0.963774069725,0.938141389662,160400,215260,236280,True,0.025632680063616665,0.053392094979647746,159361.60833333334
hardware_preferred,16,0,0,227,133,0.630555555556,9450434.72,0.961863998953,0.940713681775,129450,174540,186760,True,0.0211503171776,0.05251951065978545,138829.05555555556
hardware_preferred,17,0,0,237,123,0.658333333333,9374067.127,0.960247151806,0.93836682313,129370,181300,206250,True,0.021880328675330556,0.05133700027899531,140069.41666666666
hardware_preferred,18,0,0,242,118,0.672222222222,8964444.93,0.959603349356,0.936295793575,135500,186120,217190,True,0.02330755578135,0.05408685118970118,146901.38611111112
hardware_preferred,19,0,0,233,127,0.647222222222,8010128.49,0.963493243748,0.937841288176,173190,216800,227990,True,0.025651955572391666,0.04916393861454584,164197.9972222222
hardware_preferred,20,0,0,233,127,0.647222222222,8249656.878,0.964762266408,0.941039960301,159460,211650,223840,True,0.02372230610708333,0.05317662940637041,159424.63888888888
hardware_preferred,21,0,0,242,118,0.672222222222,8477713.932,0.962141350451,0.938419747484,145610,196870,220100,True,0.023721602966930558,0.05186648167214712,154618.41666666666
hardware_preferred,22,0,0,230,130,0.638888888889,8687827.883,0.96121577448,0.938684088363,140490,194180,216370,True,0.022531686116547222,0.051412346420818544,150854.275
hardware_preferred,23,0,0,237,123,0.658333333333,8698169.03,0.96298702671,0.938657407141,139970,189620,221510,True,0.024329619568155554,0.05268381548800116,150792.33055555556
hardware_preferred,24,0,0,229,131,0.636111111111,7557106.762,0.957769924525,0.940027442787,181200,214800,220880,True,0.017742481738136112,0.04936551590152381,174381.36111111112
hardware_preferred,25,0,0,238,122,0.661111111111,8344174.828,0.961280735757,0.936978914258,155789,210920,232590,True,0.024301821499425,0.05432363329609935,157894.225
hardware_preferred,26,0,0,239,121,0.663888888889,8478096.124,0.96157851449,0.936896655422,143750,207530,218100,True,0.024681859067277774,0.050484139286077936,155345.10833333334
hardware_preferred,27,0,0,245,115,0.680555555556,8584462.94,0.963084269251,0.93816512264,146950,194090,219370,True,0.024919146611525,0.052691296162579504,153454.88888888888
hardware_preferred,28,0,0,240,120,0.666666666667,8190021.499,0.963192560389,0.938678937317,161020,209690,225190,True,0.024513623072455557,0.051544164250501484,159749.08333333334
hardware_preferred,29,0,0,237,123,0.658333333333,8500953.212,0.96252961215,0.939559955928,147470,198670,221590,True,0.02296965622165,0.05041645215690821,154734.4388888889
deterministic_seeded,0,1,0,247,113,0.686111111111,8619106.449,0.962723751798,0.940151442496,139850,194210,223590,False,0.022572309302347222,0.04726312032607912,153051.44166666668
deterministic_seeded,1,2,0,244,116,0.677777777778,8502820.355,0.964751083615,0.941196772426,145080,208860,230870,False,0.023554311188763888,0.051096520531153364,154428.25
deterministic_seeded,2,3,0,232,128,0.644444444444,8300836.957,0.961350553693,0.940048574945,162720,199790,209490,False,0.021301978748480555,0.05133401536778466,159386.13333333333
deterministic_seeded,3,4,0,238,122,0.661111111111,6998676.181,0.961752171061,0.939304730635,181120,249160,368860,False,0.022447440425925003,0.04885956098129349,186825.83055555556
deterministic_seeded,4,5,0,229,131,0.636111111111,8276912.788,0.960279671985,0.942190655381,147820,195960,228000,False,0.018089016604091665,0.048316849245074144,154182.80277777778
deterministic_seeded,5,6,0,237,123,0.658333333333,8145695.461,0.963872240068,0.941370848251,172960,195830,213060,False,0.022501391817008335,0.05191436786640746,161338.30555555556
deterministic_seeded,6,7,0,230,130,0.638888888889,7640339.044,0.960779211338,0.940508284782,180060,211890,271510,False,0.02027092655641389,0.05191364392268776,171106.44166666668
deterministic_seeded,7,8,0,248,112,0.688888888889,8594253.183,0.96146624983,0.93653192143,141570,194590,218800,False,0.024934328400530555,0.05104614851505948,151457.1638888889
deterministic_seeded,8,9,0,231,129,0.641666666667,8013122.569,0.963755271045,0.941333310634,174300,199750,226620,False,0.022421960410836113,0.05180803043888159,163771.7472222222
deterministic_seeded,9,10,0,230,130,0.638888888889,7958711.971,0.962068006452,0.943077058577,174800,199110,223030,False,0.018990947875394446,0.049088176293993285,165141.80555555556
deterministic_seeded,10,11,0,238,122,0.661111111111,7794843.433,0.960595824205,0.937016257483,180470,207310,226030,False,0.023579566722294443,0.05303062812335781,168278.975
deterministic_seeded,11,12,0,226,134,0.627777777778,7623775.282,0.960198908618,0.937343619012,179320,219190,262240,False,0.02285528960553611,0.055064792731142106,172305.525
deterministic_seeded,12,13,0,229,131,0.636111111111,7896844.77,0.96271975317,0.938727938494,175820,214120,232260,False,0.023991814676088886,0.0544825583640707,166578.83055555556
deterministic_seeded,13,14,0,227,133,0.630555555556,8856217.724,0.960030961856,0.941106844148,136140,193140,224560,False,0.018924117707894445,0.051904100759032845,148714.08333333334
deterministic_seeded,14,15,0,233,127,0.647222222222,7674384.397,0.959922500896,0.936318099014,174320,220950,254840,False,0.023604401882858332,0.0542133128164283,170501.75
deterministic_seeded,15,16,0,226,134,0.627777777778,8218301.705,0.963398477518,0.940246135079,162500,204750,221080,False,0.023152342439355555,0.052107188928703994,160110.36111111112
deterministic_seeded,16,17,0,224,136,0.622222222222,8732368.65,0.960884716809,0.938694710925,136050,190110,235250,False,0.022190005884744443,0.0523734687958911,150720.47222222222
deterministic_seeded,17,18,0,237,123,0.658333333333,7771887.694,0.959741274732,0.936014624942,176700,219480,267460,False,0.02372664978973611,0.05323894985264082,169954.52777777778
deterministic_seeded,18,19,0,246,114,0.683333333333,7929854.77,0.962257402639,0.938759157356,157760,224550,303520,False,0.02349824528283889,0.05332444716173693,164727.69444444444
deterministic_seeded,19,20,0,251,109,0.697222222222,8602862.818,0.963390143571,0.937210184421,147280,187890,213170,False,0.02617995915067222,0.04890798165647818,152826.05277777778
deterministic_seeded,20,21,0,236,124,0.655555555556,8877794.151,0.962514471869,0.937252273122,135750,193440,216070,False,0.025262198746872223,0.054757015022470344,148362.85833333334
deterministic_seeded,21,22,0,238,122,0.661111111111,7405778.006,0.960281030552,0.936885262096,181610,215370,219000,False,0.023395768455769444,0.05066083597241885,177502.75
deterministic_seeded,22,23,0,260,100,0.722222222222,7776300.521,0.963255918086,0.933361965234,180750,214940,227210,False,0.029893952852008333,0.05133284695545252,169484.47222222222
deterministic_seeded,23,24,0,249,111,0.691666666667,8341451.491,0.962772597058,0.938144168802,151320,199270,218930,False,0.024628428256641667,0.04820118479052832,157369.4138888889
deterministic_seeded,24,25,0,230,130,0.638888888889,8525724.742,0.961914614106,0.937291556806,145960,194580,224180,False,0.024623057300744444,0.05104743634326343,154228.13611111112
deterministic_seeded,25,26,0,237,123,0.658333333333,8056703.849,0.959168777685,0.933196221966,176640,200200,226650,False,0.025972555718427777,0.05436885091934999,163275.80555555556
deterministic_seeded,26,27,0,234,126,0.65,8274363.445,0.960629028481,0.940604108576,155140,194340,220950,False,0.020024919905891666,0.051361001092461916,157410.36111111112
deterministic_seeded,27,28,0,235,125,0.652777777778,8245421.84,0.960856808941,0.937381748234,165300,195870,222950,False,0.023475060707741666,0.05383790997555153,159396.35833333334
deterministic_seeded,28,29,0,241,119,0.669444444444,8043741.483,0.96213908428,0.936709959942,166490,216670,278120,False,0.025429124337986112,0.05187435931047229,163005.88333333333
deterministic_seeded,29,30,0,225,135,0.625,8009631.9,0.961725524214,0.940835483961,177030,212080,223040,False,0.02089004025323889,0.05072368263485588,164523.5
