mode,run,seed,rc,wins,losses,win_rate,nqubits_per_sec,nqubit_avg_score,baseline_avg_score,latency_p50_ns,latency_p95_ns,latency_p99_ns,used_hardware_entropy,margin_mean,margin_std,scenario_latency_mean_ns,max_qubits_width
hardware_preferred,0,0,0,243,117,0.675,10059800.123,0.962214113457,0.939550860123,127950,175760,189380,True,0.02266325333367778,0.049313941747552326,136269.025,36
hardware_preferred,1,0,0,233,127,0.647222222222,10226992.772,0.960011301617,0.938094336791,127440,161720,189850,True,0.021916964825772222,0.05177380447453351,134035.30277777778,36
hardware_preferred,2,0,0,227,133,0.630555555556,9831405.058,0.961106346817,0.940183517424,128840,176970,186090,True,0.020922829393641665,0.053910283611106245,139372.11111111112,36
hardware_preferred,3,0,0,242,118,0.672222222222,9919387.461,0.96222174533,0.937389686711,128740,181060,195500,True,0.024832058619388888,0.05244282949820687,138254.96666666667,36
hardware_preferred,4,0,0,219,141,0.608333333333,10040878.928,0.961586936256,0.941718409831,128740,173090,189541,True,0.01986852642491111,0.04975923578374648,136361.05,36
hardware_preferred,5,0,0,230,130,0.638888888889,10120130.568,0.960759692748,0.938826767192,127330,179110,190270,True,0.021932925556263888,0.05454162229405836,135367.71944444443,36
hardware_preferred,6,0,0,244,116,0.677777777778,10146116.356,0.960244635698,0.937744592678,127570,172240,183790,True,0.022500043019249998,0.05304623638721436,135050.44166666668,36
hardware_preferred,7,0,0,258,102,0.716666666667,10462635.531,0.964947639783,0.935272334518,127000,150100,179221,True,0.02967530526441389,0.0511611408358705,131166.4111111111,36
hardware_preferred,8,0,0,234,126,0.65,10238783.256,0.961521219487,0.936915458874,126960,168120,184000,True,0.024605760612572223,0.05474595315324809,133834.71944444443,36
hardware_preferred,9,0,0,248,112,0.688888888889,10366439.655,0.961209212586,0.936080017759,127470,152960,181350,True,0.02512919482732222,0.05181715395966891,132359.82777777777,36
hardware_preferred,10,0,0,228,132,0.633333333333,10457449.292,0.961718261137,0.940692661518,126770,150550,182920,True,0.021025599618808333,0.05143381419666104,131222.08055555556,36
hardware_preferred,11,0,0,225,135,0.625,9667391.849,0.959729776432,0.938625973802,127760,186200,199470,True,0.021103802629705556,0.050253347010650894,140207.38611111112,36
hardware_preferred,12,0,0,233,127,0.647222222222,10016473.721,0.961016372409,0.939554729577,128430,168760,186970,True,0.021461642832308333,0.05420740437084287,136556.13611111112,36
hardware_preferred,13,0,0,229,131,0.636111111111,10155375.431,0.960929343555,0.938113092839,128090,158800,187870,True,0.022816250716127775,0.050226074810170676,135055.35833333334,36
