problem,fullscale_energy,advanced_energy,delta_energy,delta_energy_pct,fullscale_pairing,advanced_pairing,delta_pairing,delta_pairing_pct,fullscale_elapsed_ns,advanced_elapsed_ns
bosonic_multimode_systems,-0.03,1.2867135532,1.3167135532,4389.045177333334,0.1910897803,0.8078602474,0.6167704670999999,322.7647580795297,1108971040,16243201
correlated_fermions_non_hubbard,0.08,2.1335663734,2.0535663734,2566.9579667499997,0.2815015687,0.8556732854,0.5741717167,203.9675016205336,1185857541,19343421
dense_nuclear_fullscale,-0.0,2.7096928754,2.7096928754,0.0,0.3043995762,0.8491039464,0.5447043702,178.94386615115135,1096122678,14179461
far_from_equilibrium_kinetic_lattices,0.1515151515,1.9844793121,1.8329641606,1209.7563461169757,0.1035907984,0.7680019469,0.6644111485,641.3804688853523,1172336701,21008061
hubbard_hts_core,0.16,1.9847213026,1.8247213026,1140.450814125,0.2407834265,0.8465964823,0.6058130557999999,251.60081181916394,1400900404,25679042
multi_correlated_fermion_boson_networks,0.252,1.8375074257,1.5855074257,629.1696133730159,0.223986695,0.839868451,0.615881756,274.96354459803956,1174021672,21431561
multi_state_excited_chemistry,0.2407407407,1.6944948772,1.4537541365,603.867102956039,0.499086213,0.9140348305,0.4149486175,83.14167105633912,1167930520,16945562
multiscale_nonlinear_field_models,-0.0,2.284662889,2.284662889,0.0,0.1510284423,0.8065311939,0.6555027516,434.0260295460917,1122547620,19867672
qcd_lattice_fullscale,-0.0604938272,2.221319437,2.2818132642,3771.977026112178,0.119818949,0.761933568,0.642114619,535.9040655581114,1255024890,16335082
quantum_chemistry_fullscale,0.2285714286,1.6206795408,1.3921081122,609.0472990113692,0.4143216295,0.8758070719,0.46148544239999995,111.38338178407842,1121242918,11807221
quantum_field_noneq,0.08125,1.7379608696,1.6567108696,2039.0287625846152,0.0658457361,0.6753830197,0.6095372836,925.7050185820614,1183091849,12469821
spin_liquid_exotic,-0.0,2.6034403098,2.6034403098,0.0,0.447940729,0.9155257464,0.46758501739999997,104.38546600659748,1442882477,28011192
topological_correlated_materials,0.0818181818,1.9389658062,1.8571476244,2269.8470969932996,0.3507768488,0.8966761212,0.5458992724,155.62579864307168,1264161933,27095912
