problem,step,energy_norm,pairing_norm,sign_ratio,cpu_percent,mem_percent,elapsed_ns
hubbard_hts_core,700,-1.8940109502,0.9488048686,0.1200000000,0.00,0.00,350789353
hubbard_hts_core,1400,-1.0084029091,0.9450731589,-0.1400000000,0.00,0.00,695369269
hubbard_hts_core,2100,-0.7982273505,0.9461076892,-0.2000000000,0.00,0.00,1034984969
hubbard_hts_core,2800,-0.5615642313,0.9454859533,-0.0600000000,0.00,0.00,1398952783
qcd_lattice_proxy,700,-0.7550278826,0.9163941861,0.0370370370,0.00,0.00,349326946
qcd_lattice_proxy,1400,-0.3641371765,0.9160024490,0.0864197531,0.00,0.00,688115629
qcd_lattice_proxy,2100,-0.3678317049,0.9193540591,0.0123456790,0.00,0.00,1037231467
qcd_lattice_proxy,2200,-0.3571337614,0.9184216008,0.1358024691,0.00,0.00,1089720108
quantum_field_noneq,700,-4.3786294202,0.8805292649,-0.1562500000,0.00,0.00,346750350
quantum_field_noneq,1400,-1.9214597223,0.8885913984,0.2187500000,0.00,0.00,692347153
quantum_field_noneq,2100,-1.2608033699,0.8911741667,0.0625000000,0.00,0.00,1149115968
quantum_field_noneq,2100,-1.2608033699,0.8911741667,0.0625000000,0.00,0.00,1175240801
dense_nuclear_proxy,700,-0.7511284009,0.9476892413,0.0277777778,0.00,0.00,356930989
dense_nuclear_proxy,1400,-0.5451678564,0.9509891947,0.2777777778,0.00,0.00,856210049
dense_nuclear_proxy,2100,-0.2620903265,0.9473706146,-0.2777777778,0.00,0.00,1234615473
dense_nuclear_proxy,2100,-0.2620903265,0.9473706146,-0.2777777778,0.00,0.00,1144278594
quantum_chemistry_proxy,700,-6.9739549749,0.9570246319,-0.1428571429,0.00,0.00,418769087
quantum_chemistry_proxy,1400,-4.0782486854,0.9550726295,-0.1071428571,0.00,0.00,799812130
quantum_chemistry_proxy,2100,-2.4547951453,0.9568061403,0.1428571429,0.00,0.00,1117446522
quantum_chemistry_proxy,2200,-2.1485697013,0.9554844233,-0.0357142857,0.00,0.00,1173037283
spin_liquid_exotic,700,-1.4598054973,0.9729871119,0.0166666667,0.00,0.00,436734153
spin_liquid_exotic,1400,-0.7684465243,0.9734654222,0.0333333333,0.00,0.00,763534072
spin_liquid_exotic,2100,-0.5012072474,0.9725363452,-0.0666666667,0.00,0.00,1053979317
spin_liquid_exotic,2600,-0.4448111584,0.9734967954,-0.0333333333,0.00,0.00,1297310013
topological_correlated_materials,700,-2.1801877683,0.9648944148,-0.0082644628,0.00,0.00,352043740
topological_correlated_materials,1400,-1.3072733447,0.9636821193,0.0578512397,0.00,0.00,706441801
topological_correlated_materials,2100,-0.7118314810,0.9638451788,-0.0082644628,0.00,0.00,1069085060
topological_correlated_materials,2500,-0.6082247372,0.9629177308,-0.0578512397,0.00,0.00,1270930895
correlated_fermions_non_hubbard,700,-3.3031675032,0.9537223943,0.1333333333,0.00,0.00,351624873
correlated_fermions_non_hubbard,1400,-1.5847912229,0.9522240902,-0.0444444444,0.00,0.00,702352099
correlated_fermions_non_hubbard,2100,-0.8885731404,0.9505741622,0.1111111111,0.00,0.00,1053819674
correlated_fermions_non_hubbard,2400,-1.0364495704,0.9528765655,0.0666666667,0.00,0.00,1201499992
multi_state_excited_chemistry,700,-5.0011474512,0.9715896883,0.0864197531,0.00,0.00,357534254
multi_state_excited_chemistry,1400,-2.6902634570,0.9720805766,0.0123456790,0.00,0.00,712236130
multi_state_excited_chemistry,2100,-1.5164884390,0.9688734109,0.1111111111,0.00,0.00,1064480860
multi_state_excited_chemistry,2300,-1.3953665407,0.9701828932,-0.1111111111,0.00,0.00,1157204657
bosonic_multimode_systems,700,-1.1966259836,0.9330912599,0.2250000000,0.00,0.00,352644239
bosonic_multimode_systems,1400,-0.6769244548,0.9356756702,-0.1000000000,0.00,0.00,711487436
bosonic_multimode_systems,2100,-0.4380117148,0.9331176605,-0.1000000000,0.00,0.00,1039729627
bosonic_multimode_systems,2200,-0.4074966240,0.9322473704,-0.2500000000,0.00,0.00,1098090629
multiscale_nonlinear_field_models,700,-3.3275070036,0.9325274407,-0.0416666667,0.00,0.00,344681694
multiscale_nonlinear_field_models,1400,-1.7527122468,0.9269663005,0.0208333333,0.00,0.00,692551989
multiscale_nonlinear_field_models,2100,-1.2769535950,0.9303072606,0.1041666667,0.00,0.00,1036605606
multiscale_nonlinear_field_models,2300,-0.9940639012,0.9319398206,-0.2291666667,0.00,0.00,1259552109
far_from_equilibrium_kinetic_lattices,700,-2.3560484692,0.9195981819,-0.0707070707,0.00,0.00,445730101
far_from_equilibrium_kinetic_lattices,1400,-1.0661631804,0.9219197205,-0.0909090909,0.00,0.00,885337456
far_from_equilibrium_kinetic_lattices,2100,-0.8631806535,0.9251681128,-0.2525252525,0.00,0.00,1148733576
far_from_equilibrium_kinetic_lattices,2400,-0.8015778305,0.9240955993,-0.1111111111,0.00,0.00,1254980001
multi_correlated_fermion_boson_networks,700,-2.8271292710,0.9445400017,0.1200000000,0.00,0.00,429189811
multi_correlated_fermion_boson_networks,1400,-1.2254515062,0.9452572797,-0.0800000000,0.00,0.00,725594379
multi_correlated_fermion_boson_networks,2100,-0.8613100764,0.9464144679,0.0400000000,0.00,0.00,1068799533
multi_correlated_fermion_boson_networks,2350,-0.7355672772,0.9452917139,-0.2600000000,0.00,0.00,1216997965
