mode,run,seed,rc,wins,losses,win_rate,nqubits_per_sec,nqubit_avg_score,baseline_avg_score,latency_p50_ns,latency_p95_ns,latency_p99_ns,used_hardware_entropy,margin_mean,margin_std,scenario_latency_mean_ns,max_qubits_width
hardware_preferred,0,0,0,234,126,0.65,9322809.263,0.961722956807,0.941389439119,134810,185750,195950,True,0.0203335176879,0.05051034292492512,146453.8,36
hardware_preferred,1,0,0,235,125,0.652777777778,9198122.802,0.964192190153,0.940978582267,138280,190070,198090,True,0.023213607886727775,0.04936203105368538,148005.4138888889,36
hardware_preferred,2,0,0,245,115,0.680555555556,9535687.87,0.963198923558,0.936929088584,134910,184120,197400,True,0.02626983497342222,0.051963000759007984,143014.96944444443,36
hardware_preferred,3,0,0,249,111,0.691666666667,9571742.575,0.959075489406,0.931739600266,134320,182770,194830,True,0.02733588913986111,0.0529830522438446,142613.63888888888,36
hardware_preferred,4,0,0,243,117,0.675,9678547.59,0.961769844145,0.937891643603,129320,183050,195830,True,0.023878200541430555,0.05160888497598522,141155.69166666668,36
hardware_preferred,5,0,0,239,121,0.663888888889,9505922.331,0.960426595459,0.936421701544,133100,184930,196720,True,0.024004893914969447,0.053808984966021454,143688.2472222222,36
hardware_preferred,6,0,0,232,128,0.644444444444,9859747.247,0.961593014604,0.936929763636,130580,175630,190530,True,0.024663250968038886,0.05481687168195761,138587.85833333334,36
hardware_preferred,7,0,0,229,131,0.636111111111,9841360.971,0.963071734785,0.941296846259,129190,178960,193560,True,0.021774888526275,0.04956709372994457,138603.38611111112,36
hardware_preferred,8,0,0,240,120,0.666666666667,9088353.565,0.961854753894,0.938279232454,137350,194320,198150,True,0.02357552143982222,0.05424439481579996,149887.9972222222,36
hardware_preferred,9,0,0,222,138,0.616666666667,8363859.901,0.9605315187,0.940246879513,148990,195530,272090,True,0.02028463918715278,0.05502884594928774,162255.19166666668,36
hardware_preferred,10,0,0,256,104,0.711111111111,8872210.385,0.962845628475,0.935078431512,143970,190500,200290,True,0.027767196963227776,0.050525207602030595,153851.07777777777,36
hardware_preferred,11,0,0,239,121,0.663888888889,8613012.871,0.960766729378,0.938203459925,160440,190080,197800,True,0.022563269452394445,0.050876451358112425,158322.05555555556,36
hardware_preferred,12,0,0,232,128,0.644444444444,9278659.861,0.960217121699,0.94131261362,137870,185830,194880,True,0.01890450807915,0.051389456103229064,147099.30277777778,36
hardware_preferred,13,0,0,232,128,0.644444444444,8343318.415,0.962155435267,0.940795688295,174650,197140,242240,True,0.02135974697151389,0.04829859322348471,163174.16666666666,36
hardware_preferred,14,0,0,241,119,0.669444444444,9296320.378,0.961025421091,0.937418360309,136370,189150,247120,True,0.023607060782402777,0.05378863591617353,146697.30277777778,36
hardware_preferred,15,0,0,246,114,0.683333333333,9426359.456,0.962977197787,0.940985673509,138050,183550,194670,True,0.021991524278508333,0.047793655771443136,144980.4972222222,36
hardware_preferred,16,0,0,249,111,0.691666666667,9183051.17,0.961056499704,0.936115238152,140610,184800,198710,True,0.02494126155157222,0.04982608387713158,148432.30277777778,36
hardware_preferred,17,0,0,249,111,0.691666666667,9321072.843,0.962922733561,0.937713049875,139140,184510,197600,True,0.025209683686358335,0.05414489034341041,146379.69166666668,36
hardware_preferred,18,0,0,240,120,0.666666666667,9056359.992,0.963209463155,0.940917733624,143650,189450,217850,True,0.022291729530302777,0.04932248336859687,150599.8,36
hardware_preferred,19,0,0,243,117,0.675,9169176.38,0.96195052539,0.936567354538,141030,186560,197670,True,0.02538317085148889,0.048690011473337465,148842.275,36
hardware_preferred,20,0,0,236,124,0.655555555556,8707125.118,0.95992157036,0.939702108216,152400,192450,198560,True,0.020219462143716668,0.05180041398324009,156769.94166666668,36
hardware_preferred,21,0,0,225,135,0.625,8528366.268,0.962163127907,0.942124633292,157940,195070,226650,True,0.020038494615177777,0.05455893434796706,159294.025,36
hardware_preferred,22,0,0,220,140,0.611111111111,7951794.58,0.960676241865,0.94180263289,180770,199120,244700,True,0.018873608974730557,0.04917157911391998,171425.19166666668,36
hardware_preferred,23,0,0,238,122,0.661111111111,8052852.404,0.960066853924,0.936518971215,179290,196810,247140,True,0.023547882709369444,0.05222277831524099,169525.46944444443,36
hardware_preferred,24,0,0,225,135,0.625,8614812.062,0.958722761255,0.936995105468,162470,194080,199340,True,0.021727655787030557,0.05238297053515636,158497.74444444446,36
hardware_preferred,25,0,0,237,123,0.658333333333,9345973.07,0.962719113763,0.936443051872,137150,187940,205240,True,0.026276061890808337,0.053958257138608835,146106.69166666668,36
hardware_preferred,26,0,0,242,118,0.672222222222,9527077.21,0.962689644349,0.937911183454,135880,182820,198060,True,0.02477846089476389,0.051958667085621434,143323.775,36
hardware_preferred,27,0,0,249,111,0.691666666667,9480948.363,0.962786768288,0.936165960309,134480,182450,209690,True,0.026620807979400002,0.0530260545259467,143966.85833333334,36
hardware_preferred,28,0,0,237,123,0.658333333333,7511093.617,0.962762309762,0.943327308096,184220,198220,218860,True,0.01943500166565278,0.048911602812734066,181705.6611111111,36
hardware_preferred,29,0,0,241,119,0.669444444444,9158913.861,0.960291035414,0.940260282097,139880,189760,203950,True,0.020030753317025002,0.050533407930903954,149198.4972222222,36
deterministic_seeded,0,1,0,247,113,0.686111111111,9109799.272,0.962723751798,0.940151442496,140170,187990,196640,False,0.022572309302347222,0.04726312032607912,149932.525,36
deterministic_seeded,1,2,0,244,116,0.677777777778,7500883.028,0.964751083615,0.941196772426,184310,199260,259820,False,0.023554311188763888,0.051096520531153364,181843.4138888889,36
deterministic_seeded,2,3,0,232,128,0.644444444444,8870828.227,0.961350553693,0.940048574945,140660,193150,267690,False,0.021301978748480555,0.05133401536778466,153956.38611111112,36
deterministic_seeded,3,4,0,238,122,0.661111111111,9262974.353,0.961752171061,0.939304730635,137450,186840,194340,False,0.022447440425925003,0.04885956098129349,147487.2472222222,36
deterministic_seeded,4,5,0,229,131,0.636111111111,8881105.939,0.960279671985,0.942190655381,144570,188750,201060,False,0.018089016604091665,0.048316849245074144,153870.0,36
deterministic_seeded,5,6,0,237,123,0.658333333333,7518745.508,0.963872240068,0.941370848251,183280,197720,232550,False,0.022501391817008335,0.05191436786640746,181172.77777777778,36
deterministic_seeded,6,7,0,230,130,0.638888888889,9529051.402,0.960779211338,0.940508284782,135940,183960,222770,False,0.02027092655641389,0.05191364392268776,143312.05277777778,36
deterministic_seeded,7,8,0,248,112,0.688888888889,8830625.605,0.96146624983,0.93653192143,136950,188550,243700,False,0.024934328400530555,0.05104614851505948,154908.88611111112,36
