problem,step,energy,pairing,sign_ratio,cpu_percent,mem_percent,elapsed_ns,norm_deviation,ema_abs_energy
hubbard_hts_core,0,1.9745923269,0.8661235790,0.0600000000,26.45,72.05,162530,2.2204460493e-16,0.0000000000
hubbard_hts_core,100,1.9828257763,0.8624306734,0.0800000000,26.45,72.05,1202968,0.0000000000e+00,0.0000000000
hubbard_hts_core,200,1.9839568331,0.8543044008,-0.0200000000,26.45,72.05,2236237,0.0000000000e+00,0.0000000000
hubbard_hts_core,300,1.9842289668,0.8517210390,0.0600000000,26.45,72.05,3273096,3.3306690739e-16,0.0000000000
hubbard_hts_core,400,1.9843555259,0.8505575247,0.1600000000,26.45,72.05,4346225,1.1102230246e-16,0.0000000000
hubbard_hts_core,500,1.9844209465,0.8506544757,0.0200000000,26.45,72.05,5362324,1.1102230246e-16,0.0000000000
hubbard_hts_core,600,1.9844616534,0.8510727948,0.1200000000,26.45,72.05,6348953,0.0000000000e+00,0.0000000000
hubbard_hts_core,700,1.9844822995,0.8511807807,0.0200000000,26.45,72.05,7337412,2.2204460493e-16,0.0000000000
hubbard_hts_core,800,1.9844941348,0.8513954127,-0.0400000000,26.45,72.05,8328031,3.3306690739e-16,0.0000000000
hubbard_hts_core,900,1.9845029226,0.8515637809,-0.0200000000,26.45,72.05,9311430,3.3306690739e-16,0.0000000000
hubbard_hts_core,1000,1.9845113799,0.8512929867,0.2400000000,26.45,72.05,10299729,2.2204460493e-16,0.0000000000
hubbard_hts_core,1100,1.9845211156,0.8515415700,-0.0400000000,26.45,72.05,11305797,1.1102230246e-16,0.0000000000
hubbard_hts_core,1200,1.9845335947,0.8523852287,-0.2000000000,26.45,72.05,12331056,1.1102230246e-16,0.0000000000
hubbard_hts_core,1300,1.9845505576,0.8524816300,0.0800000000,26.45,72.05,13327395,2.2204460493e-16,0.0000000000
hubbard_hts_core,1400,1.9845741259,0.8526264814,0.0600000000,26.45,72.05,14326554,0.0000000000e+00,0.0000000000
hubbard_hts_core,1500,1.9846052428,0.8515663666,0.1000000000,26.45,72.05,15324923,2.2204460493e-16,0.0000000000
hubbard_hts_core,1600,1.9846390392,0.8500524913,-0.0600000000,26.45,72.05,16334452,2.2204460493e-16,0.0000000000
