mode,run,seed,rc,wins,losses,win_rate,nqubits_per_sec,nqubit_avg_score,baseline_avg_score,latency_p50_ns,latency_p95_ns,latency_p99_ns,used_hardware_entropy,margin_mean,margin_std,scenario_latency_mean_ns
hardware_preferred,0,0,0,246,114,0.683333333333,9414715.705,0.961718018744,0.934200128179,129650,178100,201340,True,0.027517890565297225,0.051718850285749005,138802.31666666668
hardware_preferred,1,0,0,241,119,0.669444444444,9443632.336,0.961895092297,0.937445183265,129200,176370,189080,True,0.024449909032402777,0.052034865383006536,138268.8138888889
hardware_preferred,2,0,0,244,116,0.677777777778,9545818.841,0.961952491141,0.935563735754,128070,173290,186380,True,0.02638875538751389,0.05073437982748777,137539.75833333333
hardware_preferred,3,0,0,224,136,0.622222222222,9392639.853,0.960209282904,0.939264390921,130550,176450,195870,True,0.020944891983686112,0.05444353160694846,139212.70833333334
hardware_preferred,4,0,0,236,124,0.655555555556,9487234.728,0.9606018253,0.939900410645,127800,178210,196130,True,0.020701414654319444,0.04988262785888707,138069.95277777777
hardware_preferred,5,0,0,228,132,0.633333333333,9307179.298,0.962317599408,0.939792590163,129490,184650,201040,True,0.022525009245672224,0.05163559299468751,140753.5888888889
hardware_preferred,6,0,0,236,124,0.655555555556,9125550.299,0.960654379329,0.939200479106,133691,183140,203570,True,0.02145390022271111,0.050182723368255876,143094.26666666666
hardware_preferred,7,0,0,235,125,0.652777777778,9149294.263,0.96144709357,0.937671331513,129360,181670,210100,True,0.023775762057044444,0.051137907055629934,142765.48055555555
hardware_preferred,8,0,0,224,136,0.622222222222,9359744.278,0.9610660597,0.938973583375,129280,178190,193030,True,0.022092476324758335,0.05274107002619269,139590.0888888889
hardware_preferred,9,0,0,218,142,0.605555555556,8998620.319,0.961518348914,0.943650933137,135530,182230,199680,True,0.017867415777611112,0.051797873899916545,145587.48611111112
hardware_preferred,10,0,0,256,104,0.711111111111,8978600.948,0.963945851479,0.939322761138,130730,190931,211900,True,0.02462309034158611,0.04999374530340235,145992.51388888888
hardware_preferred,11,0,0,234,126,0.65,8886070.108,0.962121152804,0.935839948977,134920,188340,214990,True,0.02628120382696389,0.05572158675824099,148120.625
hardware_preferred,12,0,0,259,101,0.719444444444,8625819.941,0.964909074703,0.933438159855,141971,193650,223100,True,0.03147091484793889,0.05391562115833718,151685.875
hardware_preferred,13,0,0,244,116,0.677777777778,8057100.544,0.961986326318,0.936254377297,175710,203510,216180,True,0.02573194902045278,0.05036353310962822,163108.88611111112
hardware_preferred,14,0,0,227,133,0.630555555556,9103826.541,0.961406227161,0.937938117844,129730,182590,218750,True,0.02346810931662778,0.053188445832537394,144554.17777777778
hardware_preferred,15,0,0,256,104,0.711111111111,8848218.761,0.964912839013,0.939208252056,136330,189430,208580,True,0.025704586956672222,0.04890737427053629,148000.70555555556
hardware_preferred,16,0,0,233,127,0.647222222222,8770873.919,0.961072265774,0.938916289822,138460,193470,210821,True,0.022155975951847224,0.052597097282945,150389.7111111111
hardware_preferred,17,0,0,226,134,0.627777777778,7685549.992,0.959840728059,0.939679370945,178960,211780,320400,True,0.0201613571138,0.05078671053120227,169324.35
hardware_preferred,18,0,0,230,130,0.638888888889,7031328.082,0.959069413035,0.938063589603,183130,213410,219170,True,0.021005823431466668,0.050759656508443,185871.48055555555
hardware_preferred,19,0,0,231,129,0.641666666667,7770438.91,0.961673353374,0.938838878661,177880,210990,270380,True,0.022834474713325,0.05223014700116031,167710.97222222222
