mode,run,seed,rc,wins,losses,win_rate,nqubits_per_sec,nqubit_avg_score,baseline_avg_score,latency_p50_ns,latency_p95_ns,latency_p99_ns,used_hardware_entropy,margin_mean,margin_std,scenario_latency_mean_ns,max_qubits_width
hardware_preferred,0,0,0,230,130,0.638888888889,10057023.122,0.960905970287,0.9371254644,128220,173300,186840,True,0.023780505887652778,0.057836123722556226,136279.50833333333,36
hardware_preferred,1,0,0,243,117,0.675,10120363.45,0.962512482652,0.93605577127,127720,175010,186200,True,0.026456711382280555,0.05381008330916255,135374.80833333332,36
hardware_preferred,2,0,0,228,132,0.633333333333,10128631.205,0.9633368976,0.943326468838,127410,169380,189160,True,0.020010428761508332,0.05070775192400132,135013.45,36
hardware_preferred,3,0,0,241,119,0.669444444444,10119757.898,0.961002669939,0.938452960688,128080,175780,182241,True,0.022549709251038885,0.053561145497211846,135474.36944444446,36
hardware_preferred,4,0,0,237,123,0.658333333333,9888520.082,0.962033890349,0.938592546251,129920,177251,193140,True,0.023441344098202775,0.05402795460579772,138468.28333333333,36
hardware_preferred,5,0,0,230,130,0.638888888889,10081858.49,0.962608239076,0.940299620317,127580,174850,188480,True,0.022308618758547224,0.05138630692786256,135796.70277777777,36
hardware_preferred,6,0,0,234,126,0.65,10291420.353,0.961956411453,0.940515135128,127080,166150,183610,True,0.021441276325280555,0.05316854424485481,133229.16666666666,36
hardware_preferred,7,0,0,240,120,0.666666666667,10222053.423,0.962706451227,0.937438460135,128470,157570,181720,True,0.02526799109202222,0.05192430506670483,134039.39444444445,36
hardware_preferred,8,0,0,241,119,0.669444444444,9739607.534,0.962699727585,0.937933983336,128920,180880,191480,True,0.02476574424904722,0.05211202111645111,140734.73333333334,36
hardware_preferred,9,0,0,228,132,0.633333333333,9490477.003,0.961068377832,0.942607060608,134960,181120,193321,True,0.018461317223766666,0.052107026244057365,144140.07222222222,36
hardware_preferred,10,0,0,242,118,0.672222222222,10075018.306,0.959572144114,0.936306308295,127360,171281,185641,True,0.023265835819102777,0.05228349481835256,136045.78333333333,36
hardware_preferred,11,0,0,257,103,0.713888888889,9840958.397,0.962347192726,0.934461144709,129460,180030,198630,True,0.02788604801679167,0.05185334549446757,138996.175,36
hardware_preferred,12,0,0,237,123,0.658333333333,10194289.814,0.962579275427,0.939779734097,128660,163311,179030,True,0.022799541329961114,0.052674468790036656,134457.75555555554,36
hardware_preferred,13,0,0,261,99,0.725,10326619.924,0.963058250163,0.934049578092,128000,158260,179730,True,0.029008672070627777,0.05147818129436932,132908.14166666666,36
hardware_preferred,14,0,0,227,133,0.630555555556,9463072.762,0.960399254454,0.939381641793,135660,184800,196580,True,0.021017612661591665,0.052192318611625765,144745.3777777778,36
hardware_preferred,15,0,0,234,126,0.65,9850660.084,0.963396878436,0.939145540738,129131,177971,190650,True,0.024251337698244443,0.050918193342173804,139033.23055555555,36
hardware_preferred,16,0,0,244,116,0.677777777778,9663733.89,0.962808463703,0.938518840583,131410,180680,188560,True,0.024289623119797224,0.05029437342962201,141552.98333333334,36
hardware_preferred,17,0,0,230,130,0.638888888889,10021338.492,0.959670520675,0.939851928516,128150,176100,193840,True,0.019818592158491667,0.05270226395999528,136743.59166666667,36
hardware_preferred,18,0,0,244,116,0.677777777778,10116694.668,0.962468704443,0.939867804385,128480,173251,185680,True,0.02260090005819167,0.051998347108463495,135447.2861111111,36
hardware_preferred,19,0,0,239,121,0.663888888889,10423413.535,0.962001415832,0.937945827076,127130,148160,180621,True,0.024055588756599997,0.05153146284142686,131652.69444444444,36
hardware_preferred,20,0,0,239,121,0.663888888889,10281955.497,0.962486135228,0.940114888904,127380,156210,186390,True,0.022371246323794447,0.0519945139184464,133373.3138888889,36
hardware_preferred,21,0,0,238,122,0.661111111111,9924506.016,0.962156735939,0.941062689123,129360,178610,190010,True,0.021094046815802778,0.04806623098611982,138260.5638888889,36
hardware_preferred,22,0,0,251,109,0.697222222222,10336671.757,0.962340898942,0.935897340726,126820,159431,179160,True,0.02644355821558611,0.0509481122726136,132669.89166666666,36
hardware_preferred,23,0,0,240,120,0.666666666667,10434829.706,0.961342153423,0.937585416279,127141,145600,163570,True,0.023756737144377777,0.05021139033371823,131589.28055555557,36
hardware_preferred,24,0,0,233,127,0.647222222222,9930409.503,0.960430192343,0.939183052562,129910,179280,197160,True,0.021247139780347223,0.05040806805373603,137949.70555555556,36
hardware_preferred,25,0,0,250,110,0.694444444444,10279516.786,0.96296706129,0.936709685271,126710,168830,183130,True,0.026257376018444446,0.05256693222854729,133337.83333333334,36
hardware_preferred,26,0,0,223,137,0.619444444444,9817825.954,0.963081504383,0.942401147554,129390,180480,193630,True,0.020680356828791668,0.0517587664063772,139624.64166666666,36
hardware_preferred,27,0,0,235,125,0.652777777778,10232633.647,0.960094322007,0.93573108051,126990,174071,189900,True,0.024363241497647223,0.04972718371931312,134083.63888888888,36
hardware_preferred,28,0,0,243,117,0.675,10038640.2,0.961634575263,0.937524187938,127530,176381,188410,True,0.02411038732453611,0.051653731730345986,136536.73055555555,36
hardware_preferred,29,0,0,225,135,0.625,9550226.765,0.961456631556,0.940731051185,128010,188560,198710,True,0.020725580371008336,0.05314782743822108,143671.3777777778,36
deterministic_seeded,0,1,0,247,113,0.686111111111,9835312.378,0.962723751798,0.940151442496,129610,178880,192380,False,0.022572309302347222,0.04726312032607912,139158.5388888889,36
deterministic_seeded,1,2,0,244,116,0.677777777778,9878698.985,0.964751083615,0.941196772426,130001,178220,189830,False,0.023554311188763888,0.051096520531153364,138666.92222222223,36
deterministic_seeded,2,3,0,232,128,0.644444444444,10048903.868,0.961350553693,0.940048574945,128680,173270,196290,False,0.021301978748480555,0.05133401536778466,136461.925,36
deterministic_seeded,3,4,0,238,122,0.661111111111,10198082.991,0.961752171061,0.939304730635,127810,164600,184021,False,0.022447440425925003,0.04885956098129349,134363.0888888889,36
deterministic_seeded,4,5,0,229,131,0.636111111111,9761453.511,0.960279671985,0.942190655381,129840,177130,192870,False,0.018089016604091665,0.048316849245074144,140336.45277777777,36
deterministic_seeded,5,6,0,237,123,0.658333333333,10151332.807,0.963872240068,0.941370848251,127710,165730,183031,False,0.022501391817008335,0.05191436786640746,134864.25833333333,36
deterministic_seeded,6,7,0,230,130,0.638888888889,10143607.928,0.960779211338,0.940508284782,127790,174670,186161,False,0.02027092655641389,0.05191364392268776,135180.72777777776,36
deterministic_seeded,7,8,0,248,112,0.688888888889,10144716.596,0.96146624983,0.93653192143,127590,166630,180960,False,0.024934328400530555,0.05104614851505948,135196.925,36
deterministic_seeded,8,9,0,231,129,0.641666666667,10302978.714,0.963755271045,0.941333310634,127430,150850,170640,False,0.022421960410836113,0.05180803043888159,133180.35833333334,36
deterministic_seeded,9,10,0,230,130,0.638888888889,10158782.783,0.962068006452,0.943077058577,127720,175200,182140,False,0.018990947875394446,0.049088176293993285,134966.09166666667,36
deterministic_seeded,10,11,0,238,122,0.661111111111,10456977.815,0.960595824205,0.937016257483,127330,149520,172230,False,0.023579566722294443,0.05303062812335781,131192.19722222222,36
deterministic_seeded,11,12,0,226,134,0.627777777778,9284671.852,0.960198908618,0.937343619012,135250,186130,208790,False,0.02285528960553611,0.055064792731142106,147498.54444444444,36
deterministic_seeded,12,13,0,229,131,0.636111111111,9605698.466,0.96271975317,0.938727938494,133440,180811,196270,False,0.023991814676088886,0.0544825583640707,142319.42777777778,36
